run,pid,it,plen,q_im,q_eot,top1,p_top1,top2,top3,q_stop,bucket
a1_gkd_mix0.5_s0_16k,test/prealgebra/1907.json,2,537,0.8911120295524597,2.6144364451141655e-12,<|im_end|>,0.8911120295524597, �, �,0.8911120295550742,2
a1_gkd_mix0.5_s0_16k,test/prealgebra/1907.json,3,549,0.9954394698143005,1.0660392924313755e-12,<|im_end|>,0.9954394698143005, �, �,0.9954394698153666,3
a1_gkd_mix0.5_s0_16k,test/prealgebra/1907.json,10,633,0.981492817401886,2.575839931975854e-13,<|im_end|>,0.981492817401886, �,"



",0.9814928174021436,10
a1_gkd_mix0.5_s0_16k,test/geometry/1108.json,1,438,0.5605984330177307,2.6078360391285083e-12,<|im_end|>,0.5605984330177307, �,✅,0.5605984330203385,1
a1_gkd_mix0.5_s0_16k,test/geometry/1108.json,2,601,0.8924396634101868,1.7373848670496073e-12,<|im_end|>,0.8924396634101868, �, �,0.8924396634119242,2
a1_gkd_mix0.5_s0_16k,test/geometry/1108.json,3,614,0.9976242184638977,5.542676777617328e-13,<|im_end|>,0.9976242184638977, �, �,0.9976242184644519,3
a1_gkd_mix0.5_s0_16k,test/geometry/1108.json,10,705,0.9076458215713501,4.415595222361651e-13,<|im_end|>,0.9076458215713501, �,"



",0.9076458215717916,10
a1_gkd_mix0.5_s0_16k,test/prealgebra/1991.json,1,1261,0.00023873957979958504,1.4238776173750023e-12," 
",0.8064307570457458, \,"  
",0.00023873958122346266,1
a1_gkd_mix0.5_s0_16k,test/prealgebra/1991.json,2,1278,0.8509960174560547,1.1253687868736928e-12,<|im_end|>,0.8509960174560547, �, �,0.85099601745718,2
a1_gkd_mix0.5_s0_16k,test/prealgebra/1991.json,3,1322,0.9517224431037903,1.831209663072375e-12,<|im_end|>,0.9517224431037903, �, �,0.9517224431056215,3
a1_gkd_mix0.5_s0_16k,test/prealgebra/1991.json,10,1630,0.6889973282814026,7.040740603383999e-13,<|im_end|>,0.6889973282814026, �,"



",0.6889973282821067,10
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/337.json,1,792,0.5062252283096313,2.1655241835838446e-11,<|im_end|>,0.5062252283096313," 
", �,0.5062252283312866,1
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/337.json,2,807,0.957013726234436,1.3057414307779402e-12,<|im_end|>,0.957013726234436, �, �,0.9570137262357418,2
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/337.json,3,825,0.9939883947372437,2.084160968807147e-12,<|im_end|>,0.9939883947372437, �, �,0.9939883947393278,3
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/337.json,10,909,0.9832737445831299,8.69573076739405e-13,<|im_end|>,0.9832737445831299, �,"



",0.9832737445839994,10
a1_gkd_mix0.5_s0_16k,test/algebra/2789.json,1,1245,0.027967603877186775,4.871784399507195e-13, �,0.8173332214355469," 

",<|im_end|>,0.027967603877673955,1
a1_gkd_mix0.5_s0_16k,test/algebra/2789.json,2,1428,0.10129379481077194,8.716442010444497e-14, �,0.8481225371360779,<|im_end|>," 

",0.10129379481085911,2
a1_gkd_mix0.5_s0_16k,test/algebra/2789.json,3,1499,0.15936559438705444,1.5451048643658205e-12, �,0.8093252778053284,<|im_end|>, �,0.15936559438859954,3
a1_gkd_mix0.5_s0_16k,test/algebra/2789.json,10,2060,0.2789536714553833,2.254992796223848e-13, �,0.6691751480102539,<|im_end|>, �,0.2789536714556088,10
a1_gkd_mix0.5_s0_16k,test/number_theory/847.json,1,1535,0.23010891675949097,7.242950813765581e-13," 
",0.5520026087760925,<|im_end|>, \,0.23010891676021525,1
a1_gkd_mix0.5_s0_16k,test/number_theory/847.json,2,1707,0.4104028642177582,2.871139469836498e-13,<|im_end|>,0.4104028642177582, �," 
",0.4104028642180453,2
a1_gkd_mix0.5_s0_16k,test/number_theory/847.json,3,1726,0.776328980922699,1.2287128779708834e-12,<|im_end|>,0.776328980922699, �, �,0.7763289809239277,3
a1_gkd_mix0.5_s0_16k,test/number_theory/847.json,10,1845,0.9614904522895813,3.7879901580890885e-13,<|im_end|>,0.9614904522895813, �,"



",0.9614904522899601,10
a1_gkd_mix0.5_s0_16k,test/algebra/2551.json,1,1150,0.6210029721260071,1.3174464774320938e-12,<|im_end|>,0.6210029721260071, �, �,0.6210029721273246,1
a1_gkd_mix0.5_s0_16k,test/algebra/2551.json,2,1161,0.9918960928916931,7.532442009537677e-13,<|im_end|>,0.9918960928916931, �, �,0.9918960928924464,2
a1_gkd_mix0.5_s0_16k,test/algebra/2551.json,3,1172,0.44213369488716125,1.540436289811098e-12, �,0.5010031461715698,<|im_end|>, (,0.4421336948887017,3
a1_gkd_mix0.5_s0_16k,test/algebra/2551.json,10,1249,0.7447396516799927,1.0082090327531712e-12,<|im_end|>,0.7447396516799927, �,"



",0.7447396516810009,10
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/1714.json,1,931,0.11357086151838303,6.4993908692467794e-12," 
",0.7405750155448914,<|im_end|>, \,0.11357086152488241,1
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/1714.json,2,951,0.15628565847873688,1.554441644846527e-11," 
",0.7936841249465942,<|im_end|>, \,0.1562856584942813,2
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/1714.json,3,1026,0.0790613442659378,5.300009996850319e-12," 
",0.8499895334243774,<|im_end|>, \,0.07906134427123782,3
a1_gkd_mix0.5_s0_16k,test/intermediate_algebra/1714.json,10,1544,0.7777601480484009,9.569589044799987e-12,<|im_end|>,0.7777601480484009," 
", �,0.7777601480579704,10
a1_gkd_mix0.5_s0_16k,test/counting_and_probability/190.json,1,677,0.001663684262894094,7.146875972974254e-12, \,0.6711781024932861," 
", �,0.00166368427004097,1
a1_gkd_mix0.5_s0_16k,test/counting_and_probability/190.json,2,951,0.5381096601486206,2.370001981125136e-12,<|im_end|>,0.5381096601486206, \," 
",0.5381096601509906,2
a1_gkd_mix0.5_s0_16k,test/counting_and_probability/190.json,3,1033,0.04117723926901817,5.575298794684158e-13, �,0.9371896386146545,<|im_end|>," 

",0.041177239269575706,3
a1_gkd_mix0.5_s0_16k,test/counting_and_probability/190.json,10,1379,0.8841161131858826,5.017964803443256e-14,<|im_end|>,0.8841161131858826, �,"



",0.8841161131859328,10
a3_offpolicy_s0_16k,test/algebra/1035.json,1,633,0.8447712659835815,3.251054210996057e-13,<|im_end|>,0.8447712659835815, �, �,0.8447712659839066,1
a3_offpolicy_s0_16k,test/algebra/1035.json,2,815,0.4371946454048157,1.2866420602553053e-11, �,0.4954064190387726,<|im_end|>, �,0.4371946454176821,2
a3_offpolicy_s0_16k,test/algebra/1035.json,3,838,2.8453104761183567e-08,1.497583764549859e-16,**,0.9999914169311523,"**

", **,2.8453104910941944e-08,3
a3_offpolicy_s0_16k,test/algebra/1035.json,10,1007,1.6040404204886727e-07,1.0968311160917108e-15,**,0.9796401858329773,"**

","**
",1.6040404314569838e-07,10
a3_offpolicy_s0_16k,test/prealgebra/2086.json,1,442,3.5571036123381036e-17,4.567411424598531e-17, \,1.0," 
"," \\
",8.124515036936634e-17,1
a3_offpolicy_s0_16k,test/prealgebra/2086.json,2,681,0.02532205544412136,1.2790358182301897e-11, \,0.9502031207084656,<|im_end|>," 
",0.02532205545691172,2
a3_offpolicy_s0_16k,test/prealgebra/2086.json,3,724,1.522988846147655e-08,1.824435064761115e-15,**,0.9999939203262329,"**

", d,1.5229890285911613e-08,3
a3_offpolicy_s0_16k,test/prealgebra/2086.json,10,1564,0.10568903386592865,3.224336216859497e-13," 
",0.4180082380771637,"  
", \,0.10568903386625109,10
a3_offpolicy_s0_16k,test/number_theory/911.json,1,906,0.01375338900834322,3.3141992622498506e-11," 
",0.8508920669555664,"  
", \,0.013753389041485212,1
a3_offpolicy_s0_16k,test/number_theory/911.json,2,1009,0.16587288677692413,1.549841331660584e-11," 
",0.5109244585037231,<|im_end|>, \,0.16587288679242254,2
a3_offpolicy_s0_16k,test/number_theory/911.json,3,1055,0.996616780757904,4.963405988295255e-13,<|im_end|>,0.996616780757904, �, �,0.9966167807584004,3
a3_offpolicy_s0_16k,test/number_theory/911.json,10,2220,0.36899369955062866,1.2415680983313138e-10,<|im_end|>,0.36899369955062866,"



", ,0.36899369967478546,10
a3_offpolicy_s0_16k,test/number_theory/911.json,75,15948,0.5695374608039856,1.6254108248150295e-14,<|im_end|>,0.5695374608039856,"



", We,0.5695374608040018,last
a3_offpolicy_s0_16k,test/prealgebra/1353.json,1,839,0.006439871154725552,6.915251149486323e-10," 
",0.8434566855430603, \,"  
",0.0064398718462506666,1
a3_offpolicy_s0_16k,test/prealgebra/1353.json,2,1054,0.05218904837965965,1.3598076831211614e-10," 
",0.7204475402832031, \,<|im_end|>,0.05218904851564042,2
a3_offpolicy_s0_16k,test/prealgebra/1353.json,3,1080,0.9994984865188599,8.160206017848726e-12,<|im_end|>,0.9994984865188599, �, �,0.9994984865270201,3
a3_offpolicy_s0_16k,test/prealgebra/1353.json,10,1557,0.5410341024398804,4.206036289654963e-13,<|im_end|>,0.5410341024398804," 
", \,0.5410341024403009,10
a3_offpolicy_s0_16k,test/number_theory/342.json,1,280,0.9775635600090027,4.521614679897645e-11,<|im_end|>,0.9775635600090027," 
", �,0.9775635600542188,1
a3_offpolicy_s0_16k,test/number_theory/342.json,2,337,0.9357504844665527,6.433313517323347e-12,<|im_end|>,0.9357504844665527," 
", \,0.935750484472986,2
a3_offpolicy_s0_16k,test/number_theory/342.json,3,385,0.7183354496955872,1.2415585053104916e-11,<|im_end|>,0.7183354496955872, �, �,0.7183354497080028,3
a3_offpolicy_s0_16k,test/number_theory/342.json,10,515,0.9697900414466858,6.225861297858015e-13,<|im_end|>,0.9697900414466858, �,"



",0.9697900414473084,10
a3_offpolicy_s0_16k,test/prealgebra/1233.json,1,497,9.674684406490996e-05,2.6377811046529587e-10," 
",0.8883292078971863, \,"  
",9.674710784302043e-05,1
a3_offpolicy_s0_16k,test/prealgebra/1233.json,2,679,0.026334961876273155,1.7899777146612728e-11," 
",0.769620418548584, \,<|im_end|>,0.026334961894172934,2
a3_offpolicy_s0_16k,test/prealgebra/1233.json,3,713,0.9991546869277954,4.232003202736534e-12,<|im_end|>,0.9991546869277954, �, �,0.9991546869320274,3
a3_offpolicy_s0_16k,test/prealgebra/1233.json,10,2250,0.1043769121170044,2.9450018270392453e-13,呼和浩,0.8739371299743652,<|im_end|>,乌鲁木,0.1043769121172989,10
a3_offpolicy_s0_16k,test/algebra/1425.json,1,1160,0.002376637887209654,1.9074027080012712e-11, \,0.8461416959762573," 
",<|im_end|>,0.002376637906283681,1
a3_offpolicy_s0_16k,test/algebra/1425.json,2,1205,0.9660199284553528,1.0780083423145292e-11,<|im_end|>,0.9660199284553528, �, �,0.9660199284661328,2
a3_offpolicy_s0_16k,test/algebra/1425.json,3,1221,0.1659068465232849,1.9595840575203916e-11," 
",0.7435429096221924,<|im_end|>, \,0.16590684654288076,3
a3_offpolicy_s0_16k,test/algebra/1425.json,10,1375,0.4539071023464203,3.698051251072726e-13,<|im_end|>,0.4539071023464203, \," 
",0.4539071023467901,10
a3_offpolicy_s0_16k,test/intermediate_algebra/1405.json,1,1250,0.0008980436250567436,3.3517383746933804e-12,".

",0.9848243594169617, �,<|im_end|>,0.000898043628408482,1
a3_offpolicy_s0_16k,test/intermediate_algebra/1405.json,2,1488,0.00555699598044157,7.872090132532428e-12," 
",0.9345430731773376, \,".
",0.00555699598831366,2
a3_offpolicy_s0_16k,test/intermediate_algebra/1405.json,3,1544,0.9995490908622742,3.854804062758399e-12,<|im_end|>,0.9995490908622742, �, �,0.999549090866129,3
a3_offpolicy_s0_16k,test/algebra/1837.json,1,1448,0.07220247387886047,1.3312157799705293e-11, \,0.4154966175556183," 
", �,0.07220247389217263,1
a3_offpolicy_s0_16k,test/algebra/1837.json,2,1479,0.9995285272598267,9.843383920460358e-12,<|im_end|>,0.9995285272598267, �, �,0.99952852726967,2
a3_offpolicy_s0_16k,test/algebra/1837.json,3,1531,0.9684510827064514,1.8383688668577314e-11,<|im_end|>,0.9684510827064514,**, �,0.9684510827248352,3
a3_offpolicy_s0_16k,test/algebra/1837.json,10,1895,0.03722791001200676,2.4593445769466316e-12,**,0.960120439529419,<|im_end|>,"**

",0.037227910014466105,10
a3_offpolicy_s0_16k,test/number_theory/627.json,1,801,0.20571403205394745,1.0720607734882037e-10," 
",0.6336438655853271,<|im_end|>, \,0.20571403216115353,1
a3_offpolicy_s0_16k,test/number_theory/627.json,2,833,0.04487261921167374,1.6072240760500733e-11,"  
",0.7953861951828003," 
",<|im_end|>,0.04487261922774598,2
a3_offpolicy_s0_16k,test/number_theory/627.json,3,854,0.9087142944335938,1.5222835145212166e-11,<|im_end|>,0.9087142944335938,"  
",$$,0.9087142944488166,3
a3_offpolicy_s0_16k,test/number_theory/627.json,10,1001,0.9760445356369019,3.861531927551454e-11,<|im_end|>,0.9760445356369019,"  
"," 
",0.9760445356755172,10
a3_offpolicy_s0_16k,test/counting_and_probability/508.json,1,376,0.008947047404944897,1.6436496608207563e-10, \,0.710752010345459," 
",<|im_end|>,0.008947047569309863,1
a3_offpolicy_s0_16k,test/algebra/109.json,1,374,0.9237363934516907,4.966783095916583e-10,<|im_end|>,0.9237363934516907," 
","  
",0.9237363939483689,1
h6_gen_sched_s0_16k,test/prealgebra/1114.json,1,2842,0.005051020532846451,4.512804192835507e-12, \,0.661553144454956, cm, square,0.005051020537359255,1
h6_gen_sched_s0_16k,test/prealgebra/1114.json,2,3022,0.0005730733391828835,2.475913354546555e-13, \,0.43192780017852783, square, cm,0.0005730733394304748,2
h6_gen_sched_s0_16k,test/prealgebra/1114.json,3,3138,0.18648137152194977,1.085583446053251e-11, cm,0.39478105306625366, square,<|im_end|>,0.1864813715328056,3
h6_gen_sched_s0_16k,test/prealgebra/1114.json,10,3854,2.899823448387906e-05,6.106783644304475e-14, square,0.7237744331359863, cm, \,2.8998234544946896e-05,10
h6_gen_sched_s0_16k,test/algebra/2023.json,1,1137,3.3036087005512997e-15,7.498708649377497e-19,"?

",0.9999890327453613," ?

",?,3.3043585714162374e-15,1
h6_gen_sched_s0_16k,test/algebra/2023.json,2,1361,2.9444295038174445e-14,3.633715509029601e-18,"?

",0.9999738931655884,?," ?

",2.9447928753683475e-14,2
h6_gen_sched_s0_16k,test/algebra/2023.json,3,1472,2.6517525839153677e-05,2.880206110503908e-14,"?

",0.6618577837944031," 

", �,2.651752586795574e-05,3
h6_gen_sched_s0_16k,test/algebra/2023.json,10,2097,0.07534940540790558,7.580446144926645e-14, �,0.9179436564445496,<|im_end|>,".

",0.07534940540798138,10
h6_gen_sched_s0_16k,test/algebra/2789.json,1,919,0.8920121192932129,1.9601002678587554e-12,<|im_end|>,0.8920121192932129, �,✅,0.892012119295173,1
h6_gen_sched_s0_16k,test/algebra/2789.json,2,1117,0.12991993129253387,7.989808359191997e-14, �,0.8471843004226685,<|im_end|>," 

",0.12991993129261378,2
h6_gen_sched_s0_16k,test/algebra/2789.json,3,1181,0.5900830030441284,1.504132755847376e-12,<|im_end|>,0.5900830030441284, �,✅,0.5900830030456325,3
h6_gen_sched_s0_16k,test/algebra/2789.json,10,2061,0.041549623012542725,1.5290007216069157e-13, �,0.9456650614738464,<|im_end|>, �,0.04154962301269562,10
h6_gen_sched_s0_16k,test/algebra/2064.json,1,792,0.03587383031845093,2.0099374942184056e-10," 
",0.49522292613983154, \,<|im_end|>,0.03587383051944468,1
h6_gen_sched_s0_16k,test/algebra/2064.json,2,1905,0.07901968061923981,8.715290858787861e-13, �,0.35414162278175354," 
", \,0.07901968062011133,2
h6_gen_sched_s0_16k,test/algebra/2064.json,3,2136,0.29152753949165344,4.678285103060231e-12, �,0.6993381977081299,<|im_end|>, �,0.2915275394963317,3
h6_gen_sched_s0_16k,test/algebra/2064.json,10,3105,0.22047242522239685,6.220644659105101e-13, �,0.769524335861206,<|im_end|>, �,0.2204724252230189,10
h6_gen_sched_s0_16k,test/number_theory/737.json,1,3111,0.0003373618528712541,4.4589608698061833e-13,"?

",0.6911802887916565," ?

", �,0.0003373618533171502,1
h6_gen_sched_s0_16k,test/number_theory/737.json,2,3225,0.0003703846305143088,9.480956330350926e-14, �,0.8598747849464417,"?

"," ?

",0.0003703846306091184,2
h6_gen_sched_s0_16k,test/number_theory/737.json,3,3277,0.0004716184048447758,1.3439337296294266e-14, �,0.8527060747146606," 

", But,0.00047161840485821513,3
h6_gen_sched_s0_16k,test/number_theory/737.json,10,4180,0.04156822711229324,2.4829243478949325e-13, �,0.9460884928703308,<|im_end|>, �,0.04156822711254154,10
h6_gen_sched_s0_16k,test/intermediate_algebra/2152.json,1,8884,0.004708505235612392,2.2510858524560995e-27,2,0.6988040804862976, wait, (,0.004708505235612392,1
h6_gen_sched_s0_16k,test/intermediate_algebra/2152.json,2,8922,0.00012286337732803077,4.884371882208536e-35," 

",0.9955722093582153,"  

","  
",0.00012286337732803077,2
h6_gen_sched_s0_16k,test/intermediate_algebra/2152.json,3,8962,0.010189879685640335,2.030815318786587e-27, is,0.8094823956489563,2,1,0.010189879685640335,3
h6_gen_sched_s0_16k,test/intermediate_algebra/2152.json,10,9697,2.892141992560937e-06,8.328807999305698e-38," 

",0.9964929223060608,"  

","  
",2.892141992560937e-06,10
h6_gen_sched_s0_16k,test/prealgebra/2057.json,1,1233,0.0038832330610603094,4.979476032895835e-12, \,0.5086032152175903," 
", �,0.0038832330660397854,1
h6_gen_sched_s0_16k,test/prealgebra/2057.json,2,1456,0.19393202662467957,6.574524995597852e-13, �,0.31973984837532043, \," 
",0.193932026625337,2
h6_gen_sched_s0_16k,test/prealgebra/2057.json,3,1634,0.638464629650116,4.792002840543763e-13,<|im_end|>,0.638464629650116," 
", �,0.6384646296505951,3
h6_gen_sched_s0_16k,test/prealgebra/2057.json,10,2206,0.4316181540489197,4.920411951145343e-13, �,0.5542086958885193,<|im_end|>, �,0.43161815404941173,10
h6_gen_sched_s0_16k,test/geometry/353.json,1,2880,3.438869953242829e-06,2.279126967176786e-14," 
",0.9227770566940308, \,"  
",3.4388699760340987e-06,1
h6_gen_sched_s0_16k,test/geometry/353.json,2,3091,0.007512145675718784,1.4567489467313954e-14, �,0.9838969707489014,<|im_end|>," 

",0.007512145675733352,2
h6_gen_sched_s0_16k,test/geometry/353.json,3,3258,0.00019521170179359615,8.600296852716988e-14," 
",0.7471973896026611, \, �,0.00019521170187959913,3
h6_gen_sched_s0_16k,test/geometry/353.json,10,3989,0.5289632081985474,1.7825053499204158e-13,<|im_end|>,0.5289632081985474, �, �,0.5289632081987257,10
h6_gen_sched_s0_16k,test/algebra/2551.json,1,751,0.6741553544998169,4.754736535050874e-11,<|im_end|>,0.6741553544998169, �, dollars,0.6741553545473643,1
h6_gen_sched_s0_16k,test/algebra/2551.json,2,1043,0.04183905944228172,1.2691484148341647e-12, �,0.9522525668144226,<|im_end|>, �,0.041839059443550874,2
h6_gen_sched_s0_16k,test/algebra/2551.json,3,1219,0.002175826346501708,5.0605217715923856e-14, �,0.9946675300598145,<|im_end|>, �,0.0021758263465523134,3
h6_gen_sched_s0_16k,test/algebra/2551.json,10,1639,0.1802576780319214,3.606501490678593e-13, �,0.8078588247299194,<|im_end|>, �,0.18025767803228204,10
h6_gen_sched_s0_16k,test/prealgebra/572.json,1,582,0.5738041400909424,8.048364058543811e-11,<|im_end|>,0.5738041400909424," 
", �,0.573804140171426,1
h6_gen_sched_s0_16k,test/prealgebra/572.json,2,597,0.9664658904075623,3.0247450377718366e-11,<|im_end|>,0.9664658904075623, �, �,0.9664658904378097,2
h6_gen_sched_s0_16k,test/prealgebra/572.json,3,700,0.41699203848838806,2.113870276737595e-12, �,0.5354284048080444,<|im_end|>," 
",0.4169920384905019,3
h6_gen_sched_s0_16k,test/prealgebra/572.json,10,1186,0.7902303338050842,1.7263009598200707e-12,<|im_end|>,0.7902303338050842, �," 

",0.7902303338068105,10
h6_gen_sched_s0_16k,test/prealgebra/307.json,1,422,0.8580333590507507,6.893270242808169e-12,<|im_end|>,0.8580333590507507, �, �,0.858033359057644,1
h6_gen_sched_s0_16k,test/prealgebra/307.json,2,597,0.22032399475574493,5.153623296345888e-13, �,0.7690062522888184,<|im_end|>, �,0.2203239947562603,2
h6_gen_sched_s0_16k,test/prealgebra/307.json,3,675,0.2878764867782593,1.7810508927060265e-12, �,0.6905797719955444,<|im_end|>," 

",0.28787648678004035,3
h6_gen_sched_s0_16k,test/prealgebra/307.json,10,1236,0.2601872682571411,6.896419741699022e-13, �,0.7072622179985046,<|im_end|>, is,0.26018726825783073,10
h6_gen_sched_s0_16k,test/algebra/1578.json,1,1312,5.714049393645837e-07,4.0083008526897723e-14, years,0.999832272529602,years,1,5.714049794475922e-07,1
h6_gen_sched_s0_16k,test/algebra/1578.json,2,1324,0.9922013282775879,5.119756008031828e-11,<|im_end|>,0.9922013282775879, �,✅,0.9922013283287855,2
h6_gen_sched_s0_16k,test/algebra/1578.json,3,1585,0.08462420105934143,2.0346307104401884e-12, �,0.9097959399223328,<|im_end|>, �,0.08462420106137607,3
h6_gen_sched_s0_16k,test/algebra/1578.json,10,4935,0.13594628870487213,6.897828108806727e-20, �,0.7823169827461243,<|im_end|>, �,0.13594628870487213,10
