path	bytes	md5
logs/w2/evalw/evalw_w2_gpu4.log.gz	92213	408f37764d376cace971163b59ddbb5e
logs/w2/evalw/evalw_w2_gpu5.log.gz	33095	83e0164d67d346540c83c3da06b5f325
logs/w2/evalw/evalw_w2_gpu6.log.gz	69173	0d643434d0a38ca0d7fd033c782780bc
logs/w2/evalw/evalw_w2_gpu7.log.gz	52511	4ea82f608649cfd0a1f41a41bfc76f61
logs/w2/export_train_w2.log.gz	325	c8004c121941800cc8e69203269ef591
logs/w2/gpu_guard.log.gz	4671	db3d93e5e3946c680756b3b470cb6dfc
logs/w2/holder_guard.log.gz	154	f79e42971788e8459c1e6185bd5dc81c
logs/w2/lane_handoff.log.gz	37	3a527d164e24dc6746ae12bd41efd458
logs/w2/lanes/lane0_20260919_072939.log.gz	19836	f41ccae230af3e0c27f2a26d2c521033
logs/w2/lanes/lane1_20260919_072939.log.gz	22107	393d8cbc025c2b461c2e000b4dc0d937
logs/w2/lanes/lane2_20260919_072939.log.gz	19409	d9e97b0d2e85570c47e32660ba7e48f1
logs/w2/lanes/retrain_lane_node_w2.log.gz	946	3560a6af629c7525937ac8e793e8e88f
logs/w2/node_eval.log.gz	1382	4951505caa78bac4031292e6af745dfa
logs/w2/node_run.log.gz	195	6e4b0b2e5f0218ab513ab6f76fd79955
logs/w2/replan_w2.log.gz	450	da041406a4dc0331d7bd0886ee12ddc2
logs/w2/train_launch.log.gz	387	b6383f945c726fe2e3c486ec5be6504d
logs/w2/traj_sample.log.gz	562	52466edf2b091642b0715e7cda87dbb8
logs/w3/disk_guard.log.gz	2490	5651f0c075494927c26ca7b17a0fd042
logs/w3/evalq/evalq_exp_refill.log.gz	3704	c3d1ba082ef42d6ea8819b8caaa5980f
logs/w3/evalw/evalw_w3_foreign_gpu0.log.gz	2222	c4fb94b1216db61911d9537f113b709a
logs/w3/evalw/evalw_w3_foreign_gpu1.log.gz	28950	9dc599f5ef10bd5ca6e47c86f354a9e9
logs/w3/evalw/evalw_w3_foreign_gpu2.log.gz	26433	a5006ab19028b43c8c2f49b59cfe01f6
logs/w3/evalw/evalw_w3_foreign_gpu3.log.gz	2359	013472878daad48dabe3f2191dec120c
logs/w3/evalw/evalw_w3_foreign_gpu4.log.gz	2648	540f4bfc7650671337dde349263c921c
logs/w3/evalw/evalw_w3_foreign_gpu5.log.gz	39660	47ed128c267b60e2a956393171355b0c
logs/w3/evalw/evalw_w3_foreign_gpu6.log.gz	2662	8baa259235b821c9d88d569a17070e7c
logs/w3/evalw/evalw_w3_foreign_gpu7.log.gz	27220	58cf0ba4f1e26300532ce8e58f14405a
logs/w3/evalw/evalw_w3_gpu0.log.gz	89935	de19b5074bdb6704807920d4f9eedffd
logs/w3/evalw/evalw_w3_gpu1.log.gz	66316	c43c8586199fc92deb927ebc4263f1fe
logs/w3/evalw/evalw_w3_gpu2.log.gz	25585	afea7694de4cb2e304f119f44e300545
logs/w3/evalw/evalw_w3_gpu3.log.gz	63835	4124525d79fbcde38163ac48f5603e4b
logs/w3/evalw/evalw_w3_gpu4.log.gz	139902	5163aa6745893b7fd313371c095e1cb3
logs/w3/evalw/evalw_w3_gpu5.log.gz	71839	ea28a02b4eaee8d185a79a5593f2d660
logs/w3/evalw/evalw_w3_gpu6.log.gz	109999	b93507c76b7b5ec6f3d1027f1ef5b1f9
logs/w3/evalw/evalw_w3_gpu7.log.gz	97745	4e8975641b92aba2865617d0ef6a96a9
logs/w3/export_train_w3.log.gz	320	cb4668150bee06b30137674dbd6fc168
logs/w3/gpu_guard.log.gz	5204	c1a986299f9c0e6615433586f4607a0d
logs/w3/holder_guard.log.gz	147	26ec3ee4af109b25247944d9f2136496
logs/w3/lane_handoff.log.gz	139	56f3f9beddf3137f25eea7399880c818
logs/w3/lanes/lane0_20260919_073000.log.gz	91337	84b591566476ac89bb5a776bf9ca28d2
logs/w3/lanes/lane1_20260919_073000.log.gz	91277	605fa23deb1900b9ed2d104ea7ba4c3c
logs/w3/lanes/retrain_lane_node_w3.log.gz	944	b52724a0ca55b05b286fffa19cff4757
logs/w3/node_eval.log.gz	1487	d9a43433aff360bae8e263f69449a699
logs/w3/node_run.log.gz	196	a13931299fd2c8e4e26f0ab48e43e406
logs/w3/train_launch.log.gz	358	db7d1dc59e3def9f9f1bada61225ff4f
logs/w3/traj_sample.log.gz	633	2b9d40714ebb9427ad6c5ae6d7e3ae77
logs/w3/wandb_live_ids.txt.gz	39	57d041f9d5b41f8f57a1293fd78c9e09
logs/w3/wandb_live.log.gz	253	6ef5181b817e49a1e5a21ae6b1206e23
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0025.json	388	a83782ccf2d854fd42b7f5f5950e48db
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0025.parquet	728923	c1ee44b8fd844daa820d560b0b715c17
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0050.json	388	5567fd96aea971e443306ec6b62d0812
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0050.parquet	1051283	d39faef2e4afb19ac8dbb29962af8290
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0075.json	388	8def82cd7732e22b01f704900224ad08
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0075.parquet	1153678	da13c14c0fe8e3e681fc898c9f7d626b
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0100.json	388	b89858e34ec5a57bb800bd06b5bc6507
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0100.parquet	1000709	50fa0cbc69788a2766ef12dd032e0ce1
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0125.json	385	2e77945d9adbc0d2d496df87466a46ba
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0125.parquet	966372	f14aac27cfb69b98581f91146a1dfa1d
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0150.json	388	0e0efd2ab3161922455718f71b0a4013
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0150.parquet	943973	544671e451ff4838f143a25040d1b2fc
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0175.json	387	1260e89c7a5b6feb580fb6674ce46778
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0175.parquet	961197	4c01903d9137602576c19fbd73d3f79e
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0200.json	386	ddaea532f951be7c4e87e61f2bc77299
traj_samples/a1_gkd_mix0.5_n0_s0/stage_0200.parquet	938789	aa87165be24a57f229818980fb028b19
traj_samples/a3_offpolicy_n0_s0/stage_0025.json	387	84f8ef5de916e336b9d34fd4c96a6be1
traj_samples/a3_offpolicy_n0_s0/stage_0025.parquet	803434	ce2f7ba7f27a753a270a06337872b9c0
traj_samples/a3_offpolicy_n0_s0/stage_0050.json	386	f7d23c77d95c666ffcaa9f6ebd13d976
traj_samples/a3_offpolicy_n0_s0/stage_0050.parquet	815394	050b4ad62114714da3ca000036598075
traj_samples/a3_offpolicy_n0_s0/stage_0075.json	385	b0b38c5b8b9d03d2de1ec6b492efff28
traj_samples/a3_offpolicy_n0_s0/stage_0075.parquet	826485	f6d61e023db077994e677e5815e4007c
traj_samples/a3_offpolicy_n0_s0/stage_0100.json	389	626ccfc58b5299a2480e6306ed1b6a97
traj_samples/a3_offpolicy_n0_s0/stage_0100.parquet	862327	933f26cfef8ecd93a6853c2a252ef953
traj_samples/a3_offpolicy_n0_s0/stage_0125.json	389	ebe74910e1c76a31f8367d247cc1d4cf
traj_samples/a3_offpolicy_n0_s0/stage_0125.parquet	839158	6dc26f58f02e6ccd22e0ae6c48891ad4
traj_samples/a3_offpolicy_n0_s0/stage_0150.json	389	abd627fedc5f5fa3a14ea00bac077a32
traj_samples/a3_offpolicy_n0_s0/stage_0150.parquet	726347	718f5b75f96b6e5f7a7f834ec5cabc19
traj_samples/a3_offpolicy_n0_s0/stage_0175.json	389	e42e5069b460dec14330c4dcdeebe392
traj_samples/a3_offpolicy_n0_s0/stage_0175.parquet	866835	f924dcc1941d3a4034f4855431c8830c
traj_samples/a3_offpolicy_n0_s0/stage_0200.json	387	d2bda8e7a423a508ca6aca4d0cc44465
traj_samples/a3_offpolicy_n0_s0/stage_0200.parquet	818793	82feba65943a751970c6e69e918f6216
traj_samples/a4_dagger_anneal_n0_s0/stage_0025.json	391	33c1943b57cfa903ae65ec36eb45d7ef
traj_samples/a4_dagger_anneal_n0_s0/stage_0025.parquet	776452	e8efb4691c96e163da350f7b8ac5851e
traj_samples/a4_dagger_anneal_n0_s0/stage_0050.json	391	a6e43d90e2f2a3c730b3733e505d338f
traj_samples/a4_dagger_anneal_n0_s0/stage_0050.parquet	830944	3ac63c61860c72947df5d82712830884
traj_samples/a4_dagger_anneal_n0_s0/stage_0075.json	392	4a85fb83f8cc1c82181420b56e2563c6
traj_samples/a4_dagger_anneal_n0_s0/stage_0075.parquet	1181500	844a2fe4ecd399152cbe0a96e0f6aec8
traj_samples/a4_dagger_anneal_n0_s0/stage_0100.json	389	8acac673b878ac176e43d4e457d30d9b
traj_samples/a4_dagger_anneal_n0_s0/stage_0100.parquet	988231	6b81dc314ae7709d8fd6cc946fb0bbc5
traj_samples/a4_dagger_anneal_n0_s0/stage_0125.json	390	1fcd423c614de57d77305cc5b29b02d3
traj_samples/a4_dagger_anneal_n0_s0/stage_0125.parquet	981618	ed87fa09eac969cc34d8fb63e6580a07
traj_samples/a4_dagger_anneal_n0_s0/stage_0150.json	394	2b7e7860118ba547c679306c6d8bdce1
traj_samples/a4_dagger_anneal_n0_s0/stage_0150.parquet	1005495	a786fb967c8037af24bc88afac0fbc1c
traj_samples/a4_dagger_anneal_n0_s0/stage_0175.json	393	e598c847c15aab5a98d7dd16ce42b563
traj_samples/a4_dagger_anneal_n0_s0/stage_0175.parquet	1054550	1c7a897ba9b5f7576078c0cc13fbe184
traj_samples/a4_dagger_anneal_n0_s0/stage_0200.json	391	02ab74b57aad043efdc6927d8fa93058
traj_samples/a4_dagger_anneal_n0_s0/stage_0200.parquet	974913	8abb4ef27826c316276f897136ebb123
traj_samples/a5_aggrevate_n0_s0/stage_0025.json	381	f86eb673c4aa0135d699fadf7eedc1bb
traj_samples/a5_aggrevate_n0_s0/stage_0025.parquet	529487	36c59f79322f207ac4b5b266204143cf
traj_samples/a5_aggrevate_n0_s0/stage_0050.json	386	3fd800e7c4ab8e38e14a72350cd9cbcb
traj_samples/a5_aggrevate_n0_s0/stage_0050.parquet	721218	fa85363397cacc13acd9897accae2fd3
traj_samples/a5_aggrevate_n0_s0/stage_0075.json	387	eb1d2d7609f5820fd194ca596c5d85ba
traj_samples/a5_aggrevate_n0_s0/stage_0075.parquet	1050912	654a1451683312969913498ca01bb944
traj_samples/a5_aggrevate_n0_s0/stage_0100.json	387	f4f6fa013298fccb4c92d406ccfc6bd8
traj_samples/a5_aggrevate_n0_s0/stage_0100.parquet	1059470	edf6bcf702743120dc8d655dc6a248a2
traj_samples/a5_aggrevate_n0_s0/stage_0125.json	388	ee2bb843c6ba44178d2df8aae1561b45
traj_samples/a5_aggrevate_n0_s0/stage_0125.parquet	1125732	f75e77db74084edf993761436cd325c5
traj_samples/a5_aggrevate_n0_s0/stage_0150.json	386	7d652e7c9f429a32603411452bbc93d5
traj_samples/a5_aggrevate_n0_s0/stage_0150.parquet	1053351	12c35ae42ada95c6e4ec58f135c8aa82
traj_samples/a5_aggrevate_n0_s0/stage_0175.json	391	3dab578cd55992a92388102fa4332cc7
traj_samples/a5_aggrevate_n0_s0/stage_0175.parquet	1124723	ebe2bbd839bf242a3301d9121a81a9d4
traj_samples/a5_aggrevate_n0_s0/stage_0200.json	390	26d07090d73066e8ca15ab0fd865ca19
traj_samples/a5_aggrevate_n0_s0/stage_0200.parquet	1089301	3cac101fae2163042bd9cb04daea4166
traj_samples/b1_skew_kl_corr_s0/stage_0025.json	386	f84a958162328b59fdb02b9e98407bbc
traj_samples/b1_skew_kl_corr_s0/stage_0025.parquet	246880	9e86953704b17976703f7580fc9f08af
traj_samples/b1_skew_kl_corr_s0/stage_0050.json	384	76b612a23cf882aab6d07c016b44234e
traj_samples/b1_skew_kl_corr_s0/stage_0050.parquet	968126	8b86fecc61b24be411c25511a4baae66
traj_samples/b1_skew_kl_corr_s0/stage_0075.json	386	58326ba493c4fd504dab407b46d00b64
traj_samples/b1_skew_kl_corr_s0/stage_0075.parquet	1040804	96b2960c1f22521e08cec5259d0ec155
traj_samples/b1_skew_kl_corr_s0/stage_0100.json	389	74ddc76632c042b0101276f94e33e61d
traj_samples/b1_skew_kl_corr_s0/stage_0100.parquet	1009608	12bdbf84777cc9bcc9a02c1cbfc7e52c
traj_samples/b1_skew_kl_corr_s0/stage_0125.json	390	cbfd7b457e22d4141a600ec330aa8c7b
traj_samples/b1_skew_kl_corr_s0/stage_0125.parquet	1038141	9458782fb2e88e775810ef5fca4f2a45
traj_samples/b1_skew_kl_corr_s0/stage_0150.json	389	8359562c777686d0533f6ea9a13fcc5c
traj_samples/b1_skew_kl_corr_s0/stage_0150.parquet	1022561	cfc76111fa314a70d77566f30ef49a97
traj_samples/b1_skew_kl_corr_s0/stage_0175.json	389	77d74b819733341c16ac23c15a48982c
traj_samples/b1_skew_kl_corr_s0/stage_0175.parquet	1032615	281de820d07e94415601e94404eeb9dd
traj_samples/b1_skew_kl_corr_s0/stage_0200.json	385	64a6c590f577c8f8493df442bba6eb67
traj_samples/b1_skew_kl_corr_s0/stage_0200.parquet	989980	ea4194f2b4dc8cc48ecc7aa1212596c5
traj_samples/b2_forward_kl_corr_s0/stage_0025.json	388	96fa2e1939b408cec6629b105e80816e
traj_samples/b2_forward_kl_corr_s0/stage_0025.parquet	243463	840ba79e9d455b0078f5b3c0fdc996ec
traj_samples/b2_forward_kl_corr_s0/stage_0050.json	390	9e5f26b8f04da918e43d46eec80c98f0
traj_samples/b2_forward_kl_corr_s0/stage_0050.parquet	1296083	890fce5e0c458e5a76a102c5baa985f8
traj_samples/b2_forward_kl_corr_s0/stage_0075.json	391	5d4b06ea438535c0c53c9970f7b3f0e5
traj_samples/b2_forward_kl_corr_s0/stage_0075.parquet	1455174	bacd6a8a67697d37c1dc4f479aba1f06
traj_samples/b2_forward_kl_corr_s0/stage_0100.json	393	2ed72548ef775b689c6547def1631e40
traj_samples/b2_forward_kl_corr_s0/stage_0100.parquet	1442209	fe96b3249f0c7da431943efd5c81e2bb
traj_samples/b2_forward_kl_corr_s0/stage_0125.json	392	669fdc8de1aa8d1b105365a9e57b94ce
traj_samples/b2_forward_kl_corr_s0/stage_0125.parquet	1455843	eb657dfde3b3f46c6829c3a696c52e14
traj_samples/b2_forward_kl_corr_s0/stage_0150.json	392	ea3a82e90d8dbdeb2f4438fbc29b18b9
traj_samples/b2_forward_kl_corr_s0/stage_0150.parquet	1510863	15eaaf8ca883a8ad59a6d50771b40abe
traj_samples/b2_forward_kl_corr_s0/stage_0175.json	393	0f68e91a507afddc0659c73209da66f3
traj_samples/b2_forward_kl_corr_s0/stage_0175.parquet	1563004	a450108b7591fab20791e492d610fcf6
traj_samples/b2_forward_kl_corr_s0/stage_0200.json	391	e06a2d6a63e02d6c1e2a7c6ac8088f3b
traj_samples/b2_forward_kl_corr_s0/stage_0200.parquet	1512164	004a6a31acb164a57ffaae288d7c4c60
traj_samples/c2_qb_fixed8_corr_s0/stage_0025.json	387	20cafa692a6b424ddca6748183851957
traj_samples/c2_qb_fixed8_corr_s0/stage_0025.parquet	396916	cffd6ab92189dd5e802897fc6c271d48
traj_samples/c2_qb_fixed8_corr_s0/stage_0050.json	390	7daa1be4a894e2cf66edc10d2c540cf2
traj_samples/c2_qb_fixed8_corr_s0/stage_0050.parquet	1386303	f539c724ec750b53d0ce728d2d7801b7
traj_samples/c2_qb_fixed8_corr_s0/stage_0075.json	388	4150a8bb8995a29bda47c482725573a0
traj_samples/c2_qb_fixed8_corr_s0/stage_0075.parquet	1806151	0c967491c17cec420529b185cb01fe3e
traj_samples/c2_qb_fixed8_corr_s0/stage_0100.json	391	276d2e4b872f4ad85f68f86ce2f82c5d
traj_samples/c2_qb_fixed8_corr_s0/stage_0100.parquet	1757917	66f3468d40568e6556ae22c53f7d6204
traj_samples/c2_qb_fixed8_corr_s0/stage_0125.json	391	8bf7152685c13a28af97887316e26131
traj_samples/c2_qb_fixed8_corr_s0/stage_0125.parquet	5659136	1119f241b8630eff65780c0e6edfbac1
traj_samples/c2_qb_fixed8_corr_s0/stage_0150.json	386	f76abb0ebd6c453dbd7e20d5b1b15efe
traj_samples/c2_qb_fixed8_corr_s0/stage_0150.parquet	6189080	d3296d47bfd33efaefa5b714ec21f786
traj_samples/c2_qb_fixed8_corr_s0/stage_0175.json	391	864b1e3df810f83b9c10e1369d29f497
traj_samples/c2_qb_fixed8_corr_s0/stage_0175.parquet	5440045	8411c7c8a2c7d60f27086013f0ed1632
traj_samples/c2_qb_fixed8_corr_s0/stage_0200.json	393	67181545c8f1571180113f8227f09952
traj_samples/c2_qb_fixed8_corr_s0/stage_0200.parquet	5026684	f39e4b39aaafebf30f43002ca55d8b57
traj_samples/c2_qb_perseq_corr_s0/stage_0025.json	385	9cd7f0de13b650b658718261d6b815cc
traj_samples/c2_qb_perseq_corr_s0/stage_0025.parquet	389541	02640bf5bb4de0a8807ebb8b0bb7c291
traj_samples/c2_qb_perseq_corr_s0/stage_0050.json	387	6101980d56107083ca6f88b872fc1499
traj_samples/c2_qb_perseq_corr_s0/stage_0050.parquet	828436	b83245fc02bda90a708dfca52cee0451
traj_samples/c2_qb_perseq_corr_s0/stage_0075.json	385	59249bb9c8e612787455ff1acb854ea3
traj_samples/c2_qb_perseq_corr_s0/stage_0075.parquet	947370	307450211e2fc9fd289ea5d1b4595240
traj_samples/c2_qb_perseq_corr_s0/stage_0100.json	391	15f1fae50fef9d86a5524a3f11c5625f
traj_samples/c2_qb_perseq_corr_s0/stage_0100.parquet	961853	235be821b3a28271586e112c7e28fefb
traj_samples/c2_qb_perseq_corr_s0/stage_0125.json	390	fc7b8196a997edaec0feaa3016d9ca86
traj_samples/c2_qb_perseq_corr_s0/stage_0125.parquet	970642	fe0f79be60ee63f457b9344f34454e84
traj_samples/c2_qb_perseq_corr_s0/stage_0150.json	389	efb764eebcfb7fdc34944f696647bcaa
traj_samples/c2_qb_perseq_corr_s0/stage_0150.parquet	1028602	41b44cc0d8b42ba6c9eda0e943213fde
traj_samples/c2_qb_perseq_corr_s0/stage_0175.json	389	d70114ce329aff0585391f3220bfe506
traj_samples/c2_qb_perseq_corr_s0/stage_0175.parquet	1051307	fa982b843cc891687f70b34c9909dc9d
traj_samples/c2_qb_perseq_corr_s0/stage_0200.json	391	d52cab899ae7580a57fdb6e5cec47c3f
traj_samples/c2_qb_perseq_corr_s0/stage_0200.parquet	1022092	6f684d591f8846103e2aaaf92c2bb884
traj_samples/c3_intersection_corr_s0/stage_0025.json	393	2b097ed872f2dd441996df0b21f38c0d
traj_samples/c3_intersection_corr_s0/stage_0025.parquet	1208036	a3646dc00d451f32622192e60b5a5f68
