step	actor/distillation/abs_loss	actor/distillation/c4_budget	actor/distillation/c4_eps_missed	actor/distillation/c4_freeze_frac	actor/distillation/c4_hq_freeze	actor/distillation/c4_pi_tail	actor/distillation/c4_rep_freeze	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
30	0.33924594447016715	8.811828339099884	0.2191218945197761	0.2701844179304317	0.00023106149019440635	0.09978839438408613	0.26995335549581795	0.7881992526352406	1.181998854316771	0.5540635332465171	0.3417754075489938	0.33924594447016715	0.8373020023107529	0.6068514049053192	0.1558047122322023	0.44522696956992147	22.9758243560791	-4.7152695969998604e-08	0.0	0.0	0.009107837453484535	0.0	0.047412078455090524	0.21788716167211533	1.763544123992324	4.163408201932907	8.545431458950043	0.5300257161259652	0.9044899195432663	0.9188961535692215	-0.02291614720597863	0.11250249863369391	0.0918392637046054	0.1386461398098618	0.43916012197732923	0.9081607460975647	0.9423900425434113	1.2350279092788696	2.226346969604492	0.34177541732788086	1e-06	246.0441131591797	57.251779556274414	64.39453125	0.9999990463256836	0.012668989598751068	0.0	0.9999990463256836	0.012668989598751068	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	299443	299443	299443	299443.0	299443	0	2	2.0	2	0.21423285166173678	0.31649695151462487	1263.5066024529665	118.49680857174098	299443	0.0	889.0	127.4296875	53.0	0.0	0.015625	16384.0	2211.96875	2.0	0.015625	16384.0	2211.96875	2.0	0.006466865539550781	0.0014957189559936523	0.0007803805056028068	0.0008145208121277392	0.002032611519098282	0.00125727872364223	0.03585052490234375	-0.01812744140625	1.0012662410736084	1.6283836364746094	36.36614990234375	1.6296406984329224	36.41994857788086	0.00021185899587539573	0.3101359920394458	0.07354926950678324	0.06343969330191612	0.013883896172046661	0.006254100662772544	0.004448132589459419	84.2092414777726	12.078590027682367	0.07614117115736008	-1	-1.0	-1	0.011500516906380653	84.2092414777726	-1	177	16384	0.0	0.0	0.0	0.0	87.80942369811237	5.711462875828147	3.316253423690796e-05		8.026137948036194e-05	118.49680857174098	5.3880736231803894e-05		22.023813908919692	2.365065846592188	0	30	0.9996706247329712	0.3083484172821045	0.002889784052968025	0.009296976961195469	1					
31	0.29628504359775604	5.20236674061528	0.10573693459715557	0.4060871684578834	0.0001453869015137941	0.051392468330622824	0.40594178051860247	0.402912767328046	0.5815420016749866	0.354366443430384	0.2975236013298854	0.29628504359775604	0.8214809866967024	0.5991799213268139	0.18577263670266364	0.4654821444268304	19.43346405029297	-4.997598423983618e-08	0.0	0.0	0.0	0.0	0.02619038563635614	0.22171063445232533	1.553494014121868	3.949960143477828	7.824826893983064	0.4850192566712697	0.9562561092553316	0.9626501975236116	-0.02285604886236359	0.053730611176299	0.04215313443327667	0.06992855872764873	0.41227044220323916	0.957846857883312	0.9798026040748313	0.5814806818962097	1.8467514514923096	0.2975236177444458	1e-06	248.50799942016602	57.251779556274414	64.39453125	0.9999990463256836	0.01460341177880764	0.0	0.9999990463256836	0.01460341177880764	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	413923	413923	413923	413923.0	413923	0	2	2.0	2	0.22292735687423712	0.32550043008178436	1186.3326739413935	174.45485953986645	413923	0.0	991.0	127.6953125	46.0	0.0	0.046875	16384.0	3106.078125	3.0	0.046875	16384.0	3106.078125	3.0	1.7476246356964111	0.001018524169921875	0.0005578671116381884	0.0006077276193536818	0.0025883412454277277	0.0008230512030422688	0.03376293182373047	-0.0341641902923584	1.0008426904678345	1.3243682384490967	12.981002807617188	1.3251913785934448	12.931278228759766	0.0001456579524738877	0.3326658521699607	0.07451442677858873	0.06029117666184902	0.020652858540415764	0.006844665884273127	0.0045375339686870575	124.1386912278831	21.275060238869628	0.25440538860857487	-1	-1.0	-1	0.010471994057297707	124.1386912278831	-1	83	16384	0.0	0.0	0.0	0.0	132.26062417402864	8.194558657705784	3.2279640436172485e-05		7.285177707672119e-05	174.45485953986645	5.659833550453186e-05		30.843235075473785	2.546216120943427	0	31	0.9995479583740234	0.35382401943206787	0.0025084668304771185	0.008915916085243225	1					
32	0.3394193261347968	5.709338188171387	0.11627236567437649	0.39078777460060243	0.0001530169969994639	0.060029817712974956	0.3906347621232271	0.4588547256486169	0.6583616743827688	0.416671195163809	0.3374722918961197	0.3394193261347968	0.7847014542283683	0.6023636429474272	0.22068747171955505	0.49692082662006903	27.491357803344727	-3.82448774871591e-08	0.0	0.0	0.006543585966373312	0.0	0.026030534300310857	0.2715037737427087	1.7926966085516174	4.278536796569824	8.340429980179358	0.511517942979418	0.9519089275392992	0.959587744597731	-0.02658088527748297	0.05952365538265941	0.04631086837114959	0.07816520932226859	0.4281312268355797	0.9536891271328104	0.9779575631536287	0.6649776101112366	2.111027240753174	0.3374722898006439	1e-06	247.84728240966797	57.251779556274414	64.39453125	0.9999990463256836	0.04990823566913605	0.0	0.9999990463256836	0.04990823566913605	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	451813	451813	451813	451813.0	451813	0	2	2.0	2	0.2171018360619826	0.3285663570358109	1237.0165624341903	182.62204958312213	451813	0.0	266.0	118.53125	47.0	0.0	0.0546875	16384.0	3411.2578125	2.0	0.0546875	16384.0	3411.2578125	2.0	0.9511834383010864	0.0014286041259765625	0.0006639067432843149	0.0006179905030876398	0.003131912089884281	0.002149497391656041	0.054398536682128906	-0.038437843322753906	1.0021874904632568	1.395277500152588	87.26614379882812	1.397426962852478	88.60419464111328	0.00016439005088124162	0.31303637521919786	0.07578064618898439	0.07427356205880642	0.01925552822649479	0.00682664685882628	0.0043980833142995834	128.185590473935	24.406177709344774	0.06088840402662754	-1	-1.0	-1	0.011211927980184555	128.185590473935	-1	161	16384	0.0	0.0	0.0	0.0	136.68451591208577	8.579360779374838	4.482269287109375e-05		6.73048198223114e-05	182.62204958312213	7.460080087184906e-05		34.238681096583605	2.402641350403428	0	32	0.9993971586227417	0.28458893299102783	0.0030537534039467573	0.009813046082854271	1					
33	0.2990219483152032	4.878918761014939	0.09401700547896326	0.3952027824878314	0.00010653997906047152	0.04862284397240728	0.3950962441507727	0.3672423998825252	0.5284332007169723	0.35775001663714645	0.30007846478838474	0.2990219483152032	0.860029635578394	0.6272158868610859	0.1960948661901057	0.48285520300269125	19.415979385375977	-4.500635597537439e-08	0.0	0.0	0.00436469204723835	0.0	0.017170892446301877	0.1312960946932435	1.7385593610815704	4.285016775131226	8.416031396389007	0.5031785324215889	0.9629721537232399	0.9676468461751938	-0.023963372339494526	0.04645053443382494	0.03562187084462494	0.062097908835858105	0.4322096012532711	0.9643781423568726	0.9831424728035927	0.5265941619873047	1.7034447193145752	0.30007845163345337	1e-06	243.64228439331055	57.251779556274414	64.48828125	0.9999990463256836	0.013247792609035969	0.0	0.9999990463256836	0.013247792609035969	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	631017	631017	631017	631017.0	631017	0	2	2.0	2	0.21604285868998843	0.3325569022415767	1253.8007917460009	251.64164999499917	631017	0.0	821.0	132.4453125	46.0	0.0	0.09375	16384.0	4797.375	15.0	0.09375	16384.0	4797.375	15.0	11.445975303649902	0.0010262727737426758	0.000580845691729337	0.0006517267902381718	0.0013416532892733812	0.0010318208951503038	0.01941537857055664	-0.0029605329036712646	1.0010344982147217	1.076436996459961	8.612462997436523	1.077468752861023	8.64033317565918	0.00012458910731504163	0.30387018667045024	0.07832961902259097	0.07861784473061562	0.019733211025595665	0.007644306795555167	0.0047014933079481125	169.24259883724153	45.04436225516838	0.2388925477862358	-1	-1.0	-1	0.016202151775360107	169.2395881600678	-1	86	16384	0.0	0.0	0.0	0.0	186.59574230760336	12.210736161097884	4.456937313079834e-05		7.557496428489685e-05	251.64164999499917	7.41817057132721e-05		49.42732120677829	2.6161925364285707	0	33	0.9994933009147644	0.27067941427230835	0.002789862221106887	0.009500163607299328	1					
34	0.31533069001591724	4.791583517323369	0.08774539033639366	0.40445111623114866	7.311292100221972e-05	0.04888750754458749	0.40437800250947475	0.36377486910509027	0.5179058977443239	0.3686025975191075	0.31643555080518126	0.31533069001591724	0.8339017286248829	0.680701897520086	0.21794273359852884	0.5337383274150931	26.851051330566406	-4.618747340146001e-08	0.0	0.0	0.0	0.0	0.010140551011199537	0.16895658749601114	1.8557870932247327	4.252756315728893	8.117620530335799	0.5051467826832896	0.9651281963223997	0.9694629959438158	-0.025486082709191935	0.04410549948680336	0.033557784194430416	0.05995533516144623	0.42367369260476984	0.9664422182933144	0.984470195096472	0.5130254626274109	1.8228046894073486	0.3164355158805847	1e-06	252.2507438659668	57.251779556274414	64.48828125	0.9999990463256836	0.0730067789554596	0.0	0.9999990463256836	0.0730067789554596	0.0	1.0	0.1015625	0.0	1.0	0.1015625	0.0	735372	735372	735372	735372.0	735372	0	2	2.0	2	0.22467369021754569	0.33796346731468074	1245.0539793308253	295.3173164408654	735372	0.0	755.0	139.2421875	45.0	0.0	0.1171875	16384.0	5605.8515625	188.0	0.1171875	16384.0	5605.8515625	188.0	173.5397186279297	0.0012812614440917969	0.0006185622769407928	0.0005997359403409064	0.0011913615744560957	0.0007651427877135575	0.005890607833862305	-0.005031585693359375	1.0007665157318115	1.1503021717071533	9.427482604980469	1.1510672569274902	9.431818962097168	8.52902861248293e-05	0.31014788632725493	0.07556981435621639	0.06272008828818798	0.022314688190817833	0.007772455588565208	0.004571892321109772	212.36815823800862	62.01556096271088	0.9534647241234779	-1	-1.0	-1	0.010863829404115677	212.36815823800862	-1	133	16384	0.0	0.0	0.0	0.0	222.54630568623543	13.925671337172389	3.816001117229462e-05		6.979703903198242e-05	295.3173164408654	5.4251402616500854e-05		55.57192552275956	2.5546746756881475	0	34	0.9994077682495117	0.19507980346679688	0.003038790775462985	0.009899498894810677	1					
35	0.306395971677765	3.860198042222432	0.056286388517556976	0.4359275210715298	5.321038991366679e-05	0.035719646007886956	0.43587430882533745	0.2670121674558946	0.3692518809943327	0.32506219883050236	0.30653778370833606	0.306395971677765	0.8494650301124368	0.6325819458413336	0.23091716776460608	0.515236033392804	24.602487564086914	-9.043887416737562e-08	0.0	0.0	0.0	0.0	0.0034858936643494026	0.15203504014893301	1.8365729610834802	4.146445678813117	7.803126095661095	0.5024166735155242	0.9797178858092853	0.9798825255462101	-0.02445327221981383	0.028035302002016187	0.019588470839413015	0.04197538846762784	0.4194185238863741	0.9804115380559649	0.9923454235707011	0.3665432929992676	1.899841070175171	0.30653777718544006	1e-06	245.36137771606445	57.251779556274414	64.48828125	0.9999990463256836	0.026307247579097748	0.0	0.9999990463256836	0.026307247579097748	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	898521	898521	898521	898521.0	898521	0	2	2.0	2	0.22764954503589793	0.3390838044670574	1178.9230670820252	381.07702914997935	898521	0.0	975.0	142.734375	49.0	0.0	0.171875	16384.0	6876.9609375	15.0	0.171875	16384.0	6876.9609375	15.0	-0.061881840229034424	0.0010529756546020508	0.0006021850858815014	0.0006793737993575633	0.0011346519459038973	0.0010144517291337252	0.011476993560791016	-0.004412829875946045	1.0010162591934204	0.8121375441551208	6.730199813842773	0.8131519556045532	6.757526874542236	6.800661781620653e-05	0.3317927667845507	0.0762590319822559	0.06110537424683571	0.035548776388168335	0.00862345528730657	0.005076531320810318	288.68863213062286	93.67675902436895	0.22660333663225174	-1	-1.0	-1	0.010679222643375397	288.68863213062286	-1	162	16384	0.0	0.0	0.0	0.0	292.06091475486755	17.42080415599048	3.225170075893402e-05		6.492249667644501e-05	381.07702914997935	5.908682942390442e-05		68.52034167572856	2.3612799011170864	0	35	0.9991891980171204	0.3305588960647583	0.0031128092668950558	0.010107374750077724	1					
36	0.25125199630856515	3.8396365438188824	0.06345519062264689	0.522253819288952	3.978813911089674e-05	0.03734036386013031	0.5222140314855745	0.27613530276077136	0.3850251916263785	0.2996351616723197	0.25226417765952647	0.25125199630856515	0.8216815782444817	0.6229630078588213	0.18006370025686919	0.5172286820198808	27.76496696472168	-3.82448774871591e-08	0.0	0.0	0.0026161270482199534	0.0	0.007918031300817217	0.10617101825773716	1.4981798178383283	3.8140139750071933	7.55785482270377	0.4913933460201536	0.9757812474455152	0.9787697323731014	-0.020904710616118143	0.031401604882973645	0.023312449054459908	0.04387106610062931	0.4126612505742482	0.9766875513962336	0.9901540415627615	0.38630759716033936	1.4938530921936035	0.25226420164108276	1e-06	254.66275787353516	57.251779556274414	64.48828125	0.9999990463256836	0.03375323861837387	0.0	0.9999990463256836	0.03375323861837387	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	1111492	1111492	1111492	1111492.0	1111492	0	2	2.0	2	0.22849310866854863	0.3412861870215322	1155.2967284817978	481.0417845901102	1111492	0.0	454.0	128.109375	42.0	0.0	0.265625	16384.0	8555.421875	202.0	0.265625	16384.0	8555.421875	202.0	-0.30756229162216187	0.0010474920272827148	0.0005191960372030735	0.0005178743740543723	0.0008469922468066216	0.0007203107234090567	0.004972338676452637	-0.0024126097559928894	1.0007210969924927	0.7408755421638489	4.767449855804443	0.7415958642959595	4.774000644683838	5.876052445053077e-05	0.33861741594724193	0.07714556191048776	0.06531185284256935	0.03686831519007683	0.009239434875780717	0.005049407482147217	368.19736780412495	154.93897236458724	1.0165620315819979	-1	-1.0	-1	0.010509410873055458	368.19736780412495	-1	137	16384	0.0	0.0	0.0	0.0	370.81790049932897	21.39298165589571	3.7400051951408386e-05		6.782077252864838e-05	481.0417845901102	5.574710667133331e-05		85.74667489901185	2.3282434567809105	0	36	0.9992623329162598	0.5590056777000427	0.00258846627548337	0.009283174760639668	1					
37	0.28643338759740194	3.8679943656921387	0.06169854735334714	0.4340046919882298	2.7712482309046513e-05	0.041216436301668484	0.43397697995106377	0.2867441108326117	0.39829251194993653	0.305669002532959	0.2870174184208736	0.28643338759740194	0.8077632685502371	0.6047080731391907	0.23607738475936155	0.48249576648076375	21.968210220336914	-3.82448774871591e-08	0.0	0.0	0.002534047563870748	0.0010721137126286824	0.003997037410736084	0.11983682819331685	1.7172583923737208	4.215679737726847	8.1106396484375	0.5022845240434011	0.975680030186971	0.9780051143964131	-0.023271368381877742	0.03169134927603106	0.023433886646913985	0.04475892505298058	0.4266888463497162	0.9765661152203878	0.9893560425440471	0.3951440155506134	1.7939809560775757	0.28701743483543396	1e-06	250.5048942565918	57.251779556274414	64.48828125	0.9999990463256836	0.02680547535419464	0.0	0.9999990463256836	0.02680547535419464	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	1211066	1211066	1211066	1211066.0	1211066	0	2	2.0	2	0.23059260937980072	0.34214768071161533	1093.4807786426652	553.7664784118533	1211066	0.0	775.0	126.265625	38.0	0.0	0.3359375	16384.0	9335.1875	470.0	0.3359375	16384.0	9335.1875	470.0	32.768733978271484	0.0011788606643676758	0.0005681768525391817	0.000551894772797823	0.0008655504789203405	0.0007346821948885918	0.0050067901611328125	-0.002308368682861328	1.0007354021072388	0.6759688854217529	5.155710220336914	0.6767035126686096	5.163330554962158	5.923737300951609e-05	0.3626188566691015	0.07752177635546625	0.07174036838114262	0.03802701085805893	0.009790903961402364	0.004647098481655121	430.81363704800606	179.14862325986905	2.4379506185650826	-1	-1.0	-1	0.010333923622965813	430.81363704800606	-1	88	16384	0.0	0.0	0.0	0.0	433.29472230933607	23.539903504773974	4.466250538825989e-05		6.970763206481934e-05	553.7664784118533	5.299784243106842e-05		93.8839876037091	2.2542558684945107	0	37	0.9994581341743469	0.4967491030693054	0.0029376267921179533	0.009884074330329895	1					
38	0.30340675701513703	4.823201553321179	0.08719040566687415	0.45330674408210647	2.3331882762305875e-05	0.04755902370828905	0.45328341274993655	0.34735422057134135	0.5177210807156416	0.3588935947160662	0.30480670381803066	0.30340675701513703	0.8404789868696236	0.6507815174114557	0.24969094258465052	0.5275979448615769	23.13518524169922	-5.873772224163076e-08	0.0	0.0	0.008094888042520594	0.000228897128024219	0.03173158731725481	0.16992118844279536	1.7091085195633364	4.00106551323408	7.674809232170199	0.4977671640154756	0.9666933770532962	0.9734212991632061	-0.02216262995828817	0.04255473351876401	0.03203396101763909	0.05854070595937011	0.4190768069691128	0.9679660399754842	0.9871246027357784	0.5201296806335449	1.8308104276657104	0.3048067092895508	1e-06	245.68097686767578	57.251779556274414	64.48828125	0.9999990463256836	0.02246806211769581	0.0	0.9999990463256836	0.02246806211769581	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	1309593	1309593	1309593	1309593.0	1309593	0	2	2.0	2	0.23012523535950255	0.3452665819370498	1075.9636893331462	608.5674697868526	1309593	0.0	817.0	135.625	43.0	0.0	0.3984375	16384.0	10095.5703125	6.0	0.3984375	16384.0	10095.5703125	6.0	3.3237481117248535	0.0014187097549438477	0.0006397204124368727	0.0005737217143177986	0.0008479506941512227	0.0006948527880012989	0.0033087730407714844	-0.0025319457054138184	1.0006954669952393	0.847474217414856	7.672251224517822	0.8481690883636475	7.678154945373535	5.7680790583352354e-05	0.36907324100451583	0.0783585628370477	0.07553835958242416	0.1575074251741171	0.010997095989296213	0.005190305411815643	473.72296142205596	205.54547714795626	0.13849272392690182	-1	-1.0	-1	0.01122695580124855	473.72296142205596	-1	112	16384	0.0	0.0	0.0	0.0	476.9286214429885	25.73586245253682	3.68412584066391e-05		8.286349475383759e-05	608.5674697868526	5.224160850048065e-05		102.6178253814578	2.455069052055478	0	38	0.9995285272598267	0.1918799877166748	0.0030820041429251432	0.009971794672310352	1					
39	0.31301363565855556	4.261488828394148	0.06577276866365638	0.4357964248305911	1.9693465381149307e-05	0.04058956300529341	0.4357767315309805	0.29007558284534346	0.43000372176369034	0.34519851124948925	0.31224198575364426	0.31301363565855556	0.8725743206010924	0.6486902869409985	0.26167802943123714	0.5366709152857463	23.232730865478516	-5.791074997318901e-08	0.0	0.0	0.005997929722070694	0.0	0.023002743367881825	0.158592524089747	1.8217291810446314	4.112425290213691	7.8023650487264	0.5040651662482156	0.9765020628770192	0.9795578824149238	-0.023140246441794767	0.03189456516928557	0.02265028331377026	0.04686784196851982	0.421600427892473	0.9773497230476803	0.991832607322269	0.4250049591064453	1.8827123641967773	0.31224197149276733	1e-06	256.9556427001953	57.251779556274414	64.509765625	0.9999990463256836	0.022672057151794434	0.0	0.9999990463256836	0.022672057151794434	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	1454084	1454084	1454084	1454084.0	1454084	0	2	2.0	2	0.2300425018116294	0.3438364216706777	1081.9694348865712	671.9616807624698	1454084	0.0	352.0	116.8515625	51.0	0.0	0.46875	16384.0	11243.1796875	363.0	0.46875	16384.0	11243.1796875	363.0	3.9221439361572266	0.0013391971588134766	0.0006615662132389843	0.0006564464420080185	0.000900690327398479	0.0008403542451560497	0.0069921016693115234	-0.0016751885414123535	1.0008411407470703	0.588130533695221	3.952111005783081	0.5889708399772644	3.958144426345825	4.5704413052846715e-05	0.365723917939373	0.07847725838892698	0.06645805574953556	0.04707926884293556	0.010873925188207068	0.005623895674943924	522.6861308403313	261.35125544328184	1.8031119611114264	-1	-1.0	-1	0.011463470757007599	522.6861308403313	-1	113	16384	0.0	0.0	0.0	0.0	526.323164852336	28.33110587671399	4.069879651069641e-05		6.96275383234024e-05	671.9616807624698	7.179751992225647e-05		114.1125257872045	2.384099768474698	0	39	0.9991045594215393	0.23026719689369202	0.0033572951797395945	0.010463736020028591	1					
40	0.32908870861098005	4.780644069661151	0.0812437482137274	0.38699819008400155	1.9706378385148288e-05	0.04499187395181302	0.38697848452644035	0.32469818135211753	0.4928303691712055	0.3657837519933889	0.329503380053211	0.32908870861098005	0.7995514299843337	0.6200227825851231	0.2876786041523811	0.5113240624522115	26.180818557739258	-7.571565419084436e-08	0.0	0.0	0.0046974149542850455	0.0	0.022833865381531662	0.19060972518707206	1.8797575346716158	4.205454932464348	7.945563389704778	0.511016078702696	0.9723465442657471	0.9773150446650746	-0.02376988363339678	0.03685638103582947	0.026599021940645607	0.05310315930458543	0.42446115481984487	0.9734009792516519	0.9900113999188601	0.48265519738197327	2.0664589405059814	0.3295033872127533	1e-06	253.41890335083008	57.251779556274414	64.509765625	0.9999990463256836	0.036723628640174866	0.0	0.9999990463256836	0.036723628640174866	0.0	1.0	0.0625	0.0	1.0	0.0625	0.0	1456903	1456903	1456903	1456903.0	1456903	0	2	2.0	2	0.230764281085112	0.34417147778524054	1075.7007596484798	677.1878642514348	1456903	0.0	395.0	122.7109375	48.0	0.0	0.4609375	16384.0	11259.34375	34.0	0.4609375	16384.0	11259.34375	34.0	-0.8518829345703125	0.0014162063598632812	0.000701148237567395	0.000696128117851913	0.000980875687673688	0.0009667797130532563	0.013946056365966797	-0.0004838705062866211	1.0009682178497314	0.7992172241210938	6.008081436157227	0.8001838326454163	6.021151065826416	4.8570628162608305e-05	0.3682566486554567	0.07866059081009309	0.07076269388198853	0.023681309074163437	0.010306054493412375	0.004716129973530769	524.6529802754521	268.39908479436417	0.4114520251750946	-1	-1.0	-1	0.012502655386924744	524.6529802754521	-1	104	16384	0.0	0.0	0.0	0.0	530.7300090156496	28.510840421542525	3.3292919397354126e-05		6.143935024738312e-05	677.1878642514348	7.273256778717041e-05		114.60085073299706	2.483991527929902	0	40	0.9996359944343567	0.4670860171318054	0.0035284452605992556	0.010652665980160236	1					
41	0.3272518065240648	5.148061622513665	0.0936462486266262	0.39031250359128333	2.1732520205356803e-05	0.04945157013523082	0.39029077157222974	0.3648382190201018	0.5607123641918103	0.3857018734018008	0.32775604573544115	0.3272518065240648	0.7970717989736134	0.6284093456135855	0.2816974433033869	0.5251767171753777	21.36146354675293	-1.1920928244535389e-07	0.0	0.0	0.006546261244350009	6.708213542070654e-05	0.03314187874396642	0.20660952962854126	1.7934074352184932	4.046823590331607	7.750549258126153	0.5111226651403639	0.9661280830701192	0.9738845547040303	-0.022559662349522114	0.04375029585272488	0.03252328792328222	0.06097273364559644	0.4238935536808438	0.9674767189555697	0.9869647834036085	0.5539421439170837	2.0030007362365723	0.32775604724884033	1e-06	251.54474639892578	57.251779556274414	64.509765625	0.9999990463256836	0.014690800569951534	0.0	0.9999990463256836	0.014690800569951534	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	1450915	1450915	1450915	1450915.0	1450915	0	2	2.0	2	0.2308816904526138	0.3441941053137898	1076.6248893606462	673.8256816919893	1450915	0.0	918.0	127.6953125	50.0	0.0	0.4609375	16384.0	11207.578125	354.0	0.4609375	16384.0	11207.578125	354.0	-0.19112330675125122	0.0014088153839111328	0.0007264421437866986	0.0007486490067094564	0.0008651486714370549	0.0008121290593408048	0.003706693649291992	-0.0010308623313903809	1.0008127689361572	0.8114913702011108	5.875596523284912	0.8123036026954651	5.882269382476807	4.7297877918298e-05	0.36833538949293065	0.078351277484916	0.06862520053982735	0.05482521466910839	0.011629042055574246	0.005413008853793144	523.0679832920432	263.96190326490614	1.8188289497047663	-1	-1.0	-1	0.012211479246616364	523.0679832920432	-1	98	16384	0.0	0.0	0.0	0.0	528.4028997048736	28.461240399628878	3.6912038922309875e-05		6.704777479171753e-05	673.8256816919893	5.7619065046310425e-05		113.6810437720269	2.3207102473825216	0	41	0.9993642568588257	0.2706683278083801	0.0035212193615734577	0.010640900582075119	1					
