step	actor/distillation/abs_loss	actor/distillation/c4_budget	actor/distillation/c4_eps_missed	actor/distillation/c4_pi_tail	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
34	0.33309772823196954	14.62977245526436	0.38157416137460715	0.17829005659307137	1.3854203587159133	2.0721946491931496	0.7852477903525608	0.3338599225753569	0.33309772823196954	0.7757729716025866	0.585116574063133	0.2586945643035086	0.44709326517887604	25.50588035583496	-3.82448774871591e-08	0.0	0.0	0.03115125420765999	0.0011492600807776819	0.12269131103769326	0.32801988978798574	1.4084679362101433	3.194673571831141	6.5694551804126835	0.5569034730776762	0.8193674958669223	0.8589266477487026	-0.018002357833887428	0.20510352179348373	0.17452775808021379	0.24008136738139468	0.45853985884250736	0.8255371909875137	0.8906984329223633	2.095616102218628	2.194350004196167	0.333859920501709	1e-06	244.50514221191406	57.389949321746826	64.72265625	0.9999990463256836	0.016986442729830742	0.0	0.9999990463256836	0.016986442729830742	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	616653	616653	616653	616653.0	616653	0	2	2.0	2	0.22481541250753456	0.3359529340190821	1246.6747920512757	247.31910997629166	616653	0.0	755.0	139.2421875	45.0	0.0	0.09375	16384.0	4678.359375	306.0	0.09375	16384.0	4678.359375	306.0	0.37463128566741943	0.0020734071731567383	0.0010071718133985996	0.0009801422711461782	0.0013587058056145906	0.0011760089546442032	0.0050830841064453125	-0.0018581151962280273	1.001177430152893	2.009422540664673	22.623258590698242	2.0105984210968018	22.658916473388672	0.00015402824232767584	0.31068382231277597	0.07484449584152082	0.0949819777160883	0.03582354076206684	0.00790510066144634	0.004954151809215546	171.830934651196	43.375290894153295	1.5626010745763779	-1	-1.0	-1	0.012884575873613358	171.830934651196	-1	413	16384	0.0	0.0	0.0	0.0	186.04679331555963	11.820031037554145	2.7107074856758118e-05		6.475299596786499e-05	247.31910997629166	4.9933791160583496e-05		46.153082894161344	2.563993576914072	0	34	0.9997868537902832	0.2134004831314087	0.002894623903557658	0.00884665735065937	1					
35	0.33334998006466776	15.115894389779944	0.3970105659192134	0.18027092956196467	1.386213098211508	2.100796796099626	0.8117366483753645	0.3330171753150353	0.33334998006466776	0.7258781010383054	0.5738102878860541	0.2626338879283714	0.44187318624953104	22.891454696655273	-9.043887416737562e-08	0.0	0.0	0.04517913859729704	0.002520989626646042	0.13708547287081418	0.35278085031007467	1.34719801576514	2.996103236549779	6.1326022493211845	0.5512988802633787	0.8170098631005538	0.8617651180217141	-0.018364376964439686	0.2080057748293927	0.1766064500127533	0.2435310817596282	0.4579886417639883	0.8234441735242543	0.8944424594703474	2.1162269115448	2.4444961547851562	0.33301717042922974	1e-06	251.0389175415039	57.389949321746826	64.72265625	0.9999990463256836	0.014100962318480015	0.0	0.9999990463256836	0.014100962318480015	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	616952	616952	616952	616952.0	616952	0	2	2.0	2	0.2268062983083318	0.3390075185815073	1167.1268000438092	264.3037585876882	616952	0.0	975.0	142.734375	49.0	0.0	0.1328125	16384.0	4677.203125	7.0	0.1328125	16384.0	4677.203125	7.0	4.780139923095703	0.00226438045501709	0.0010029112454503775	0.0008771022548899055	0.0013757215347141027	0.00104977423325181	0.007057547569274902	-0.002344369888305664	1.001051425933838	1.8677897453308105	19.22126007080078	1.8688392639160156	19.246742248535156	0.00015848126374447385	0.33831006980025835	0.07523207891723807	0.09777533262968063	0.05401119217276573	0.008609196374891326	0.0046361293643713	186.3615120034665	45.00743527052691	0.29514421708881855	-1	-1.0	-1	0.012916726991534233	186.3615120034665	-1	162	16384	0.0	0.0	0.0	0.0	202.54014920815825	11.871175903826952	3.505870699882507e-05		7.56625086069107e-05	264.3037585876882	5.00362366437912e-05		46.414581552147865	2.7078401558101177	0	35	0.9997528195381165	0.17574819922447205	0.002918553538620472	0.008892633020877838	1					
36	0.35022610740529164	10.946443398793539	0.2691840495293339	0.1260410626263668	0.9927832168009546	1.4760840326547622	0.6275384229090478	0.3515052404254675	0.35022610740529164	0.8600541207525465	0.6225921544763777	0.28293756163782546	0.4761668860912323	24.489116668701172	-1.1582149284095067e-07	0.0	0.0	0.024610367831256655	0.0	0.07972536675838961	0.32095626758204565	1.6553102758195666	3.7705202049679225	7.397096951802571	0.5555974940458933	0.8736585709783766	0.9062672959433662	-0.02181658586487174	0.14473837280335525	0.12203142228018907	0.17186777760378188	0.4542664951748318	0.878007706006368	0.9326089051034715	1.4897621870040894	2.2334163188934326	0.35150521993637085	1e-06	249.3671760559082	57.389949321746826	64.72265625	0.9999990463256836	0.04406703636050224	0.0	0.9999990463256836	0.04406703636050224	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	702443	702443	702443	702443.0	702443	0	2	2.0	2	0.22690260070096943	0.33709634351735346	1259.6894278044313	278.8159464132041	702443	0.0	454.0	128.109375	42.0	0.0	0.1015625	16384.0	5359.7265625	20.0	0.1015625	16384.0	5359.7265625	20.0	3.900339126586914	0.0017403364181518555	0.0008641370804980397	0.0008605263428762555	0.0013026039814576507	0.00112401123624295	0.0068759918212890625	-0.001990079879760742	1.001125454902649	1.624345302581787	16.30480194091797	1.6254692077636719	16.331974029541016	0.00012089289412237662	0.30540094076698765	0.07491119353246507	0.0849203672260046	0.023314159363508224	0.008028336393181235	0.005181174725294113	196.82444237917662	56.25393279614218	0.22966709919273853	-1	-1.0	-1	0.011011771857738495	196.82444237917662	-1	139	16384	0.0	0.0	0.0	0.0	209.51878840848804	13.429931739345193	3.419257700443268e-05		6.625615060329437e-05	278.8159464132041	5.405209958553314e-05		52.62084351852536	2.4847747832536697	0	36	0.9997026920318604	0.18494969606399536	0.0029835226014256477	0.009355554357171059	1					
37	0.3623660355046087	11.579065578324455	0.2874090528989933	0.13262297185518	1.0344320169212866	1.556430414927249	0.6653047792461454	0.3622167070861906	0.3623660355046087	0.7544639411629462	0.5791425145402247	0.31377312168478966	0.4719889839084781	22.821155548095703	-3.82448774871591e-08	0.0	0.0	0.03209224673539248	0.00037932008200762226	0.0978372582063383	0.3235931325969951	1.685353839883999	3.8376753378887565	7.484755919904125	0.5614384808102433	0.8668866169695951	0.9010427776648073	-0.021958072916889677	0.15274355270215595	0.12844967067583787	0.18158310989146026	0.45875927015226714	0.8715805216711394	0.9286133890249291	1.5678025484085083	2.3105759620666504	0.3622167110443115	1e-06	247.8118896484375	57.389949321746826	64.72265625	0.9999990463256836	0.017242591828107834	0.0	0.9999990463256836	0.017242591828107834	0.0	1.0	0.0625	0.0	1.0	0.0625	0.0	786637	786637	786637	786637.0	786637	0	2	2.0	2	0.22804700703857686	0.3379871680761053	1251.4613183048086	314.28738087788224	786637	0.0	775.0	126.265625	38.0	0.0	0.140625	16384.0	6019.3359375	304.0	0.140625	16384.0	6019.3359375	304.0	2.20147705078125	0.001806020736694336	0.0009082414908334613	0.0009151906706392765	0.0011470845201984048	0.0009749125456437469	0.0032563209533691406	-0.003833770751953125	1.0009758472442627	1.6097159385681152	15.89316177368164	1.6106908321380615	15.916990280151367	0.00013078436245547896	0.30700602907532826	0.07493556950979394	0.10287981852889061	0.039270514622330666	0.008982282990473323	0.004977857694029808	234.064010810107	70.80398217582842	1.5219219718128443	-1	-1.0	-1	0.011195331811904907	234.064010810107	-1	216	16384	0.0	0.0	0.0	0.0	236.54047025181353	15.206339046359062	3.541633486747742e-05		7.090345025062561e-05	314.28738087788224	5.71180135011673e-05		58.94709159247577	2.752674276009202	0	37	0.9997145533561707	0.24044126272201538	0.003176798578351736	0.009616296738386154	1					
38	0.32838392914143494	9.522620964933324	0.22740546811837703	0.1034975906918084	0.8267122731259506	1.2356207983921867	0.561410975552496	0.32700152230427193	0.32838392914143494	0.8742468870348401	0.6221169983899152	0.26535911947764734	0.4831361549871939	24.337907791137695	-9.043887416737562e-08	0.0	0.0	0.01909522063754223	0.0007035661600875082	0.0663516096494816	0.2533063526627504	1.6356562867208764	3.6963776923992016	7.184784920127304	0.5407812978934359	0.8968629395520246	0.9199393215002837	-0.020714815078665398	0.11931750107409984	0.09957013006162553	0.14361557556333504	0.44510294441823606	0.9004525553297114	0.9424089314760985	1.2547706365585327	1.8364014625549316	0.32700151205062866	1e-06	246.5886573791504	57.389949321746826	64.72265625	0.9999990463256836	0.03636800870299339	0.0	0.9999990463256836	0.03636800870299339	0.0	1.0	0.09375	0.0	1.0	0.09375	0.0	863020	863020	863020	863020.0	863020	0	2	2.0	2	0.22941589451416644	0.34036051784559773	1161.3459623034164	371.56025336682796	863020	0.0	817.0	135.625	43.0	0.0	0.1953125	16384.0	6606.71875	374.0	0.1953125	16384.0	6606.71875	374.0	-0.5601381063461304	0.001582026481628418	0.0007862161728553474	0.0007847286178730428	0.0011084488360211253	0.0010581457754597068	0.005837440490722656	-0.0006852149963378906	1.0010592937469482	1.5173968076705933	15.059791564941406	1.518455147743225	15.08033561706543	0.0001069318007339633	0.3390571146177389	0.07543744228976933	0.09228428266942501	0.03889291360974312	0.008987018634798005	0.0048734694719314575	284.25531242229044	88.72813729511108	1.930824477225542	-1	-1.0	-1	0.010501604527235031	284.25531242229044	-1	71	16384	0.0	0.0	0.0	0.0	286.7270395476371	16.2617967389524	2.8867274522781372e-05		6.6414475440979e-05	371.56025336682796	5.2269548177719116e-05		65.10402144491673	2.7405533231794834	0	38	0.9997016787528992	0.23095649480819702	0.0029134228825569153	0.009364563040435314	1					
39	0.3686046615021966	9.656201403019791	0.2272204855157031	0.10689974333711118	0.8440264890116435	1.258161140668948	0.5817087405682857	0.3686951978261277	0.3686046615021966	0.8756470484501224	0.6460012081315962	0.3149397297731751	0.5182579797021729	21.31155776977539	-5.848598050306464e-08	0.0	0.0	0.02847138931185512	0.002012225404634314	0.07614130728830726	0.3288160756198784	1.7939748349836317	3.874561980619269	7.2912801413212796	0.5352371587591657	0.8938350849232432	0.9243701110451908	-0.023162057707557294	0.12272073419407499	0.10248867024384416	0.14779183302213778	0.44442667622687454	0.8975356584888393	0.9491116828837637	1.2701672315597534	2.234847068786621	0.3686951994895935	1e-06	256.9343070983887	57.389949321746826	64.72265625	0.9999990463256836	0.02181781455874443	0.0	0.9999990463256836	0.02181781455874443	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	941951	941951	941951	941951.0	941951	0	2	2.0	2	0.2282483974143793	0.3407395877955332	1163.190174675658	404.8998265750706	941951	0.0	352.0	116.8515625	51.0	0.0	0.2109375	16384.0	7242.140625	430.0	0.2109375	16384.0	7242.140625	430.0	0.01776885986328125	0.0015877485275268555	0.0008438426302745938	0.0009000019053928554	0.0011693472042679787	0.00101364660076797	0.004981517791748047	-0.0037867724895477295	1.0010148286819458	1.4282324314117432	16.3085994720459	1.4292460680007935	16.33365821838379	0.0001098359004005159	0.3360322639219293	0.07608408076155071	0.10346003621816635	0.03603089973330498	0.009378025119076483	0.005011741071939468	308.20432175695896	101.62200709349418	2.17337385751307	-1	-1.0	-1	0.01136314868927002	308.20432175695896	-1	113	16384	0.0	0.0	0.0	0.0	311.49989246204495	18.296520102769136	3.06498259305954e-05		7.26599246263504e-05	404.8998265750706	6.228312849998474e-05		71.66747595742345	2.571924554184079	0	39	0.999681830406189	0.26768168807029724	0.0031702190171927214	0.00978652574121952	1					
40	0.3438664715398442	8.632414662476743	0.19919912031654155	0.09282454706827235	0.7442740008912303	1.1019015156409957	0.5196677380890558	0.34403683384880424	0.3438664715398442	0.8298818947690906	0.6215961434398637	0.29473085108805785	0.4964309519890583	25.646713256835938	-5.848598050306464e-08	0.0	0.0	0.019961417230661027	0.0021806432668006782	0.06327259021274971	0.261602572186596	1.7796632051467896	3.920055978225939	7.491551605137912	0.5466203436707006	0.9081199747143369	0.9334157858834122	-0.02201644393304984	0.10637654464296771	0.0886919599354521	0.1285449478450711	0.44488565759225324	0.9113205183636058	0.9549848590836381	1.1120402812957764	2.135896921157837	0.3440368175506592	1e-06	251.31179428100586	57.389949321746826	64.72265625	0.9999990463256836	0.056379422545433044	0.0	0.9999990463256836	0.056379422545433044	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	1066373	1066373	1066373	1066373.0	1066373	0	2	2.0	2	0.230391405224068	0.3436330719804847	1123.9770351511088	474.37490564770997	1066373	0.0	395.0	122.7109375	48.0	0.0	0.328125	16384.0	8208.328125	52.0	0.328125	16384.0	8208.328125	52.0	-0.0898694396018982	0.0015376806259155273	0.0007766672060824931	0.0007890338310971856	0.000984201324172318	0.0009083346230909228	0.003954887390136719	-0.0013318657875061035	1.0009092092514038	1.2098125219345093	11.006628036499023	1.2107207775115967	11.021331787109375	8.085532825081243e-05	0.34980056805891896	0.07731970563092805	0.08622193895280361	0.036710040643811226	0.009612099660444073	0.004891738295555115	365.0902693476528	134.68822767370148	0.35027522407472134	-1	-1.0	-1	0.011043887585401535	365.0902693476528	-1	248	16384	0.0	0.0	0.0	0.0	367.52356364019215	20.811919754371047	3.968179225921631e-05		6.429105997085571e-05	474.37490564770997	5.6607648730278015e-05		82.45164645276964	2.772742995992303	0	40	0.9994084239006042	0.25439661741256714	0.00304362247698009	0.009718580171465874	1					
41	0.35151031335194904	9.614904087384541	0.22876460661490758	0.10492335400544107	0.8442368789017201	1.2538454094529152	0.568848389784495	0.3523743042605929	0.35151031335194904	0.7967072673638662	0.6077339988946915	0.31036466638247173	0.4958611418803533	19.56418228149414	-9.043887416737562e-08	0.0	8.784630025426547e-05	0.031189176738262176	0.00241976131995519	0.07766281073292096	0.2666670132180055	1.7734363539516926	3.902037771542867	7.451222709019979	0.5474340351422627	0.8956685320536295	0.9254877154032389	-0.02227049336458246	0.12041370963988204	0.10072336372919381	0.14471385393912595	0.4492060351371765	0.8992910774548849	0.9475391292572022	1.2714256048202515	2.362422466278076	0.3523743152618408	1e-06	250.6692123413086	57.389949321746826	64.72265625	0.9999990463256836	0.032750844955444336	0.0	0.9999990463256836	0.032750844955444336	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	1215458	1215458	1215458	1215458.0	1215458	0	2	2.0	2	0.23131187373457807	0.3444825056225201	1078.0523097716753	563.7286748439074	1215458	0.0	918.0	127.6953125	50.0	0.0	0.3671875	16384.0	9368.0703125	328.0	0.3671875	16384.0	9368.0703125	328.0	380.2410888671875	0.0018509626388549805	0.0008352252771146595	0.0007489572744816542	0.0009100259630940855	0.0007988214492797852	0.004060417413711548	-0.002719879150390625	1.000799536705017	1.2435650825500488	13.590194702148438	1.2443639039993286	13.605195999145508	5.8545324710574444e-05	0.3690993138011378	0.07742384687960081	0.07115938328206539	0.06295176036655903	0.010173567774472758	0.005348611623048782	440.11833346635103	170.85667524281598	1.6472843457013369	-1	-1.0	-1	0.012505069375038147	440.11833346635103	-1	73	16384	0.0	0.0	0.0	0.0	442.59178547002375	23.160465087741613	3.264285624027252e-05		7.193349301815033e-05	563.7286748439074	5.539320409297943e-05		94.10543408058584	3.0833273250609636	0	41	0.9996733069419861	0.213029146194458	0.0031400572042912245	0.009758634492754936	1					
42	0.34563984322375146	8.1190895602323	0.18199375782674854	0.0841062947858017	0.6871652934646261	1.0170025226754555	0.4978793385452118	0.344305214821361	0.34563984322375146	0.8347763350044471	0.6113002281905948	0.29487652180419455	0.5354119951742283	23.785568237304688	-9.043887416737562e-08	0.0	0.0	0.022351000835930092	0.00014419590487428334	0.0627783569574788	0.25205140598658204	1.7887050405792568	4.069794057072073	7.647032406019128	0.5388782620429993	0.9173510808875596	0.9409281144971433	-0.022029179485811703	0.09647563469353253	0.07980051865308559	0.11797709576110693	0.44397187017012335	0.9202110041742739	0.9606878334197445	1.0179935693740845	2.102057695388794	0.34430521726608276	1e-06	249.62250518798828	57.389949321746826	64.72265625	0.9999990463256836	0.002955734496936202	0.0	0.9999990463256836	0.002955734496936202	0.0	1.0	0.0234375	0.0	1.0	0.0234375	0.0	1122719	1122719	1122719	1122719.0	1122719	0	2	2.0	2	0.23090181100597865	0.34340621918807807	1127.75763261708	497.76608356647193	1122719	0.0	585.0	128.09375	46.0	0.0	0.34375	16384.0	8643.1484375	475.0	0.34375	16384.0	8643.1484375	475.0	9.03393840789795	0.001556992530822754	0.0007621604599989951	0.0007495464524254203	0.0010610776953399181	0.0009650798747316003	0.004212617874145508	-0.002949237823486328	1.00096595287323	1.105050802230835	10.119049072265625	1.106015682220459	10.133593559265137	9.987834970448592e-05	0.3485749593979664	0.07709486821829115	0.11213532090187073	0.056262124329805374	0.010280371716362424	0.005200909450650215	380.27399392798543	148.41686309906072	2.475221626460552	-1	-1.0	-1	0.010776860639452934	380.27399392798543	-1	109	16384	0.0	0.0	0.0	0.0	385.63649480603635	21.870454106479883	3.030337393283844e-05		7.251277565956116e-05	497.76608356647193	5.736015737056732e-05		86.55587335117161	2.898908978328109	0	42	0.9996068477630615	0.45824986696243286	0.0030706084799021482	0.009797871112823486	1					
43	0.3498495261495312	9.147025592816181	0.21339904924388975	0.09747085997384065	0.7848948757761182	1.1697227337564795	0.5464002744127543	0.34935577225405723	0.3498495261495312	0.7767382718813725	0.6000746715909395	0.307853988921031	0.5030727233164586	21.360876083374023	-9.043887416737562e-08	0.0	0.0	0.029181582576898225	0.0014273321736627854	0.07214959452931698	0.290442892565177	1.737507319985292	3.8227302386210513	7.224179533811716	0.5484592628020507	0.9034404899829473	0.9300460991186973	-0.02203786691937309	0.11196079594978633	0.09316720994478928	0.13545985678389955	0.4491028323387488	0.9068455153550857	0.9516309056526575	1.1939126253128052	2.04348087310791	0.3493557572364807	1e-06	249.4844627380371	57.389949321746826	64.72265625	0.9999990463256836	0.07399535924196243	0.0	0.9999990463256836	0.07399535924196243	0.0	1.0	0.0859375	0.0	1.0	0.0859375	0.0	1234626	1234626	1234626	1234626.0	1234626	0	2	2.0	2	0.23015495257969343	0.3445249034324544	1101.4544586761347	560.452586248517	1234626	0.0	359.0	117.4765625	48.0	0.0	0.3515625	16384.0	9528.0390625	19.0	0.3515625	16384.0	9528.0390625	19.0	1.2350490093231201	0.001621246337890625	0.0008265318465419114	0.0008455959614366293	0.0010667869355529547	0.000965219980571419	0.0071222782135009766	-0.0018985271453857422	1.0009663105010986	1.259345293045044	14.354338645935059	1.260310411453247	14.3772554397583	7.496041397426795e-05	0.3586379585609374	0.07764712175877898	0.09254807606339455	0.04694808088243008	0.010367612077970989	0.005255907773971558	434.7260121759027	178.9203464040911	0.3377412185072899	-1	-1.0	-1	0.012641152366995811	434.7260121759027	-1	83	16384	0.0	0.0	0.0	0.0	437.39090924337506	23.740106953307986	3.146566450595856e-05		7.013604044914246e-05	560.452586248517	5.0922855734825134e-05		95.86515534855425	2.577206067740917	0	43	0.9996985793113708	0.23271703720092773	0.003194977529346943	0.009856441989541054	1					
44	0.35354757423584277	7.268367727597554	0.1541122918088849	0.0679163107684312	0.572780849173283	0.8627092668261284	0.4748249371082355	0.3533404585905373	0.35354757423584277	0.789933056021348	0.6200010625597758	0.3139745942197549	0.5044000769654909	25.137231826782227	-9.043887416737562e-08	0.0	0.0	0.02043612587910432	0.0009243618696928024	0.04606339650658461	0.23345544919944727	1.9234923808238444	4.174917632188553	7.795273922956907	0.548953088812339	0.9343745563274775	0.9523235314931625	-0.02299666753373085	0.07848431447293991	0.06324863099815467	0.09907560279736152	0.4475248058636983	0.9367598914183103	0.9699817735415238	0.8692188858985901	2.058917760848999	0.3533404469490051	1e-06	249.13549041748047	57.389949321746826	64.859375	0.9999990463256836	0.03372438624501228	0.0	0.9999990463256836	0.03372438624501228	0.0	1.0	0.0625	0.0	1.0	0.0625	0.0	1264159	1264159	1264159	1264159.0	1264159	0	2	2.0	2	0.23057915162035011	0.3446302146908678	1091.1028554882096	579.3033139090985	1264159	0.0	1013.0	129.734375	47.0	0.0	0.390625	16384.0	9746.5078125	76.0	0.390625	16384.0	9746.5078125	76.0	-0.8969894647598267	0.0015243291854858398	0.0007644663564860821	0.0007714235689491034	0.0009455480030737817	0.0009135067812167108	0.004201292991638184	-0.0007967054843902588	1.0009140968322754	0.9792639017105103	8.983498573303223	0.9801774024963379	8.997095108032227	6.104646315859215e-05	0.36312282838770293	0.07754016070050507	0.07717243582010269	0.038632962852716446	0.00987715287192259	0.004609560593962669	450.2810174766928	191.70955520879943	0.43933081440627575	-1	-1.0	-1	0.011164980009198189	450.2810174766928	-1	112	16384	0.0	0.0	0.0	0.0	453.01497392356396	24.645922178402543	3.427453339099884e-05		6.595999002456665e-05	579.3033139090985	5.0244852900505066e-05		98.02309201098979	2.7185117956250906	0	44	0.9993045330047607	0.44158998131752014	0.0032988195307552814	0.010221833363175392	1					
45	0.35637140618637203	7.034839825332165	0.14607182723702863	0.06327336918911897	0.5359130825381726	0.8181443258188665	0.4555689412169158	0.35707073600497097	0.35637140618637203	0.861297819018364	0.6007719283923507	0.32039963640563657	0.5103104697540403	20.146997451782227	-7.571565419084436e-08	0.0	0.0	0.012965935003012418	0.0	0.04792848234064877	0.2941654067137279	1.8535827368497848	4.101238712668419	7.713551193475723	0.5462474700063467	0.9394640386104584	0.9572459019720554	-0.02240843654726632	0.07311838853638619	0.058342375145002734	0.09321547091240064	0.4437168199568987	0.9416689671576023	0.9741230435669422	0.8168578147888184	2.102153778076172	0.3570707440376282	1e-06	256.58739471435547	57.389949321746826	64.859375	0.9999990463256836	0.03372810781002045	0.0	0.9999990463256836	0.03372810781002045	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	1312498	1312498	1312498	1312498.0	1312498	0	2	2.0	2	0.23058876018848162	0.34470272837117694	1080.4155547754658	607.4042502436787	1312498	0.0	533.0	133.4453125	49.0	0.0	0.40625	16384.0	10120.4453125	355.0	0.40625	16384.0	10120.4453125	355.0	-0.07887572050094604	0.0015511512756347656	0.000760218477807939	0.0007512242300435901	0.0009633898152969778	0.0009085452184081078	0.004435300827026367	-0.0012499094009399414	1.0009092092514038	1.0520137548446655	9.440603256225586	1.052922248840332	9.452086448669434	5.9440376962393206e-05	0.36815974129445683	0.07750901239921415	0.07801537588238716	0.03866572119295597	0.009957156202290207	0.005105823278427124	473.2010888233781	207.5157590705203	1.804513406008482	-1	-1.0	-1	0.011433372274041176	473.2010888233781	-1	282	16384	0.0	0.0	0.0	0.0	476.9203875884414	25.178296640515327	3.3795833587646484e-05		8.766911923885345e-05	607.4042502436787	6.037019193172455e-05		101.73042375594378	2.7128559090197086	0	45	0.9995520114898682	0.23058953881263733	0.0033741185907274485	0.01031531859189272	1					
46	0.38921207848838285	7.593512353144194	0.15857207890305863	0.0706875760684182	0.5944595164864471	0.8999704346550923	0.4894424153210007	0.38903387227037456	0.38921207848838285	0.8467371963748807	0.6361011221612755	0.34846360356497924	0.5284876074323333	23.773155212402344	-7.571565419084436e-08	0.0	0.0	0.019951843607582544	0.0	0.0608090290701703	0.30301168178649324	2.0280313087921393	4.247348441889412	7.84853857285098	0.5430801883339882	0.9323645547816628	0.9532313535087987	-0.024340445233208715	0.08080215636475355	0.0652641485273642	0.10202861329736679	0.4486994798246183	0.9347435777124605	0.9718015288051806	0.8992180228233337	2.2706494331359863	0.38903388381004333	1e-06	254.1962661743164	57.389949321746826	64.859375	0.9999990463256836	0.04162105545401573	0.0	0.9999990463256836	0.04162105545401573	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	1230580	1230580	1230580	1230580.0	1230580	0	2	2.0	2	0.23129739098925572	0.34440008691252405	1094.580991876704	562.1237757336348	1230580	0.0	521.0	121.2734375	47.0	0.0	0.375	16384.0	9492.6328125	283.0	0.375	16384.0	9492.6328125	283.0	-0.06484198570251465	0.0017189979553222656	0.0008410357404500246	0.0008271729457192123	0.0010680581908673048	0.0010051843710243702	0.005208462476730347	-0.0016727447509765625	1.0010061264038086	1.0218074321746826	9.235006332397461	1.0228126049041748	9.247398376464844	6.232056812460111e-05	0.3618439543530143	0.07708384662757127	0.07669044472277164	0.05231144838035107	0.009979062451748177	0.004906516522169113	436.96350813284516	183.6205667394679	1.4338283762335777	-1	-1.0	-1	0.012330567464232445	436.96350813284516	-1	158	16384	0.0	0.0	0.0	0.0	439.6610296443105	23.6280715521425	3.8081780076026917e-05		6.712786853313446e-05	562.1237757336348	5.2521005272865295e-05		94.85783998295665	3.103551182895899	0	46	0.9995622038841248	0.242750883102417	0.0037054414860904217	0.010764878243207932	1					
