step	actor/distillation/abs_loss	actor/distillation/c3_inter_size	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
27	0.5324365075561218	18.49452428817749	2.9222859062894715	3.7361432170553597	0.8576803706368082	-0.23565737590251956	0.5324365075561218	1.0158059338107706	0.620234835179599	0.4995904926316143	0.5532353249855987	69.26335144042969	-30.739639282226562	-5.376010307745309	-2.73661317495862	-0.5427576388183297	-1.5316439550981158	-0.1307848610882502	0.11228342803813338	0.8132040029731797	1.5513427136905193	2.9158043452153377	0.5439566023647785	0.6535766318440437	0.6910199597477913	-0.018124195953208754	0.3730438395119563	0.3381565248582774	0.4097770163854875	0.4672793082892895	0.6619294218719005	0.7169536516070366	3.681884288787842	1.915561556816101	-0.23565737903118134	1e-06	187.36253356933594	57.251455307006836	64.56640625	0.9999990463256836	0.007412411272525787	0.0	0.9999990463256836	0.007412411272525787	0.0	1.0	0.0078125	0.0	1.0	0.0078125	0.0	645232	645232	645232	645232.0	645232	0	2	2.0	2	0.22622731709726052	0.3390064143631259	1137.0509767448598	283.7304629239952	645232	0.0	971.0	132.515625	46.0	0.0	0.171875	16384.0	4908.359375	13.0	0.171875	16384.0	4908.359375	13.0	0.05531573295593262	0.0020952224731445312	0.0010522401425987482	0.0010565401753410697	0.0020934385247528553	0.0012276566121727228	0.027640819549560547	-0.011415958404541016	1.0012342929840088	3.2699928283691406	193.65557861328125	3.2712206840515137	193.99302673339844	0.0001428513356495177	0.3497822023381916	0.07598925420932885	0.0921722530038096	0.05110214202431962	0.00895055729233718	0.003938920970540494	217.00611405499512	51.1072348308312	0.17277273500803858	-1	-1.0	-1	0.01071777002653107	217.00611405499512	-1	51	16384	0.0	0.0	0.0	0.0	219.7576642630156	11.921811314008664	2.553599188104272e-05		6.588402902707458e-05	283.7304629239952	5.191302625462413e-05		49.030698471993674	2.3464329339913093	0	27	0.9999499917030334	0.41394898295402527	0.0014510293258354068	0.005709522403776646	1					
28	0.5252153473307511	18.495929377419607	2.7130437117496817	3.4652954710957906	0.7912020892406526	-0.2341316792080761	0.5252153473307511	1.054350244147437	0.631254378018812	0.4918711245263694	0.5038767796303589	42.01477813720703	-26.736881256103516	-5.919390170347123	-2.9299067256617404	-0.5200465504666292	-1.5590900680122322	-0.10709587695947405	0.10978063227167652	0.8114754276207323	1.556837894696054	2.9447602496812104	0.5439979267262277	0.6785837206102553	0.7104762707437787	-0.008184713886120812	0.3454874836288149	0.3139199300927603	0.3791376022570711	0.45253595355011167	0.6861782237177804	0.7398186276356379	3.407219648361206	1.8937206268310547	-0.23413169384002686	1e-06	189.9714241027832	57.251455307006836	64.56640625	0.9999990463256836	0.0013798133004456758	0.0	0.9999990463256836	0.0013798133004456758	0.0	1.0	0.0078125	0.0	1.0	0.0078125	0.0	668929	668929	668929	668929.0	668929	0	2	2.0	2	0.22484052467682342	0.3331046579240904	1198.0657603313805	279.17040205496596	668929	0.0	991.0	141.5390625	52.0	0.0	0.140625	16384.0	5084.46875	2.0	0.140625	16384.0	5084.46875	2.0	-0.37855178117752075	0.002043485641479492	0.0010241824202239513	0.0010290032951161265	0.0018224857049062848	0.001291639287956059	0.023234128952026367	-0.015657424926757812	1.001296877861023	3.386600971221924	214.03729248046875	3.387892246246338	214.33387756347656	0.00013640972205000227	0.3289892370254971	0.07447421065616959	0.09124841896118596	0.04405502794543281	0.00842523021674424	0.004897669015917927	192.909357565979	52.135269693884766	0.11243413999909535	-1	-1.0	-1	0.04405502794543281	192.88683283899445	-1	259	16384	0.0	0.0	0.0	0.0	214.1101433270378	12.318196695006918	2.6177032850682735e-05		5.3986033890396357e-05	279.17040205496596	4.643900319933891e-05		49.81795926002087	2.2474522219854407	0	28	0.9998387098312378	0.4529576003551483	0.0015941736055538058	0.0060849785804748535	1					
29	0.575069388282965	19.09379040111195	2.923336676801696	3.768786031047277	0.8794333401601762	-0.25304133247118443	0.575069388282965	1.120623410651178	0.6795186466523305	0.5215238857455199	0.5512735223367626	63.48569107055664	-33.9471321105957	-6.160784627452041	-3.1000125700410344	-0.5740309282202471	-1.7037353329872007	-0.11635618270321918	0.13852050343413078	0.8573588863360011	1.6425804076436323	3.2059095485901654	0.5615820776332509	0.6491370670723192	0.6902306152112556	-0.00975800676491362	0.3777447876998463	0.3423006828895516	0.4153095292356077	0.4668021080168811	0.657799423644037	0.7194428127823453	3.713775873184204	1.8935112953186035	-0.2530413269996643	1e-06	196.30279922485352	57.251455307006836	64.56640625	0.9999990463256836	0.003965369891375303	0.0	0.9999990463256836	0.003965369891375303	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	524554	524554	524554	524554.0	524554	0	2	2.0	2	0.22242753353971234	0.3274833475754332	1174.5097692361228	223.30763597699115	524554	0.0	406.0	126.1953125	43.0	0.0	0.1015625	16384.0	3971.8828125	2.0	0.1015625	16384.0	3971.8828125	2.0	0.5055619478225708	0.002422809600830078	0.0011183791793882847	0.0010301797883585095	0.002112035872414708	0.000639282283373177	0.018481731414794922	-0.019805908203125	1.0006465911865234	3.439411163330078	205.67449951171875	3.4400508403778076	205.5706787109375	0.0001800178132626692	0.3371137411884906	0.07472871567650237	0.09442906401818618	0.034734419954475015	0.007436707031047263	0.0042538169655017555	156.01084109197836	33.042963521045294	0.10677110403776169	-1	-1.0	-1	0.034734419954475015	155.99492996797198	-1	86	16384	0.0	0.0	0.0	0.0	171.3889631339698	9.74019452300854	4.507799167186022e-05		5.822197999805212e-05	223.30763597699115	6.055401172488928e-05		39.19924672297202	2.312324107042514	0	29	0.9998782277107239	0.5479102730751038	0.001693428261205554	0.006273271515965462	1					
30	0.6980880810311292	20.916193473629836	4.127248571981199	5.232029777281441	1.1275318870718432	-0.26733479982067365	0.6980880810311292	1.1257495862863414	0.7466446490143426	0.6773422323394476	0.659353244549981	45.98920822143555	-33.13756561279297	-6.284248549763749	-3.280340513078178	-0.6920166792711471	-1.9420910107835037	-0.15582602420128264	0.21679996194010218	1.135058375087527	2.0357345800161633	3.5361790507634328	0.6151821642387204	0.5115621482453695	0.5613952904212766	-0.009438107556999923	0.5232838126120907	0.4772111011602314	0.5714288124446928	0.5275205460990348	0.5228929403351574	0.5953044360730706	5.231447696685791	2.659881830215454	-0.26733481884002686	1e-06	190.90417861938477	57.251455307006836	64.56640625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	655173	655173	655173	655173.0	655173	0	2	2.0	2	0.22575091971112635	0.3369931614291204	1156.0870017329858	283.3579994489555	655173	0.0	889.0	127.4296875	53.0	0.0	0.15625	16384.0	4991.109375	2.0	0.15625	16384.0	4991.109375	2.0	0.010367155075073242	0.0029261112213134766	0.001442110980860889	0.0014243138721212745	0.003100760979577899	0.0010752782691270113	0.038179874420166016	-0.0717921257019043	1.0011093616485596	4.08131742477417	368.74163818359375	4.082392692565918	369.8612060546875	0.0001378888064600265	0.3423789671728702	0.07559485958668986	0.09034102299483493	0.036722905992064625	0.00817937067040475	0.004418572993017733	205.20186597201973	52.11820484871396	0.06407701398711652	-1	-1.0	-1	0.01279686001362279	205.20186597201973	-1	129	16384	0.0	0.0	0.0	0.0	218.7329117259942	12.180720503034536	2.7842004783451557e-05		5.7425000704824924e-05	283.3579994489555	5.4054020438343287e-05		49.52771093999036	2.1950842540245503	0	30	0.9998912811279297	0.19277900457382202	0.001648034667596221	0.005863000638782978	1					
31	0.697784897100064	20.25749158859253	3.5072980775294127	4.542693606141256	1.0725436260690913	-0.3400068463088246	0.697784897100064	1.2414882532320917	0.8225091104977764	0.6578033336700173	0.6997296676854603	39.662841796875	-46.09130096435547	-7.076949954032898	-3.626991936354898	-0.7367249829330831	-2.037122935609659	-0.18947773676700308	0.12738194083721055	1.0284324639158058	1.976297549738915	3.6938725220678634	0.595808585640043	0.5786225683987141	0.6280601182952523	-0.011460874939530186	0.4539428764510376	0.4110989711612092	0.49985389915582346	0.5062028202228248	0.5890242550522089	0.6628247890621424	4.5517659187316895	2.377751588821411	-0.34000682830810547	1e-06	193.64808654785156	57.251455307006836	64.56640625	0.9999990463256836	0.008085028268396854	0.0	0.9999990463256836	0.008085028268396854	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	510344	510344	510344	510344.0	510344	0	2	2.0	2	0.22409293520824825	0.3337489348020266	1155.0381706872179	220.92083748901496	510344	0.0	991.0	127.6953125	46.0	0.0	0.1015625	16384.0	3859.3671875	8.0	0.1015625	16384.0	3859.3671875	8.0	0.625901460647583	0.0025289058685302734	0.0013846426736563444	0.0015053863171488047	0.002314304932951927	0.001107909600250423	0.006852626800537109	-0.03034830093383789	1.001116156578064	3.7239744663238525	203.71737670898438	3.7250821590423584	203.8218994140625	0.00017091919172020528	0.34560471359045664	0.07394145225189847	0.08722758397925645	0.053715182992164046	0.008081482542820595	0.004465255013201386	154.9696080799913	31.719735045017842	0.19346650101942942	-1	-1.0	-1	0.053715182992164046	154.9517822470516	-1	99	16384	0.0	0.0	0.0	0.0	170.72838290897198	9.309112976014148	2.7156027499586344e-05		5.784799577668309e-05	220.92083748901496	5.274399882182479e-05		37.73557650804287	2.469299983989913	0	31	0.999829113483429	0.19650006294250488	0.002200644463300705	0.007000917103141546	1					
32	0.7090608338126912	20.440176832675935	3.7304971527075397	4.771149836946279	1.0744445391348563	-0.3394637548335595	0.7090608338126912	1.2229906920343638	0.7614068869501353	0.6923596412176266	0.6520296124159358	35.218955993652344	-28.48996925354004	-6.836467222869397	-3.572535062767565	-0.7522250595968216	-2.0520930334925653	-0.19066340852004943	0.14663896869166707	1.0367677763978462	1.9750597855851084	3.5101653819903733	0.6011816743761301	0.5544162631034851	0.605592955648899	-0.010756973960451433	0.4783994293829892	0.4348776883969549	0.5240629858803004	0.5065742716193199	0.5652220338582993	0.6404443755745888	4.753669261932373	2.6893327236175537	-0.3394637703895569	1e-06	189.7694854736328	57.251455307006836	64.56640625	0.9999990463256836	0.001250461908057332	0.0	0.9999990463256836	0.001250461908057332	0.0	1.0	0.0078125	0.0	1.0	0.0078125	0.0	641340	641340	641340	641340.0	641340	0	2	2.0	2	0.2226490762433081	0.3377018702132369	1168.895232015154	274.3359637520043	641340	0.0	266.0	118.53125	47.0	0.0	0.1328125	16384.0	4891.9375	7.0	0.1328125	16384.0	4891.9375	7.0	-0.0398174524307251	0.002684950828552246	0.0013989625731483102	0.001456559868529439	0.0020862710662186146	0.001597888651303947	0.023598194122314453	-0.005098819732666016	1.001603126525879	3.7407078742980957	247.63023376464844	3.7423059940338135	248.05532836914062	0.00012404648385476482	0.33694222530688167	0.07577760583779347	0.07955597195541486	0.05487242102390155	0.00871831674794521	0.004559091001283377	191.16096099099377	49.19152459037332	0.18889979796949774	-1	-1.0	-1	0.012078055995516479	191.16096099099377	-1	84	16384	0.0	0.0	0.0	0.0	210.9824393359595	11.679035296023358	2.704700455069542e-05		5.712395068258047e-05	274.3359637520043	5.053903441876173e-05		48.599209728010464	2.3924812379991636	0	32	0.9998503923416138	0.2566872835159302	0.001972775673493743	0.006651389412581921	1					
33	0.676687373877748	19.975422357258044	3.5123628926230595	4.4770217381393245	0.9951354030176605	-0.3134870398134808	0.676687373877748	1.2004598014448817	0.767020922399273	0.6584824825251033	0.6711268914054687	98.88072204589844	-46.79292297363281	-6.64991027548125	-3.421705094362168	-0.7084287888260166	-1.9302256435008818	-0.18177172489231452	0.13098173261438492	1.021544344376408	1.9481269032336346	3.656637022887145	0.5875124201962822	0.5779877744222942	0.6257791456423307	-0.010686123745950968	0.4519200618742616	0.4119421784600586	0.49367731174195223	0.5008967965841293	0.5881514455142774	0.6593860317217676	4.449148654937744	2.625007152557373	-0.3134870231151581	1e-06	193.62142181396484	57.251455307006836	64.56640625	0.9999990463256836	0.0059666708111763	0.0	0.9999990463256836	0.0059666708111763	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	616114	616114	616114	616114.0	616114	0	2	2.0	2	0.22297936577730765	0.3373628494819662	1168.1453816541466	263.71460679301526	616114	0.0	821.0	132.4453125	46.0	0.0	0.1328125	16384.0	4680.9453125	5.0	0.1328125	16384.0	4680.9453125	5.0	0.1921294927597046	0.0026078224182128906	0.0012936373241245747	0.001284586964175105	0.0020734318532049656	0.001080227317288518	0.01298975944519043	-0.019138813018798828	1.0010859966278076	3.590977191925049	215.78660583496094	3.592057466506958	216.05377197265625	0.00013994484785154136	0.33935533248652067	0.07507028590650149	0.08622197998920456	0.037316838977858424	0.008719945257780637	0.004730766988359392	182.94546148797963	45.03661324417226	0.16676007496425882	-1	-1.0	-1	0.02263390802545473	182.94546148797963	-1	68	16384	0.0	0.0	0.0	0.0	203.32848036795622	11.174097370996606	2.447102451696992e-05		6.433500675484538e-05	263.71460679301526	6.938999285921454e-05		46.251854130998254	2.2785074959974736	0	33	0.9998855590820312	0.19492363929748535	0.0018377588130533695	0.006401319056749344	1					
34	0.744638343683767	20.5020717893328	4.162452521847979	5.232481357807826	1.100894713365682	-0.302185416338034	0.744638343683767	1.2592077854336525	0.847123645055963	0.7170769403004372	0.7118923566684279	40.16422653198242	-26.600894927978516	-6.731444050462878	-3.544443872015999	-0.7610532336260135	-2.0529903961079463	-0.1848547434605354	0.20653909400231887	1.1986724599299179	2.168225418184323	3.7479773112997408	0.6030021145635721	0.5028044222568979	0.5571654591025138	-0.010245933745065895	0.5303586366567381	0.48562473441386234	0.5758848196633246	0.5056244800893628	0.5144654542815928	0.5940865637088308	5.238241672515869	3.0281805992126465	-0.30218541622161865	1e-06	192.64004135131836	57.251455307006836	64.56640625	0.9999990463256836	0.008282214403152466	0.0	0.9999990463256836	0.008282214403152466	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	794064	794064	794064	794064.0	794064	0	2	2.0	2	0.22706470665911307	0.3399708652156965	1125.5162397270494	352.75546099297935	794064	0.0	755.0	139.2421875	45.0	0.0	0.21875	16384.0	6064.3828125	2.0	0.21875	16384.0	6064.3828125	2.0	0.6307315826416016	0.0031037330627441406	0.0014545876765623689	0.001359100453555584	0.0022914891596883535	0.0009592946153134108	0.02280139923095703	-0.05548286437988281	1.0009759664535522	4.175584316253662	317.3656921386719	4.176543712615967	317.34765625	0.00012044638721658923	0.35372532704143284	0.07617006381226675	0.09564214001875371	0.03609511902322993	0.008929796398206236	0.004720889963209629	271.5050371219986	75.0001634496839	0.1043940790113993	-1	-1.0	-1	0.011329464963637292	271.5050371219986	-1	80	16384	0.0	0.0	0.0	0.0	274.5761015879689	14.62397008301923	2.5426968932151794e-05		5.831802263855934e-05	352.75546099297935	4.79050213471055e-05		60.48390555102378	2.3462729179882444	0	34	0.999869704246521	0.30462169647216797	0.0017725363140925765	0.0060925050638616085	1					
35	0.7083019455429167	19.974940681457518	3.912672019219026	4.873144121635705	0.9917675910226535	-0.30642242531030206	0.7083019455429167	1.1540366852283477	0.7844500459171831	0.6813002652209252	0.6828179326374084	35.18362808227539	-33.854026794433594	-6.284943040311337	-3.349588606096804	-0.7335000920668244	-1.9713631394784898	-0.19103866408986506	0.1724969803714339	1.122919260126755	2.086420728790597	3.635701706079999	0.5874982583522796	0.5357508105039597	0.5849253463745118	-0.010694471210881603	0.4934850671334425	0.4537778746755794	0.5340479206905002	0.4939158111810684	0.5462920999526978	0.6182795304059983	4.869678020477295	3.1765353679656982	-0.3064224123954773	1e-06	192.5553741455078	57.30606031417847	64.56640625	0.9999990463256836	0.005466571543365717	0.0	0.9999990463256836	0.005466571543365717	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	818588	818588	818588	818588.0	818588	0	2	2.0	2	0.22849885928014185	0.3410579483489509	1140.1940858592889	358.9687098679715	818588	0.0	975.0	142.734375	49.0	0.0	0.2265625	16384.0	6252.484375	2.0	0.2265625	16384.0	6252.484375	2.0	-0.6537942886352539	0.002591252326965332	0.0013447531964629889	0.0013957095798105001	0.002574342768639326	0.0018428419716656208	0.0380702018737793	-0.030775070190429688	1.0018599033355713	3.96445631980896	305.262451171875	3.966299057006836	305.93682861328125	0.00012094028746293086	0.347897637371641	0.07581603917477252	0.09900026803370565	0.050595579959917814	0.009309475312420545	0.00452047900762409	275.87300894700456	78.66329384950859	0.1555258739972487	-1	-1.0	-1	0.012493131041992456	275.87300894700456	-1	118	16384	0.0	0.0	0.0	0.0	278.42874134599697	14.92020519101061	2.7040019631385803e-05		5.6081044021993876e-05	358.9687098679715	5.190400406718254e-05		62.06209987599868	2.822606639994774	0	35	0.9999142289161682	0.14747804403305054	0.0016731120413169265	0.006000708322972059	1					
36	0.6734868948664164	19.211272599562157	3.681089051502739	4.526319384746218	0.8723177832994997	-0.2523696420248598	0.6734868948664164	1.1777628356555723	0.8133889145903149	0.6470627437811345	0.706512773866361	120.14865112304688	-33.32657241821289	-6.197064856313309	-3.2164243807629593	-0.6598139460339159	-1.8432540879496988	-0.1516752587422676	0.2007752604747437	1.1234650287410746	2.108829441791128	3.6806544453716614	0.565037431863119	0.5639630781029755	0.6089694331277091	-0.009504799887302929	0.46089632443057915	0.4265926041017629	0.4954445728865224	0.4695122613097137	0.5734671899732554	0.6398174622148838	4.523536205291748	3.0778393745422363	-0.25236964225769043	1e-06	189.3220100402832	57.30606031417847	64.56640625	0.9999990463256836	0.005359328351914883	0.0	0.9999990463256836	0.005359328351914883	0.0	1.0	0.0234375	0.0	1.0	0.0234375	0.0	860906	860906	860906	860906.0	860906	0	2	2.0	2	0.22875275445469442	0.340668365039182	1118.4719561700003	384.8581071929657	860906	0.0	454.0	128.109375	42.0	0.0	0.2421875	16384.0	6597.71875	5.0	0.2421875	16384.0	6597.71875	5.0	1.1049175262451172	0.0024188756942749023	0.001215185271576047	0.0012238308554515243	0.002007556613534689	0.0010611237958073616	0.007719993591308594	-0.03371286392211914	1.0010684728622437	3.870342254638672	302.38311767578125	3.8714029788970947	302.46978759765625	9.640736734435203e-05	0.35560852897309164	0.07597051545347443	0.08299768099095672	0.022714972030371428	0.00891666048892148	0.004525187017861754	297.11956108902814	89.56494479815274	0.21248330699745566	-1	-1.0	-1	0.016930078039877117	297.11956108902814	-1	139	16384	0.0	0.0	0.0	0.0	300.3142475860077	15.944273495988455	2.543698064982891e-05		5.553901428356767e-05	384.8581071929657	6.200099596753716e-05		65.40347257698886	2.4552706080139615	0	36	0.9999158382415771	0.1766452193260193	0.0014782720245420933	0.005730242468416691	1					
37	0.8192112699789168	19.698712490223073	4.326959059146854	5.294649011752982	0.9919338135412006	-0.3328012130114075	0.8192112699789168	1.2100963824325137	0.9127909435407707	0.8035393687853314	0.8331382094916923	47.61071014404297	-31.090328216552734	-6.613351604176892	-3.5728391360284553	-0.8777434903162497	-2.1486593293698713	-0.22985968260844755	0.22572238088945665	1.3123848486574456	2.3622202945859447	4.049531128351964	0.5793739016409274	0.4869722671530865	0.5365417447906954	-0.01044623304214501	0.5415630765465148	0.501794470499994	0.5814304100047728	0.4920374886305244	0.49826794641989247	0.5719128488390534	5.25711727142334	4.477109432220459	-0.3328011929988861	1e-06	190.09693908691406	57.30606031417847	64.56640625	0.9999990463256836	0.005950278602540493	0.0	0.9999990463256836	0.005950278602540493	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	850744	850744	850744	850744.0	850744	0	2	2.0	2	0.22665979449579823	0.3400437185691521	1128.6608246648955	376.88204525597394	850744	0.0	775.0	126.265625	38.0	0.0	0.2265625	16384.0	6520.171875	4.0	0.2265625	16384.0	6520.171875	4.0	-0.22327053546905518	0.0029000043869018555	0.0013833765406161547	0.0013206899166107178	0.0020233846735209227	0.0004136786446906626	0.007750034332275391	-0.04918956756591797	1.00042724609375	4.115339756011963	411.06683349609375	4.115753173828125	410.7816467285156	0.00010350144932733453	0.35103958642892513	0.07651351370915069	0.08805323700653389	0.03991050401236862	0.009713018836464471	0.004569660988636315	289.71910769696115	88.50735000481063	0.14860816998407245	-1	-1.0	-1	0.00989710696740076	289.71910769696115	-1	71	16384	0.0	0.0	0.0	0.0	292.9713201210252	15.767892042000312	4.2953004594892263e-05		6.0838996432721615e-05	376.88204525597394	5.548098124563694e-05		65.09341270697769	2.2804018440074287	0	37	0.9998950958251953	0.20045995712280273	0.001604085904546082	0.005800627637654543	1					
38	0.8372502741331118	20.06399330496788	4.728030870755902	5.74531115110949	1.0428238001768477	-0.24195509740457055	0.8372502741331118	1.2586749931797385	0.8968494739674497	0.813715109241457	0.8326636146448436	50.65082931518555	-48.60824966430664	-6.631257062079385	-3.5782979481155053	-0.8012652854304179	-2.106971430395788	-0.17603270612562483	0.3418254863418042	1.5103780287990958	2.6455282345032174	4.449794870248297	0.5901174484752119	0.439820175524801	0.49516857182607055	-0.010695461263821926	0.5894182707879736	0.5483598300340873	0.6300636760906855	0.5027746637351811	0.451703067868948	0.5326105775311589	5.760726451873779	3.9983224868774414	-0.24195510149002075	1e-06	198.07581329345703	57.30606031417847	64.56640625	0.9999990463256836	0.006367221008986235	0.0	0.9999990463256836	0.006367221008986235	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	1022036	1022036	1022036	1022036.0	1022036	0	2	2.0	2	0.2280475807877387	0.3426086708344788	1101.196455612804	464.05706937698415	1022036	0.0	817.0	135.625	43.0	0.0	0.3125	16384.0	7849.03125	2.0	0.3125	16384.0	7849.03125	2.0	-0.03673022985458374	0.0031012296676635742	0.00148966524284333	0.0014326698146760464	0.0018784778658300638	0.001096716383472085	0.014067649841308594	-0.03520679473876953	1.0011037588119507	4.68096923828125	513.3763427734375	4.682065963745117	514.515625	7.466517127948341e-05	0.36088639530851263	0.07728142890469307	0.0763104929937981	0.03907437896123156	0.010352875496664637	0.004859020991716534	360.22422172204824	133.03235547433542	0.08346650301245973	-1	-1.0	-1	0.013574237003922462	360.22422172204824	-1	227	16384	0.0	0.0	0.0	0.0	362.57390009297524	18.89788441901328	2.403004327788949e-05		5.690002581104636e-05	464.05706937698415	9.049999061971903e-05		78.98440247203689	2.7675478939781897	0	38	0.9998742341995239	0.21597206592559814	0.0015416918322443962	0.005632416345179081	1					
39	0.8368213155151655	19.725375938415528	4.642009778018109	5.596087642514613	0.9721277367963921	-0.24140862792046391	0.8368213155151655	1.2770090950032076	0.8924286865008374	0.8200041378266179	0.8100032107128451	52.74297332763672	-27.50322723388672	-6.265965526799361	-3.381321273185313	-0.8137704224868988	-2.052707361274709	-0.19431866344675655	0.3451644361688523	1.5081991819093674	2.6246845740427642	4.2815523798190815	0.5801581191519897	0.4498620256781578	0.5007770821452141	-0.009337504217061603	0.5773593383618087	0.5386442779248076	0.6149345603892774	0.4881709044178327	0.461408801873525	0.536054736872514	5.593576431274414	3.682469606399536	-0.24140861630439758	1e-06	189.80387115478516	57.30606031417847	64.56640625	0.9999990463256836	0.0030970685184001923	0.0	0.9999990463256836	0.0030970685184001923	0.0	1.0	0.0078125	0.0	1.0	0.0078125	0.0	969407	969407	969407	969407.0	969407	0	2	2.0	2	0.22731444303727644	0.3424790000053139	1086.6634762122137	446.0474752400187	969407	0.0	352.0	116.8515625	51.0	0.0	0.3359375	16384.0	7456.640625	3.0	0.3359375	16384.0	7456.640625	3.0	0.20700979232788086	0.002894163131713867	0.0013987517450004816	0.0013541567604988813	0.0022727709729224443	0.0015906644985079765	0.06073904037475586	-0.019066810607910156	1.001608967781067	4.7331862449646	550.4287109375	4.734777450561523	550.5506591796875	9.951146834658603e-05	0.36526015821883223	0.0779625099973682	0.09646711399545893	0.055648790032137185	0.010117633416939498	0.0047399409813806415	342.89619506901363	114.53433428119479	0.15678060799837112	-1	-1.0	-1	0.013038282981142402	342.89619506901363	-1	101	16384	0.0	0.0	0.0	0.0	348.62255801196443	18.236876467999537	2.8010981623083353e-05		7.452600402757525e-05	446.0474752400187	5.312100984156132e-05		75.57740292901872	2.713745313056279	0	39	0.9999028444290161	0.1558317095041275	0.0013760480796918273	0.005366905126720667	1					
