step	actor/distillation/abs_loss	actor/distillation/c4_budget	actor/distillation/c4_eps_missed	actor/distillation/c4_freeze_frac	actor/distillation/c4_hq_freeze	actor/distillation/c4_pi_tail	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
26	0.3499826196847217	7.954931403909411	0.18798647062586887	0.0003086377338539543	0.0003086377338539543	0.07716945558786392	0.6166960958923612	0.9649147737239089	0.4958996187363352	0.3608407638967037	0.3499826196847217	0.8282556108066014	0.554479572389807	0.1708576221239387	0.4072831170633435	20.66051483154297	-4.500635597537439e-08	0.0	0.0	0.0	0.0	0.029339898377656937	0.2976441433254097	1.8076769709587097	4.168886291129248	8.09606749670846	0.5005081338541848	0.9242985163416181	0.9389748701027462	-0.021898750781214664	0.09112864513216275	0.07281494100711175	0.1149629820138216	0.41885036868708475	0.9271850458213261	0.963296149458204	1.007673740386963	2.4570329189300537	0.36084073781967163	1e-06	211.1915740966797	57.2517147064209	64.509765625	0.9999990463256836	0.020977575331926346	0.0	0.9999990463256836	0.020977575331926346	0.0	1.0	0.0234375	0.0	1.0	0.0234375	0.0	212999	212999	212999	212999.0	212999	0	2	2.0	2	0.19721121379870157	0.30962480646585505	1380.6755905070863	77.13578825630248	212999	0.0	952.0	130.796875	47.0	0.0	0.0	12018.0	1533.2578125	3.0	0.0	12018.0	1533.2578125	3.0	3.9125967025756836	0.0013577938079833984	0.0007648977916687727	0.0008525817538611591	0.002522301161661744	0.0009046533377841115	0.015788674354553223	-0.03148841857910156	1.0009164810180664	1.747719168663025	48.16184997558594	1.7486239671707153	47.14025115966797	0.0003540722372656149	0.2697886891530468	0.0751818396723224	0.07541703246533871	0.016319280490279198	0.0064088809449458495	0.004666659981012344	50.79707706347108	7.319585389195709	0.16852679662406445	-1	-1.0	-1	0.010382844135165215	50.79707706347108	-1	114	12018	0.0	0.0	0.0	0.0	52.94791876710951	4.070799795910716	3.399699926376343e-05		9.627640247344971e-05	77.13578825630248	6.358698010444641e-05		16.013656668365	3.4035350754857063	0	26	0.9996684193611145	0.21483789384365082	0.0029709667433053255	0.009289635345339775	1					
27	0.4671809023076838	9.95410442352295	0.2216283997351473	0.0005291413055436516	0.0005291413055436516	0.08879924836483868	0.7300654785199598	1.2073012752966448	0.6458055864680897	0.46849143132567406	0.4671809023076838	0.8864189061251554	0.6072007390585813	0.2783836492083289	0.43268910863182763	20.573884963989258	-3.82448774871591e-08	0.0	0.0	0.0018246915106746283	0.0	0.05372168259187178	0.46708100221373816	2.324302153153853	4.8629395311528985	9.193462892012162	0.5639701810750094	0.9154922528700395	0.9305892424149946	-0.026393102143298496	0.1049640839072791	0.08131280135024678	0.13729260929606177	0.4550168649716811	0.9186872135509144	0.9580024968494069	1.1914368867874146	3.0230140686035156	0.46849143505096436	1e-06	213.78747940063477	57.2517147064209	64.509765625	0.9999990463256836	0.053333282470703125	0.0	0.9999990463256836	0.053333282470703125	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	169212	169212	169212	169212.0	169212	0	2	2.0	2	0.20197911637879898	0.2811471791044947	1535.738560755571	55.09140823967755	169212	0.0	971.0	132.515625	46.0	0.0	0.0	9197.0	1189.453125	2.0	0.0	9197.0	1189.453125	2.0	5.001566410064697	0.001922607421875	0.001013958128169179	0.0010705228196457028	0.003741122782230377	0.0008213145774789155	0.05983591079711914	-0.07597160339355469	1.000870704650879	1.7074843645095825	25.702972412109375	1.7083055973052979	25.701555252075195	0.000460975536892939	0.23348355041251004	0.07119471253009338	0.07800259254872799	0.022067738696932793	0.0064501152373850346	0.00416046567261219	33.73815217614174	5.368762668091222	0.06966597586870193	-1	-1.0	-1	0.010257242247462273	33.73815217614174	-1	126	9197	0.0	0.0	0.0	0.0	35.54787055030465	3.494352452456951	4.956871271133423e-05		8.562766015529633e-05	55.09140823967755	6.828643381595612e-05		12.04699969664216	3.3212917782366276	0	27	0.9995735883712769	0.19962991774082184	0.00432198541238904	0.010821732692420483	1					
28	0.3664936503628269	7.58661974221468	0.17503803735598922	0.00023715145061942167	0.00023715145061942167	0.07508941467676777	0.6234212366398424	0.9382001454941928	0.48300320166163146	0.3579223313718103	0.3664936503628269	0.8211660385131836	0.58857552241534	0.2481890235847004	0.39364180160919204	20.251379013061523	-4.4282465694323037e-08	0.0	0.0	0.0	0.0	0.036928337533026934	0.34959437884390354	1.8405702356249094	4.184007482603192	8.25591117143631	0.5030822223052382	0.9265819005668163	0.9392698965966702	-0.024199637395213358	0.08802659876528196	0.07068222761154175	0.11077795515302569	0.4386199302971363	0.9293177537620068	0.9614693075418472	0.911204993724823	2.3394248485565186	0.3579223155975342	1e-06	214.4544792175293	57.2517147064209	64.509765625	0.9999990463256836	0.08714281022548676	0.0	0.9999990463256836	0.08714281022548676	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	257712	257712	257712	257712.0	257712	0	2	2.0	2	0.21656202565229352	0.31704613473264787	1145.320009578689	112.506547447294	257712	0.0	991.0	141.5390625	52.0	0.0	0.03125	16384.0	1871.8359375	2.0	0.03125	16384.0	1871.8359375	2.0	3.9846439361572266	0.0015109777450561523	0.0007217678939923644	0.0006893219542689621	0.0031670699827373028	0.0010883238865062594	0.04806804656982422	-0.07347965240478516	1.0011240243911743	1.9964264631271362	91.56349182128906	1.9975147247314453	91.86300659179688	0.00029999971854188643	0.35526810839391915	0.07243040844768252	0.07731352746486664	0.023692075163125992	0.006880734072183259	0.0041409991681575775	79.41562866792083	9.229795245933929	0.09867792017757893	-1	-1.0	-1	0.018671495839953423	79.41476913541555	-1	92	16384	0.0	0.0	0.0	0.0	85.12046243064106	4.867477020248771	3.884173929691315e-05		7.30510801076889e-05	112.506547447294	7.314421236515045e-05		18.66618542186916	3.250389339402318	0	28	0.9996587038040161	0.26718777418136597	0.0030180627945810556	0.009557139128446579	1					
29	0.409179935497897	8.578343527657646	0.20280325479273284	0.00030268559047336955	0.00030268559047336955	0.08587963486622487	0.6904302058475358	1.0654853193887643	0.5469981761915343	0.4168241545557976	0.409179935497897	0.8725867782320295	0.6172986669199807	0.20409679964983038	0.502734654716083	23.622488021850586	-3.82448774871591e-08	0.0	0.0	0.008435451558658056	0.0	0.04662128325019564	0.3583436278360231	2.112311542034149	4.631004248346601	8.687441621507917	0.5211364030838013	0.9157848485878536	0.9317285971982139	-0.025706015593771423	0.1012566011798169	0.08102095115464181	0.12747444099347507	0.428757260952677	0.9189790402139936	0.9585826226643154	1.053765058517456	2.704602003097534	0.4168241620063782	1e-06	220.1715202331543	57.2517147064209	64.607421875	0.9999990463256836	0.01466186624020338	0.0	0.9999990463256836	0.01466186624020338	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	220356	220356	220356	220356.0	220356	0	2	2.0	2	0.1952834166966852	0.31234619840966016	1163.2273583766091	94.71751090325415	220356	0.0	406.0	126.1953125	43.0	0.0	0.0	16176.0	1595.3359375	4.0	0.0	16176.0	1595.3359375	4.0	3.7120137214660645	0.0017538070678710938	0.0008217531722038984	0.0007683283765800297	0.0029424079693853855	0.0024688965640962124	0.051827430725097656	-0.003861665725708008	1.002496361732483	1.6639453172683716	34.12471389770508	1.6664141416549683	34.800865173339844	0.00030021172795674576	0.3346815508146484	0.07699092292502602	0.06615345552563667	0.016322512179613113	0.006338044069707394	0.004409333691000938	65.68955454975367	7.579963749900344	0.32807647809386253	-1	-1.0	-1	0.011934012174606323	65.68955454975367	-1	95	16176	0.0	0.0	0.0	0.0	68.34297672100365	4.3233418967574835	4.003196954727173e-05		7.506273686885834e-05	94.71751090325415	5.248561501502991e-05		16.965411812067032	4.094033885747194	0	29	0.9996550679206848	0.12137752771377563	0.0033517200499773026	0.009879921562969685	1					
30	0.4346920190773045	7.628760402019207	0.16584130738360378	0.0003402174177328841	0.0003402174177328841	0.06562135897827549	0.5382224981708882	0.8677242386441392	0.5145975410884532	0.43374536985720624	0.4346920190773045	0.7274236942713077	0.49867611206494844	0.3330511645628856	0.40691856237558216	30.602733612060547	-3.82448774871591e-08	0.0	0.0	0.0	0.0	0.021046437824574802	0.4828468102675218	2.1355984394366923	4.3078394669752855	8.223369544515243	0.511038023691911	0.937780513213231	0.9494723035739019	-0.026520501197620224	0.07778413397654031	0.0598304990629773	0.10266281531389373	0.40647895634174347	0.9401694948856647	0.9739302075826205	0.8649876117706299	2.750080108642578	0.4337453544139862	1e-06	223.79607009887695	57.2517147064209	64.607421875	0.9999990463256836	0.01196143589913845	0.0	0.9999990463256836	0.01196143589913845	0.0	1.0	0.0234375	0.0	1.0	0.0234375	0.0	216036	216036	216036	216036.0	216036	0	2	2.0	2	0.19577054025061535	0.3145600161642633	1226.3216659158252	88.08292555063963	216036	0.0	889.0	127.4296875	53.0	0.0	0.0078125	16384.0	1560.3515625	3.0	0.0078125	16384.0	1560.3515625	3.0	10.290648460388184	0.0016880035400390625	0.0008737575844861567	0.0009053114335983992	0.0023958145175129175	0.0015765652060508728	0.054364681243896484	-0.02224445343017578	1.0015977621078491	1.4049174785614014	85.42252349853516	1.406494140625	85.74170684814453	0.000305064927152912	0.318322210752303	0.07539640824082536	0.0659050066024065	0.016043739393353462	0.006439952660002746	0.004634791985154152	61.09064001776278	7.471486159716733	0.11281740479171276	-1	-1.0	-1	0.010728904977440834	61.09064001776278	-1	212	16384	0.0	0.0	0.0	0.0	63.576903542503715	3.9298732839524746	3.1871721148490906e-05		6.0696154832839966e-05	88.08292555063963	6.231479346752167e-05		16.288338450714946	3.4322460889816284	0	30	0.9994855523109436	0.4246407449245453	0.003883637022227049	0.010819744318723679	1					
31	0.3672664107547866	6.401592433452606	0.1380924554929758	0.00022274253488932218	0.00022274253488932218	0.05870719573512259	0.5075499758952193	0.7509086516996225	0.4300723034474585	0.3654240812174976	0.3672664107547866	0.8152785698572794	0.6208357214927673	0.22071216317514578	0.48320325712362927	20.721851348876953	-3.82448774871591e-08	0.0	0.0	0.0	0.0	0.022721105099966128	0.29374097453223336	1.977897846036487	4.560283952289158	8.913172907299465	0.5140679279963175	0.9437685509522756	0.9534686803817749	-0.025424732050548	0.06881880968446946	0.054151339618126966	0.08877796053679453	0.43422727949089474	0.9458486669593387	0.9740619228945838	0.743821382522583	2.2467997074127197	0.3654240667819977	1e-06	217.0294303894043	57.2517147064209	64.607421875	0.9999990463256836	0.0328490287065506	0.0	0.9999990463256836	0.0328490287065506	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	281345	281345	281345	281345.0	281345	0	2	2.0	2	0.21725089096779424	0.32137456367608913	1164.6891209775192	120.78115736320615	281345	0.0	991.0	127.6953125	46.0	0.0	0.03125	16384.0	2070.3125	2.0	0.03125	16384.0	2070.3125	2.0	18.167804718017578	0.0013827085494995117	0.0006657468620687723	0.0006412230432033539	0.0024981284514069557	0.0006292760372161865	0.020197391510009766	-0.043872833251953125	1.0006449222564697	1.5859898328781128	29.986045837402344	1.5866190195083618	29.904172897338867	0.00024186707282981986	0.34404818864785275	0.07230392708280986	0.06804809160530567	0.021220047026872635	0.006496866000816226	0.004314132034778595	85.84835992753506	10.880779063736554	0.07752964831888676	-1	-1.0	-1	0.013559479266405106	85.84835992753506	-1	80	16384	0.0	0.0	0.0	0.0	91.17276999168098	5.217089863494039	3.0467286705970764e-05		6.0362741351127625e-05	120.78115736320615	5.103275179862976e-05		20.34234836511314	3.472927175462246	0	31	0.9995554685592651	0.3440209627151489	0.0029655578546226025	0.009563015773892403	1					
32	0.3404132594855932	5.828251485641186	0.12091340015355784	0.00017625769732358793	0.00017625769732358793	0.051924229527895265	0.45334091796897924	0.6640187438863975	0.4048840134189679	0.3446249736007303	0.3404132594855932	0.8441064174358661	0.6511337355925486	0.22813173652041138	0.5030782732826012	27.433507919311523	-4.500635597537439e-08	0.0	0.0	0.0	0.0	0.017096957191824913	0.27965312049939084	1.8101388135781655	4.229557271187122	8.20846596130958	0.5005563359994155	0.9503894677528968	0.9584402556602771	-0.023860651569870803	0.060865304056698315	0.04773027292685583	0.07897100293149169	0.4235959912721927	0.9522697169047135	0.9766499102115631	0.6805061101913452	2.078979969024658	0.34462496638298035	1e-06	222.3787078857422	57.2517147064209	64.607421875	0.9999990463256836	0.02160254307091236	0.0	0.9999990463256836	0.02160254307091236	0.0	1.0	0.0703125	0.0	1.0	0.0703125	0.0	405496	405496	405496	405496.0	405496	0	2	2.0	2	0.21780031464807187	0.31483027515755396	1226.8512143426865	165.25883304327726	405496	0.0	266.0	118.53125	47.0	0.0	0.0546875	16384.0	3049.40625	15.0	0.0546875	16384.0	3049.40625	15.0	2.352674961090088	0.0013526678085327148	0.000658054428640753	0.0006428105989471078	0.0014724584762006998	0.0007970191654749215	0.007197976112365723	-0.012336254119873047	1.0007994174957275	1.2273551225662231	14.254985809326172	1.2281520366668701	14.229928016662598	0.00016578937332911017	0.3170311875040679	0.0740431308508064	0.06722692772746086	0.021838286891579628	0.007286359614226967	0.004318492487072945	115.14043464697897	19.78803410040564	0.20924382656812668	-1	-1.0	-1	0.01088649220764637	115.14043464697897	-1	142	16384	0.0	0.0	0.0	0.0	123.74488123133779	7.748343342915177	8.660741150379181e-05		6.15101307630539e-05	165.25883304327726	5.3046271204948425e-05		30.02419338747859	3.114750910550356	0	32	0.9995355010032654	0.22507856786251068	0.0029931184835731983	0.009704274125397205	1					
33	0.3299887452806745	6.10680421420506	0.1302964839419084	0.0001194898338456239	0.0001194898338456239	0.053699612936803275	0.47621002410139357	0.7030410908162594	0.4263207693185125	0.3306168469134718	0.3299887452806745	0.8792541120733534	0.6503153034618923	0.23935333447796958	0.5106771728822164	24.82543182373047	-4.500635597537439e-08	0.0	0.0	0.004147456160613469	0.0	0.028114089343164648	0.2166505937065397	1.8360965115683419	4.220220943859645	8.19358286176409	0.5142741705690111	0.9483720336641585	0.9561509251594543	-0.024121210005666527	0.06340738290787808	0.04961390322673002	0.08237361444958619	0.43546861239842005	0.9503860984529767	0.9740498185157775	0.7067686915397644	1.9475983381271362	0.33061683177948	1e-06	219.9586944580078	57.2517147064209	64.607421875	0.9999990463256836	0.03625710308551788	0.0	0.9999990463256836	0.03625710308551788	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	558143	558143	558143	558143.0	558143	0	2	2.0	2	0.22302224579769434	0.32857839640237746	1237.7116938633364	225.47375239618123	558143	0.0	821.0	132.4453125	46.0	0.0	0.0859375	16384.0	4228.046875	19.0	0.0859375	16384.0	4228.046875	19.0	0.499927282333374	0.00128173828125	0.0006545930518768728	0.0006733567570336163	0.0014397490303963423	0.0009737118380144238	0.009744644165039062	-0.01200556755065918	1.0009762048721313	1.311951994895935	16.207321166992188	1.3129258155822754	16.23215103149414	0.00011781725228099025	0.31190409958123033	0.07535819044783366	0.06575887463986874	0.02120550535619259	0.008032530677155592	0.004770191386342049	155.18741080537438	35.61740085355996	0.23280740715563297	-1	-1.0	-1	0.01258012093603611	155.18741080537438	-1	76	16384	0.0	0.0	0.0	0.0	168.79937965236604	10.454295173287392	3.729201853275299e-05		7.658079266548157e-05	225.47375239618123	5.2386894822120667e-05		42.060646491125226	3.5000944789499044	0	33	0.9994797110557556	0.2434866726398468	0.0029005813412368298	0.009539997205138206	1					
34	0.2978016131210924	5.142059131102129	0.10205899271055717	8.032844595039602e-05	8.032844595039602e-05	0.0445292691203411	0.4044235507079231	0.5771610332383055	0.35728108140491793	0.29903953331267985	0.2978016131210924	0.8624302030287005	0.6324296512387015	0.21052543383451516	0.5092235749418085	21.497037887573242	-9.043887416737562e-08	0.0	0.0	0.0009550939906727184	0.0	0.019344642758369446	0.1923868754370646	1.6548520760102705	3.9522177468646658	7.70027896490964	0.49092365530404175	0.9575752670114691	0.9647551625967026	-0.022004930136145875	0.05203591076993193	0.04087902124229004	0.06760863490787662	0.41174000027504837	0.9591209807179191	0.9799092276529833	0.5845875144004822	1.8458211421966553	0.2990395128726959	1e-06	217.33908462524414	57.2517147064209	64.607421875	0.9999990463256836	0.0053920261561870575	0.0	0.9999990463256836	0.0053920261561870575	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	705319	705319	705319	705319.0	705319	0	2	2.0	2	0.22490401843282892	0.33616049496370043	1197.9575090150875	294.38398052193224	705319	0.0	755.0	139.2421875	45.0	0.0	0.1328125	16384.0	5371.0625	11.0	0.1328125	16384.0	5371.0625	11.0	0.052324533462524414	0.001008749008178711	0.0005629367078654468	0.000623435596935451	0.0016064608935266733	0.0008735372684895992	0.0187225341796875	-0.02604532241821289	1.0008792877197266	1.2743088006973267	30.893207550048828	1.2751823663711548	31.07314109802246	9.104995920459218e-05	0.32630051472517496	0.07524471447079033	0.06421926617622375	0.035500241443514824	0.00876871813670732	0.004428563639521599	207.78872901201248	58.83791454246966	0.26498073153197765	-1	-1.0	-1	0.0100365299731493	207.78872901201248	-1	64	13528	0.0	0.0	0.0	0.0	224.3302986714989	13.018403699621558	5.2344053983688354e-05		7.438100874423981e-05	294.38398052193224	5.397200584411621e-05		53.071526765823364	3.2996294666081667	0	34	0.9996541142463684	0.21168500185012817	0.0025671813637018204	0.009048820473253727	1					
35	0.320753304556442	3.7881935307612786	0.05314942007848563	7.375410048273177e-05	7.375410048273177e-05	0.02355578288216538	0.2595441491396811	0.35361764221810377	0.3134128915486284	0.319673589328886	0.320753304556442	0.8155005650164989	0.6398515175275791	0.24967567040584981	0.5342962424217078	20.789806365966797	-7.571565419084436e-08	0.0	0.0	0.0	0.0	0.0006593803946788495	0.17355011980264232	1.8866733559049094	4.195658506109164	7.874930292367935	0.5009506098352946	0.9804301342138877	0.9798619552300527	-0.02338029660929281	0.027007289526339334	0.018926522217113346	0.04044017742181985	0.41882454603910446	0.9810734746547846	0.9920478520485071	0.35043108463287354	2.0092227458953857	0.3196735978126526	1e-06	224.0555419921875	57.2517147064209	64.607421875	0.9999990463256836	0.014859155751764774	0.0	0.9999990463256836	0.014859155751764774	0.0	1.0	0.0625	0.0	1.0	0.0625	0.0	835745	835745	835745	835745.0	835745	0	2	2.0	2	0.2272111261214213	0.33644475581959526	1161.9936201401497	359.6168625690043	835745	0.0	975.0	142.734375	49.0	0.0	0.1796875	16384.0	6386.5234375	2.0	0.1796875	16384.0	6386.5234375	2.0	0.7028504610061646	0.001217961311340332	0.0005801219958811998	0.0005565674509853125	0.0023011858575046062	0.0010325098410248756	0.029217243194580078	-0.06978034973144531	1.0010619163513184	0.9648653268814087	32.329612731933594	0.9658979177474976	32.06855010986328	8.833797963456674e-05	0.3385756492260206	0.07580096062141137	0.07382802478969097	0.037678951397538185	0.008633632023702376	0.004706330597400665	274.34664295986295	84.66209922284179	0.0749207716435194	-1	-1.0	-1	0.010778279975056648	274.34664295986295	-1	68	16384	0.0	0.0	0.0	0.0	276.7771288510412	15.553457180038095	5.8416277170181274e-05		6.872043013572693e-05	359.6168625690043	5.524046719074249e-05		63.35027383454144	3.220581591129303	0	35	0.9992590546607971	0.2131401002407074	0.0029994866345077753	0.009904878214001656	1					
36	0.30446734302677214	3.9389456156641245	0.06236307751532877	3.572128184714529e-05	3.572128184714529e-05	0.028498520663561067	0.29343885206617415	0.39985553710721433	0.31183109944686294	0.3052699388936162	0.30446734302677214	0.8331386055797338	0.6135780005715787	0.23979849788884167	0.5222857785411179	24.608558654785156	-3.82448774871591e-08	0.0	0.0	0.0028265342116355896	0.0	0.008169449050910771	0.13248531831777655	1.8411270137876272	4.286958713084459	8.138976998627186	0.49750646436586976	0.9746769005432725	0.9759456543251872	-0.023214523287606426	0.032689639534510206	0.02443930576191633	0.045737572050711606	0.41979401744902134	0.9755606912076473	0.9882667437195778	0.3989645540714264	1.8436310291290283	0.30526992678642273	1e-06	220.22331619262695	57.2517147064209	64.607421875	0.9999990463256836	0.008524316363036633	0.0	0.9999990463256836	0.008524316363036633	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	1025041	1025041	1025041	1025041.0	1025041	0	2	2.0	2	0.22776376527537692	0.33891062363154134	1148.6049935838694	446.2112761680037	1025041	0.0	454.0	128.109375	42.0	0.0	0.265625	16384.0	7880.0234375	2.0	0.265625	16384.0	7880.0234375	2.0	0.8437995910644531	0.0011065006256103516	0.000554390309844166	0.0005578910349868238	0.0017998379189521074	0.0016580773517489433	0.1136164665222168	-0.0037431716918945312	1.0017112493515015	1.018100619316101	28.48495101928711	1.0197588205337524	29.034820556640625	8.049845348697672e-05	0.34149659603763743	0.07630137847215566	0.0825142152607441	0.14689192362129688	0.010422305160318501	0.004544243216514587	337.4698205925524	122.84278098087816	0.1212674230337143	-1	-1.0	-1	0.012316843494772911	337.4698205925524	-1	96	16384	0.0	0.0	0.0	0.0	344.4481511171907	19.66045982390642	2.8971582651138306e-05		6.838515400886536e-05	446.2112761680037	5.412660539150238e-05		78.21204129047692	3.1385396253317595	0	36	0.9993384480476379	0.16448485851287842	0.0027917076367884874	0.009619317948818207	1					
37	0.3011294893754114	3.406571798665183	0.04564924917316863	3.864582405575285e-05	3.864582405575285e-05	0.02037311221605965	0.23138725592621734	0.31285294516544254	0.2719445879371571	0.3010284678366588	0.3011294893754114	0.7479540871722358	0.5734562865325383	0.2554799341916805	0.4842483899423054	24.658058166503906	-9.043887416737562e-08	0.0	0.0	0.002989900325025831	0.001041923144033977	0.006079988873430661	0.11762056502380541	1.8439478720937457	4.315289548465183	8.164134193105356	0.4962100016219275	0.9831574014254979	0.9833587859358106	-0.022148484622760277	0.02308156625492432	0.016296669067482332	0.034549627051871666	0.4240740669625146	0.9837033305849348	0.9933659953730447	0.313062459230423	1.8324202299118042	0.30102846026420593	1e-06	218.44401931762695	57.2517147064209	64.607421875	0.9999990463256836	0.013563405722379684	0.0	0.9999990463256836	0.013563405722379684	0.0	1.0	0.0625	0.0	1.0	0.0625	0.0	1127460	1127460	1127460	1127460.0	1127460	0	2	2.0	2	0.22855514647473069	0.34022167743258835	1129.5192126884347	499.0884561035782	1127460	0.0	775.0	126.265625	38.0	0.0	0.2734375	16384.0	8682.015625	2.0	0.2734375	16384.0	8682.015625	2.0	0.39854562282562256	0.0010633468627929688	0.0005274292198009789	0.0005263143684715033	0.0012000149581581354	0.0010909787379205227	0.054123878479003906	-0.0022940635681152344	1.0011032819747925	0.7040029764175415	55.68478012084961	0.7050939798355103	55.86890411376953	5.772486929111241e-05	0.34821687750961683	0.0768504041176642	0.0650824811309576	0.053952403366565704	0.009928100407705642	0.005009328946471214	384.4481115601957	156.7490889824403	0.11846943758428097	-1	-1.0	-1	0.010912502184510231	384.4481115601957	-1	477	16384	0.0	0.0	0.0	0.0	386.97271954268217	21.591548958793283	2.5581568479537964e-05		6.556324660778046e-05	499.0884561035782	5.27501106262207e-05		86.64575662650168	3.1594045143574476	0	37	0.9992201924324036	0.24131041765213013	0.0027943009044975042	0.009652212262153625	1					
