step	actor/distillation/abs_loss	actor/distillation/e2_coverage	actor/distillation/e2_value_anchor	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
38	0.0038381472921322044	0.9976551386774802	0.20730648128962031	0.1074685304596716	0.08441286427634102	0.15240229552193563	0.0038438222154582036	0.0038381472921322044	0.010279889863545113	0.02008645570532856	0.0006935981158750686	0.0087713614243976	12.678378105163574	-2.264307113364339e-06	-1.9468284614160846e-06	-1.7585342234548191e-06	-1.7841078064339873e-07	-1.3187725216437462e-06	1.4443766702948333e-06	8.805026728085216e-06	0.0014328818456584597	0.04041095156393641	0.7866809630424393	0.524807757260848	0.9976357294588672	0.9936896270635177	-0.01838691057447268	0.00494317269922063	0.002415487769045582	0.010313011515809566	0.396702556585779	0.997655164222328	0.9994462862306711	0.0845886617898941	0.08050546795129776	0.0038438220508396626	1e-06	188.9370002746582	43.116211891174316	45.4453125	0.9999990463256836	0.051444921642541885	0.0	0.9999990463256836	0.051444921642541885	0.0	1.0	0.09375	0.0	1.0	0.09375	0.0	779592	779592	779592	779592.0	779592	0	2	2.0	2	0.21379229449169493	0.3315072984682957	1342.191477101628	290.4175794959883	779592	0.0	817.0	135.625	43.0	0.0	0.0625	16384.0	5954.9375	321.0	0.0625	16384.0	5954.9375	321.0	0.838036298751831	0.0006262063980102539	0.00028112836298532784	0.0002870839962270111	0.00058516557328403	0.000416578579461202	0.0032335519790649414	-0.0037171244621276855	1.0004169940948486	0.14938890933990479	1.169053316116333	0.14980548620224	1.1695756912231445	9.26881791483051e-05	0.28074777649714094	0.07646116900510855	0.07225896295858547	0.025106113986112177	0.007731273518402304	0.005030661006458104	211.5824993569986	69.0939528796871	1.6309992679744028	-1	-1.0	-1	0.010191788023803383	211.5824993569986	-1	97	16384	0.0	0.0	0.0	0.0	213.99493917496875	13.987684989988338	3.405299503356218e-05		6.720103556290269e-05	290.4175794959883	7.143302354961634e-05		59.60851566703059	2.1364676050143316	0	38	0.998245120048523	0.17897355556488037	0.0015852057840675116	0.0075999354012310505	1					
39	0.003605807239611475	0.9976811386504263	0.19904014482250754	0.1050384277126418	0.08345564598885347	0.14818801129904557	0.0036111759463892668	0.003605807239611475	0.007466395205449102	0.01737202463763819	0.0013723535860766067	0.008768914596808003	15.743528366088867	-2.145764938177308e-06	-1.9428767756217673e-06	-1.7439127931246954e-06	-1.7464911207808945e-07	-1.308420110035513e-06	1.3496810253237303e-06	1.0548134983798932e-05	0.0034941766094424617	0.0405633202885752	0.6851295315713253	0.5243906120084366	0.9976475857338816	0.993957020201773	-0.01815973204134454	0.0048972113576348664	0.0023831584159161824	0.010135101866117626	0.40002087489613947	0.997681163391977	0.9993519625573788	0.0836319699883461	0.0749933272600174	0.003611175809055567	1e-06	188.61768341064453	43.116211891174316	45.4453125	0.9999990463256836	0.01727423444390297	0.0	0.9999990463256836	0.01727423444390297	0.0	1.0	0.0703125	0.0	1.0	0.0703125	0.0	851520	851520	851520	851520.0	851520	0	2	2.0	2	0.21375679413356277	0.334065312377096	1287.5101013432313	330.68478418601444	851520	0.0	352.0	116.8515625	51.0	0.0	0.1171875	16384.0	6535.6484375	517.0	0.1171875	16384.0	6535.6484375	517.0	7.637540817260742	0.0005490779876708984	0.00025283254217356443	0.0002355553297093138	0.0005740923224948347	0.0004245949094183743	0.003962069749832153	-0.0016204118728637695	1.0004249811172485	0.1556730419397354	1.1797821521759033	0.1560976505279541	1.1803349256515503	7.205205399827676e-05	0.2940786755378626	0.0780203352757163	0.06135376502061263	0.06760045397095382	0.008706636789611366	0.004888166033197194	241.8431835770025	88.08533027227713	2.742249140981585	-1	-1.0	-1	0.01015390397515148	241.8431835770025	-1	94	14744	0.0	0.0	0.0	0.0	246.01533904398093	15.379223724012263	2.5944027584046125e-05		6.471097003668547e-05	330.68478418601444	0.0001021760399453342		66.43587589397794	2.163039584993385	0	39	0.9987256526947021	0.2902289032936096	0.001463100896216929	0.007312664296478033	1					
40	0.0030969501583513193	0.9981435490772128	0.18934672966133803	0.09689528634771705	0.07360627083107829	0.1371387541294098	0.0031123839780775597	0.0030969501583513193	0.010153954928227904	0.015593081001497922	0.0007458557344079964	0.010052554526737367	10.805041313171387	-2.264438080601394e-06	-1.950363435199165e-06	-1.7523722313228518e-06	-2.1021495755224606e-07	-1.3149170552395617e-06	1.2146641452659424e-06	6.784080934352232e-06	0.0007569725415805806	0.02543762826189777	0.6741014767321758	0.5206143278628588	0.9981318041682243	0.994558765552938	-0.017188341334986035	0.00413548962387722	0.0019243312367507315	0.008890380784578156	0.39811820816248655	0.9981435677036643	0.9995970968157053	0.0738040953874588	0.06340342015028	0.003112384118139744	1e-06	191.76339721679688	43.116211891174316	45.4453125	0.9999990463256836	0.014840974472463131	0.0	0.9999990463256836	0.014840974472463131	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	1001962	1001962	1001962	1001962.0	1001962	0	2	2.0	2	0.21390627193528997	0.3377481532895777	1228.6471785026902	407.75009194301674	1001962	0.0	395.0	122.7109375	48.0	0.0	0.1171875	16384.0	7705.1171875	636.0	0.1171875	16384.0	7705.1171875	636.0	3.5351414680480957	0.0005227327346801758	0.0002358991769142449	0.0002128737251041457	0.0004932361771352589	0.0003156039456371218	0.0028904974460601807	-0.0019450783729553223	1.0003159046173096	0.12452816218137741	1.1386833190917969	0.1248437687754631	1.1390653848648071	6.2165604088919e-05	0.31211560869447574	0.07885201135174606	0.06228757300414145	0.034375810995697975	0.00868776033166796	0.005017063987907022	305.54036440199707	119.66680964643774	3.5290049250470474	-1	-1.0	-1	0.010844389966223389	305.54036440199707	-1	75	16384	0.0	0.0	0.0	0.0	307.8255796529702	18.09358962101396	3.935495624318719e-05		8.704600622877479e-05	407.75009194301674	5.1476992666721344e-05		79.00671899801819	2.1748583110165782	0	40	0.9986593127250671	0.46639084815979004	0.001381510286591947	0.007135296240448952	1					
41	0.003195921875346728	0.9981063968605466	0.20120207896387135	0.10495392854015033	0.07610286454911586	0.14700893630032186	0.0032255434680337203	0.003195921875346728	0.007906641378347692	0.015515898792795337	0.0007058845374019627	0.008461575694295956	11.920888900756836	-2.2649578568234574e-06	-1.962132063016287e-06	-1.7704790551491627e-06	-2.944208465504727e-07	-1.3599218917719284e-06	9.375915573804782e-07	8.173666165694831e-06	0.0007375583969675332	0.025894628262095567	0.6809230517871954	0.519989495476087	0.9980957353556598	0.9942311843236288	-0.018802743922505114	0.0042656163999776325	0.0019407766090740483	0.009283739012769528	0.40038724850725244	0.9981064156249717	0.9995927600948898	0.07678066194057465	0.07021185010671616	0.0032255433034151793	1e-06	191.67755126953125	43.116211891174316	45.4453125	0.9999990463256836	0.014016775414347649	0.0	0.9999990463256836	0.014016775414347649	0.0	1.0	0.0703125	0.0	1.0	0.0703125	0.0	868680	868680	868680	868680.0	868680	0	2	2.0	2	0.21482651887314327	0.3361129143566826	1266.8074126573208	342.86190281197196	868680	0.0	918.0	127.6953125	50.0	0.0	0.109375	16384.0	6658.8671875	275.0	0.109375	16384.0	6658.8671875	275.0	3.618265151977539	0.0006093978881835938	0.0002500089758541435	0.00019625111599452794	0.0005160520086064935	0.0003562544588930905	0.005312323570251465	-0.0017717406153678894	1.0003565549850464	0.14399264752864838	1.1631901264190674	0.14434891939163208	1.1636466979980469	8.309092301521213e-05	0.30149905681218164	0.07764967922826094	0.07217942300485447	0.027287374017760158	0.008216905679546471	0.0048683740315027535	254.4990999890142	86.6026449394958	1.3945231179823168	-1	-1.0	-1	0.01016324502415955	254.4990999890142	-1	210	16384	0.0	0.0	0.0	0.0	256.97819858801086	15.644249977951404	3.49939800798893e-05		7.855001604184508e-05	342.86190281197196	4.9333961214870214e-05		67.4527233520057	2.1154046640149318	0	41	0.9986980557441711	0.17917859554290771	0.0014815909089520574	0.007366519887000322	1					
42	0.0029616974297823617	0.9981657611206174	0.1776405503624119	0.09396654283045791	0.07010942242050078	0.1332308841519989	0.002942001992778387	0.0029616974297823617	0.007556151299922931	0.017737524502081214	0.0006285582161105197	0.009077057937219024	9.275477409362793	-2.264974000354414e-06	-1.942528848886127e-06	-1.7456747904986969e-06	-1.9384768334962388e-07	-1.2997304015271993e-06	1.2521960108813346e-06	6.594052699426811e-06	0.0007269063168564571	0.02575367350709712	0.6248203236609697	0.516328685451299	0.9981535207480192	0.994573125615716	-0.016271690365101676	0.0040171494483729475	0.001890873201773502	0.008578415225201752	0.39360146690160036	0.9981657825410366	0.9995611179620028	0.0699576660990715	0.061484578996896744	0.002942001912742853	1e-06	191.4609718322754	43.116211891174316	45.4453125	0.9999990463256836	0.007150203920900822	0.0	0.9999990463256836	0.007150203920900822	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	1039163	1039163	1039163	1039163.0	1039163	0	2	2.0	2	0.21530089221210935	0.3389706247373338	1203.7998662137413	431.6178416219773	1039163	0.0	585.0	128.09375	46.0	0.0	0.1640625	16384.0	7990.3671875	397.0	0.1640625	16384.0	7990.3671875	397.0	5.1006059646606445	0.0005183219909667969	0.00023151774075813591	0.00020456075435504317	0.0004822505870833993	0.00033177557634189725	0.0027901828289031982	-0.0015239417552947998	1.0003318786621094	0.13012570142745972	1.146875023841858	0.13045747578144073	1.1472842693328857	6.312209154081934e-05	0.32048497753840544	0.07879250653071482	0.06559414201183245	0.03026779997162521	0.008763746011027251	0.005193578021135181	322.34165165002923	126.96479314331236	2.060597517993301	-1	-1.0	-1	0.011100014031399041	322.34165165002923	-1	133	16384	0.0	0.0	0.0	0.0	327.7814590220223	18.95112381299259	2.7044035959988832e-05		7.775897393003106e-05	431.6178416219773	4.90209786221385e-05		81.8782574639772	2.3542480880278163	0	42	0.9987272024154663	0.14195913076400757	0.0013357932912185788	0.0069847931154072285	1					
43	0.002782759591824405	0.998287619121613	0.1793080110463404	0.09261639031671709	0.06703097253076491	0.1284913343767966	0.0027812393673229963	0.002782759591824405	0.005222950047849032	0.017142636241436367	0.0006795163710795614	0.008171275171691613	14.31308364868164	-2.264974000354414e-06	-1.9495434476231175e-06	-1.7456984587918288e-06	-2.4297848069049757e-07	-1.313780364669935e-06	1.321495328592127e-06	8.132738344102108e-06	0.0005855888911678301	0.02115054162887616	0.593516448092076	0.5191774027001473	0.9982770325676087	0.994770682627155	-0.016615180193536704	0.0038845074727320143	0.00176830236676089	0.008144997383257555	0.39525797963142395	0.998287643155744	0.9996155077411283	0.06706997007131577	0.05798042565584183	0.002781239338219166	1e-06	198.9970932006836	43.116211891174316	45.4453125	0.9999990463256836	0.01163888443261385	0.0	0.9999990463256836	0.01163888443261385	0.0	1.0	0.0625	0.0	1.0	0.0625	0.0	987638	987638	987638	987638.0	987638	0	2	2.0	2	0.21536302693322784	0.33727331473420463	1214.3940911995908	406.63817748997826	987638	0.0	359.0	117.4765625	48.0	0.0	0.1484375	16384.0	7598.4453125	356.0	0.1484375	16384.0	7598.4453125	356.0	5.069273948669434	0.0004923343658447266	0.00022321623691823334	0.00020077636872883886	0.0004884209483861923	0.0003567687817849219	0.00474393367767334	-0.0020410120487213135	1.0003570318222046	0.12194531410932541	1.1364147663116455	0.12230207026004791	1.1368638277053833	6.454082466404835e-05	0.3172971575867103	0.07835916167565539	0.0637429709895514	0.0351486949948594	0.008546267810743302	0.004981419013347477	305.577114004991	118.27789497871436	1.8310770209645852	-1	-1.0	-1	0.01058883999940008	305.577114004991	-1	74	16384	0.0	0.0	0.0	0.0	308.603532765992	17.845574056031182	3.787799505516887e-05		6.509601371362805e-05	406.63817748997826	8.488900493830442e-05		77.39048571902094	2.1060636049951427	0	43	0.9986976981163025	0.18462681770324707	0.0013048816472291946	0.0069160060957074165	1					
44	0.002377510615799908	0.9985390264694005	0.16216535258987178	0.08632855377581021	0.061534241007717504	0.11965064265548367	0.002384876318501483	0.002377510615799908	0.007864759256983532	0.017892874731069864	0.0005640182056757187	0.007525238615527672	14.545886039733887	-2.2629756131209433e-06	-1.952943161123672e-06	-1.7554274056038432e-06	-2.2228183042150778e-07	-1.3351295648720984e-06	1.1541127238061028e-06	6.894752590447403e-06	0.0004167073427558771	0.016619759215096216	0.4981195724837176	0.5212721383734925	0.9985293190773219	0.9953825686075916	-0.015318866889311434	0.003399599338754093	0.0015191337135971256	0.007258799091325945	0.39343910797001563	0.9985390370839262	0.9996554720891665	0.06173381954431534	0.0502009280025959	0.0023848763667047024	1e-06	190.38073348999023	43.116211891174316	45.4453125	0.9999990463256836	0.011415998451411724	0.0	0.9999990463256836	0.011415998451411724	0.0	1.0	0.0390625	0.0	1.0	0.0390625	0.0	1169373	1169373	1169373	1169373.0	1169373	0	2	2.0	2	0.21547424596216025	0.33746993613023385	1231.771318235606	474.6713057400193	1169373	0.0	1013.0	129.734375	47.0	0.0	0.140625	16384.0	9005.9921875	548.0	0.140625	16384.0	9005.9921875	548.0	493.6441650390625	0.0004431009292602539	0.00020090557518415153	0.00018185624503530562	0.0004322450840845704	0.00030035150120966136	0.005150601267814636	-0.00275479257106781	1.0003007650375366	0.09504655748605728	1.1046347618103027	0.09534691274166107	1.1049988269805908	6.630086295113075e-05	0.31064768093380335	0.078936504843199	0.0775304390117526	0.08232617599423975	0.00976702011166708	0.005147476971615106	354.68439065798884	171.0283686802536	3.0238037619856186	-1	-1.0	-1	0.01090881903655827	354.68439065798884	-1	167	16384	0.0	0.0	0.0	0.0	358.10439520701766	21.41381671500858	3.8462982047349215e-05		7.799000013619661e-05	474.6713057400193	4.9968017265200615e-05		92.30621747800615	2.159379196993541	0	44	0.9986776113510132	0.23105832934379578	0.0011980878189206123	0.006676123943179846	1					
45	0.0024426834433517583	0.9984847526339924	0.1678845789283514	0.08880519625895164	0.06656898845754125	0.12508888465954976	0.002437067826576822	0.0024426834433517583	0.0061866386249141	0.014639480264604036	0.00046780451971779473	0.009135838481811601	12.88917064666748	-2.264974000354414e-06	-1.941178493659797e-06	-1.7556366207613524e-06	-2.1871181007447697e-07	-1.326033842521129e-06	1.0445914025534448e-06	6.333288497979297e-06	0.0004346355577474563	0.019571462052066207	0.4916972843930125	0.5194107092478696	0.9984719954869327	0.9954157646964578	-0.015540975474697702	0.003411878615973846	0.0015721644881790888	0.007649260487489621	0.3927793472128756	0.9984847763005424	0.999626677702455	0.06655005365610123	0.050941165536642075	0.0024370679166167974	1e-06	190.58166122436523	43.116211891174316	45.4453125	0.9999990463256836	0.012380648404359818	0.0	0.9999990463256836	0.012380648404359818	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	1093114	1093114	1093114	1093114.0	1093114	0	2	2.0	2	0.21514939013887505	0.33794960988025546	1212.4190393687045	450.7987603729707	1093114	0.0	533.0	133.4453125	49.0	0.0	0.1484375	16384.0	8406.5078125	454.0	0.1484375	16384.0	8406.5078125	454.0	7.301948547363281	0.0003980398178100586	0.00020587872131727636	0.00021358521189540625	0.0005021202960051596	0.0003616748144850135	0.004040420055389404	-0.001790165901184082	1.0003620386123657	0.11853548884391785	1.1328165531158447	0.11889716237783432	1.1332625150680542	6.361622667395768e-05	0.31767374212037064	0.0789979191136515	0.06953978800447658	0.03508785698795691	0.008691980668572796	0.004932875977829099	337.92994344903855	147.5628920748195	2.4034617109573446	-1	-1.0	-1	0.010544822958763689	337.92994344903855	-1	533	16384	0.0	0.0	0.0	0.0	341.8274297550088	19.78111458400963	2.8448004741221666e-05		6.470602238550782e-05	450.7987603729707	4.915095632895827e-05		86.35373135400005	2.1783341350383125	0	45	0.9987676739692688	0.24734076857566833	0.0012251331936568022	0.006716765929013491	1					
46	0.002421607032128786	0.9985119152713466	0.1624013910422454	0.08739482883263279	0.06426625862415578	0.12241087446140277	0.002420539752165496	0.002421607032128786	0.007200684547078217	0.01395002587358593	0.0005361459954557988	0.009651351234768643	11.834057807922363	-2.264927388750948e-06	-1.943264524814711e-06	-1.7416504493740905e-06	-2.3300777514052512e-07	-1.3063960034594708e-06	1.0655294901782228e-06	5.5818347753892024e-06	0.00042418512635482037	0.017035451790041012	0.5076160524543878	0.5145494660010209	0.998501918605856	0.9954126453077471	-0.014828511054401059	0.003396266018908874	0.0015453628702498216	0.007365668242847598	0.3934086323589892	0.9985119362135191	0.999658661114203	0.06433171033859253	0.05073260888457298	0.0024205397348850965	1e-06	193.02307510375977	43.116211891174316	45.4453125	0.9999990463256836	0.005089443642646074	0.0	0.9999990463256836	0.005089443642646074	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	1209562	1209562	1209562	1209562.0	1209562	0	2	2.0	2	0.21679373205718014	0.34161971210025316	1182.971680082603	511.2387812680099	1209562	0.0	521.0	121.2734375	47.0	0.0	0.2109375	16384.0	9328.4296875	336.0	0.2109375	16384.0	9328.4296875	336.0	2.5181801319122314	0.0004127025604248047	0.00020837450574617833	0.00021210061095189303	0.0004583148402161896	0.00032065482810139656	0.003496825695037842	-0.0013153403997421265	1.0003209114074707	0.10435877740383148	1.1146283149719238	0.10467943549156189	1.1150150299072266	6.0642960828796246e-05	0.32658986790296174	0.07953889852774657	0.07335142098600045	0.04287622100673616	0.0091138987982049	0.005051517975516617	386.1080600650166	178.05827208791607	1.663898942002561	-1	-1.0	-1	0.01075918204151094	386.1080600650166	-1	141	16384	0.0	0.0	0.0	0.0	389.96103928098455	21.994592920003925	2.7251022402197123e-05		7.884099613875151e-05	511.2387812680099	5.1633978728204966e-05		96.20722918101819	2.386775046994444	0	46	0.9987085461616516	0.22987473011016846	0.001234714756719768	0.006741111166775227	1					
47	0.002142034757915618	0.9986433448729577	0.155508321601075	0.08426005049765885	0.06012373139428628	0.11807909535316678	0.00214122962051988	0.002142034757915618	0.005201014291340872	0.01565721107634728	0.0003883660478119031	0.00825752004510088	11.24412727355957	-2.2649578568234574e-06	-1.9324428835302983e-06	-1.7454377269120426e-06	-2.1455674344265804e-07	-1.3114635494984415e-06	1.1648049516898263e-06	6.192313578565093e-06	0.0003946232233841317	0.015329204690219327	0.4475336522831545	0.5117041956294667	0.9986343267676118	0.9954851819323255	-0.014707347384182277	0.003130692527508484	0.001408341053840039	0.007000154969826727	0.3877537308575271	0.9986433704178055	0.9996656558730386	0.06001845374703407	0.04575752839446068	0.0021412295754998922	1e-06	195.1694564819336	43.116211891174316	45.4453125	0.9999990463256836	0.010976257734000683	0.0	0.9999990463256836	0.010976257734000683	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	1228476	1228476	1228476	1228476.0	1228476	0	2	2.0	2	0.21458100609148995	0.3404038090282928	1207.1208212562285	508.84550177899655	1228476	0.0	598.0	123.90625	45.0	0.0	0.1953125	16384.0	9473.5625	394.0	0.1953125	16384.0	9473.5625	394.0	2.4337728023529053	0.0003679990768432617	0.0002019378007389605	0.00022176085622049868	0.0003861940058413893	0.00029004592215642333	0.0031739771366119385	-0.0016575455665588379	1.0002902746200562	0.09362898021936417	1.1030352115631104	0.09391902387142181	1.1033713817596436	5.901359245014117e-05	0.31838656065728266	0.07963452435866088	0.07249678199877962	0.03539160004584119	0.008958004523265117	0.0048258519964292645	379.23991618002765	180.8964942627954	2.014299263013527	-1	-1.0	-1	0.010729711037129164	379.23991618002765	-1	65	16384	0.0	0.0	0.0	0.0	386.08063763799146	22.17358082899591	2.9419956263154745e-05		6.667798152193427e-05	508.84550177899655	5.390204023569822e-05		97.82910194603028	2.0739109630230814	0	47	0.9986845850944519	0.1951148509979248	0.0011789529817178845	0.006603740621358156	1					
48	0.0021227674725408066	0.9986750638648255	0.15656916358291287	0.08500608163949562	0.059320886428021406	0.1180398945939051	0.002122306725141243	0.0021227674725408066	0.0073682533316744795	0.015098632313709783	0.0004316822780017976	0.007118452874599153	10.573737144470215	-2.145764938177308e-06	-1.9474976488086276e-06	-1.7699384745530352e-06	-3.126001756139549e-07	-1.3585736362747162e-06	6.706266267179697e-07	4.027244588928313e-06	0.0003256158100294383	0.013907613330010376	0.43025801070544817	0.5210000799126822	0.998666136232141	0.9956960743420744	-0.01495944313092591	0.003111777991400904	0.0013748454221058637	0.006848493013658548	0.39460543492068983	0.998675091625893	0.9996805133884901	0.05931186303496361	0.04471665993332863	0.0021223067305982113	1e-06	197.24576568603516	43.116211891174316	45.4453125	0.9999990463256836	0.010992076247930527	0.0	0.9999990463256836	0.010992076247930527	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	1191738	1191738	1191738	1191738.0	1191738	0	2	2.0	2	0.21589364953544124	0.3407158859603876	1225.4961383278385	486.22674634703435	1191738	0.0	698.0	130.5546875	53.0	0.0	0.1796875	16384.0	9179.8984375	754.0	0.1796875	16384.0	9179.8984375	754.0	2.087128162384033	0.00033271312713623047	0.00019291679200250655	0.00021955523698125035	0.0004476106259971857	0.0003998174797743559	0.0037765800952911377	-0.0011986494064331055	1.0004000663757324	0.09298208355903625	1.1015286445617676	0.09338191151618958	1.1020146608352661	7.932011061262487e-05	0.31324712224058354	0.07870990549181157	0.09452878998126835	0.020372000988572836	0.00883467232597468	0.00538019702071324	361.81234184198547	169.2845971796237	4.381538267945871	-1	-1.0	-1	0.010663967987056822	361.81234184198547	-1	132	16384	0.0	0.0	0.0	0.0	368.07382630498614	21.49727479700232	4.7453970182687044e-05		6.514799315482378e-05	486.22674634703435	5.8755045756697655e-05		93.80158535100054	2.151610065018758	0	48	0.9986972808837891	0.2116270661354065	0.0011520504485815763	0.006546165328472853	1					
49	0.0022652911945312683	0.998529851436615	0.17510585508176257	0.09319780910653727	0.06874180896473782	0.13085092271545104	0.0022616321748500923	0.0022652911945312683	0.006233930567603758	0.011610283697206927	0.0007420453100865286	0.0075299860127935455	12.336282730102539	-2.246350049972534e-06	-1.955756158622535e-06	-1.76363944482156e-06	-3.101020379655698e-07	-1.3703872225180801e-06	7.620330149750641e-07	4.275978728531169e-06	0.00046230653787071265	0.018160206288199074	0.4714699157646724	0.52838223193373	0.9985181774411883	0.9953239168439593	-0.016023574396967888	0.003441005389738296	0.0015176371750255514	0.00766095091322703	0.3966445765325001	0.9985298642090389	0.999623520885195	0.06860221177339554	0.049325887113809586	0.0022616321220993996	1e-06	193.3192901611328	43.116211891174316	45.4453125	0.9999990463256836	0.0068230051547288895	0.0	0.9999990463256836	0.0068230051547288895	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	1155503	1155503	1155503	1155503.0	1155503	0	2	2.0	2	0.21552094771170166	0.3370805024033297	1200.4533173396014	481.2777737000142	1155503	0.0	746.0	145.4296875	39.0	0.0	0.203125	16384.0	8881.9375	446.0	0.203125	16384.0	8881.9375	446.0	2.1739842891693115	0.00045168399810791016	0.00023415400937665254	0.000244886614382267	0.0005299925687722862	0.00044262775918468833	0.0051742494106292725	-0.0007919669151306152	1.0004429817199707	0.10965987294912338	1.1201752424240112	0.11010249704122543	1.1207115650177002	6.102027428343145e-05	0.3207708918486198	0.07999154269004156	0.07050910999532789	0.06629812996834517	0.009524118859189912	0.005069923994597048	360.32594592595706	160.16711816597535	2.3868469140143134	-1	-1.0	-1	0.010353079007472843	360.32594592595706	-1	118	16384	0.0	0.0	0.0	0.0	364.6805776919937	21.31447417102754	3.227096749469638e-05		8.827302372083068e-05	481.2777737000142	4.971498856320977e-05		92.4304675529711	2.1365388340200298	0	49	0.9986287951469421	0.18462896347045898	0.0013917934847995639	0.007205484434962273	1					
