step	actor/distillation/abs_loss	actor/distillation/entropy_gap_abs	actor/distillation/entropy_student	actor/distillation/entropy_teacher_topk	actor/distillation/loss	actor/distillation/loss_absmean	actor/distillation/loss_absmean_pos0_100	actor/distillation/loss_absmean_pos100_500	actor/distillation/loss_absmean_pos2k_up	actor/distillation/loss_absmean_pos500_2k	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/loss_p0_1	actor/distillation/loss_p1	actor/distillation/loss_p25	actor/distillation/loss_p5	actor/distillation/loss_p50	actor/distillation/loss_p75	actor/distillation/loss_p95	actor/distillation/loss_p99	actor/distillation/loss_p99_9	actor/distillation/overlap_ratio	actor/distillation/overlap_student_mass	actor/distillation/overlap_teacher_mass	actor/distillation/overlap_token_advantage	actor/distillation/pi_tail_k16	actor/distillation/pi_tail_k32	actor/distillation/pi_tail_k8	actor/distillation/rank_kendall_tau	actor/distillation/student_mass	actor/distillation/teacher_mass	actor/distillation/un_budget	actor/distillation/un_dup_frac	actor/distillation/un_p_eot	actor/distillation/un_p_imend	actor/distillation/un_q_eot	actor/distillation/un_q_imend	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
29	0.3255742311364774	0.6503331096856996	1.0845772816348032	0.5746968999984815	0.3278392071297276	0.3255742311364774	1.0065508385499318	0.6659358660831596	0.2003536440174547	0.4531935572528958	52.32404327392578	-7.398702450700512e-08	4.073799635484151e-06	3.4667872663424696e-05	0.02151101444126129	0.0006094734944264763	0.08195353623699647	0.2798846966505869	1.4838592346605957	3.6512909743257542	7.870543632091898	0.5329468575390902	0.920298305424777	0.9336927912452004	-0.01806684808561289	0.0966412932021106	0.07620241715675079	0.12340730106084127	0.43824668273781286	0.9237975839412573	0.9536382682395704	47.43448858550101	0.5801722407341003	0.00024805593573711866	5.086101745994732e-10	6.660043039889542e-09	0.00016388786650300044	1.111800193786621	2.2899837493896484	0.327839195728302	1e-06	202.87462615966797	57.275179862976074	64.490234375	0.9999990463256836	0.03417469188570976	0.0	0.9999990463256836	0.03417469188570976	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	516991	516991	516991	516991.0	516991	0	2	2.0	2	0.21513474921042813	0.3337066353018345	1259.3400984302455	205.26266123203095	516991	0.0	406.0	126.1953125	43.0	0.0	0.0703125	16384.0	3912.796875	35.0	0.0703125	16384.0	3912.796875	35.0	7.221041679382324	0.0016876459121704102	0.0008293375722132623	0.0008175584953278303	0.0012831971980631351	0.0008922702982090414	0.004762887954711914	-0.003996267914772034	1.0008935928344727	0.8031936883926392	5.4837164878845215	0.8040860295295715	5.493252277374268	0.00014394508029602233	0.3076868375941243	0.07551530903820633	0.07441831100732088	0.01956485607661307	0.007055799113004468	0.0042346109403297305	143.04508114000782	30.847717982575887	0.2877855469705537	-1	-1.0	-1	0.01539379300083965	143.04508114000782	-1	119	16384	0.0	0.0	0.0	0.0	154.10126036696602	9.324164923047647	2.686202060431242e-05		6.781995762139559e-05	205.26266123203095	5.519797559827566e-05		39.04073513497133	2.187736600986682	0	29	0.9996819496154785	0.26636576652526855	0.003105839481577277	0.009415767155587673	1					
30	0.39093211927899607	0.3167942678210912	0.47110118344426155	0.37451268953305705	0.38991577830165625	0.39093211927899607	1.0054982238345676	0.7549396885765923	0.24413981743122418	0.5433072138715673	77.0353012084961	-9.097073672137412e-08	6.019617960985992e-06	2.8062228041550144e-05	0.003338954063952702	9.752360771623596e-05	0.02545974325820916	0.29723744983116546	2.041888350137958	4.756844162940979	9.904151978316131	0.5309841599729326	0.972190711233351	0.9717947796539024	-0.025557780638337135	0.03708629392915302	0.026799481974362774	0.05354810566468923	0.4435485833221012	0.9732005242948178	0.9864563080999587	47.44124447857892	0.5799611277050443	0.0002940255195395762	4.876948006960336e-10	1.4855934526742366e-09	0.00022463902377698833	0.4612334668636322	2.537353754043579	0.3899157643318176	1e-06	197.6583251953125	57.275179862976074	64.490234375	0.9999990463256836	0.00782762374728918	0.0	0.9999990463256836	0.00782762374728918	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	425247	425247	425247	425247.0	425247	0	2	2.0	2	0.2166189432056167	0.32782156590338374	1290.1102284602448	164.81033582205418	425247	0.0	889.0	127.4296875	53.0	0.0	0.046875	16384.0	3194.8125	228.0	0.046875	16384.0	3194.8125	228.0	3.795377254486084	0.0013121366500854492	0.0006338633829727769	0.0006159751210361719	0.0011606113985180855	0.0008893922786228359	0.007224440574645996	-0.0016751289367675781	1.0008907318115234	0.4974277913570404	2.2057926654815674	0.4983172118663788	2.2078728675842285	0.00020005609216158646	0.30097272828275834	0.07327412012797428	0.08507325302343816	0.018165282090194523	0.006796101183681458	0.004780633025802672	115.6592981700087	21.501786017052837	1.1432723870966583	-1	-1.0	-1	0.018165282090194523	115.65833435405511	-1	103	16384	0.0	0.0	0.0	0.0	123.07858361303806	7.679489973001182	2.681603655219078e-05		6.070698145776987e-05	164.81033582205418	5.421100649982691e-05		31.15959976206068	2.2814172179205343	0	30	0.9991998076438904	0.2679296135902405	0.0031985638197511435	0.010113532654941082	1					
31	0.33978062895184846	0.3938837341323961	0.5795621280034539	0.3830093847194803	0.3377883733082854	0.33978062895184846	0.9162830134853721	0.7118879310437478	0.2370569087419426	0.565209116623737	77.57569122314453	-1.1794596588288186e-07	1.2180592447576244e-05	0.0001457771755970505	0.011191375542051674	0.0020396365455603417	0.04035101386189126	0.23715918075758963	1.750006238586502	4.244533360761125	8.79893074678257	0.5108245924115181	0.9591879293322563	0.9622595340013504	-0.024009024792212584	0.05105904533047578	0.03916341090080096	0.06790638290840434	0.4333019457757473	0.9608365893363953	0.9770235121250153	48.08708410263061	0.5597786143422127	0.00017981269566824665	2.4832606999349027e-10	9.383666978731223e-10	0.00010302967270471351	0.5902790427207947	2.031298875808716	0.33778834342956543	1e-06	200.2499771118164	57.275179862976074	64.490234375	0.9999990463256836	0.042215846478939056	0.0	0.9999990463256836	0.042215846478939056	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	637675	637675	637675	637675.0	637675	0	2	2.0	2	0.2186347880201117	0.3365031626110322	1208.9789385567028	263.7246107700048	637675	0.0	991.0	127.6953125	46.0	0.0	0.1171875	16384.0	4854.140625	335.0	0.1171875	16384.0	4854.140625	335.0	4.6277360916137695	0.0011074542999267578	0.0005908029852434993	0.0006315773935057223	0.0009619172778911889	0.0007524954271502793	0.004362583160400391	-0.0019183456897735596	1.0007532835006714	0.48244708776474	3.670642852783203	0.4831995964050293	3.6764941215515137	0.00013875631946979372	0.3213862221058157	0.07635873606611869	0.0884814360179007	0.035001081065274775	0.0076038056877223426	0.0046113720163702965	181.9197146759834	46.85509207570249	1.686790278996341	-1	-1.0	-1	0.00992897606920451	181.9197146759834	-1	122	16384	0.0	0.0	0.0	0.0	199.68690138100646	11.638039676006883	2.71480530500412e-05		6.543099880218506e-05	263.7246107700048	5.3814961574971676e-05		48.69205702096224	3.042543259100057	0	31	0.9995527863502502	0.23092401027679443	0.002609162125736475	0.00917882565408945	1					
32	0.3022791533678008	0.22675179662077094	0.2934762258876369	0.2640506949365689	0.29725579915975686	0.3022791533678008	0.9066230790181593	0.7020407783618959	0.2215903867555343	0.543222284904914	86.83917999267578	-8.961711728261434e-08	6.235509043585047e-05	0.0004439313049237564	0.0019892126670077396	0.0008922835224580504	0.0108298251542568	0.19479416199944602	1.6126812019171088	4.129686524795199	8.470183232291179	0.5004603557965972	0.9832472435452722	0.9802326343276284	-0.022529299720190465	0.022760759984190703	0.01617488971466876	0.03372583772149731	0.42501573874191806	0.9838251200589266	0.9900653321634639	48.392216509038754	0.5502432428977706	0.00014922873795858942	1.407877873034669e-10	1.7827316721545339e-09	0.00010265808838436228	0.29572853446006775	1.8501267433166504	0.2972557842731476	1e-06	197.52284240722656	57.3862738609314	64.8984375	0.9999990463256836	0.017644697800278664	0.0	0.9999990463256836	0.017644697800278664	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	715325	715325	715325	715325.0	715325	0	2	2.0	2	0.2234737672156708	0.3417141605194424	1151.5810137173883	310.5838805430103	715325	0.0	266.0	118.53125	47.0	0.0	0.203125	16384.0	5469.9453125	390.0	0.203125	16384.0	5469.9453125	390.0	2.8349051475524902	0.0008474588394165039	0.0004574869235511869	0.0004937612102366984	0.0009780467953532934	0.0007544511463493109	0.0043871402740478516	-0.0018749237060546875	1.0007553100585938	0.37087541818618774	2.290017604827881	0.37162983417510986	2.292750120162964	0.00012554400863976553	0.3420431667134323	0.07670762698211543	0.08980476798024029	0.05231024499516934	0.007980272241184139	0.004941469989717007	236.8942797370255	60.048121732394975	1.9877442040015012	-1	-1.0	-1	0.010111073963344097	236.8942797370255	-1	82	16384	0.0	0.0	0.0	0.0	239.48254930390976	13.114023478003219	2.8310110792517662e-05		6.437406409531832e-05	310.5838805430103	5.6329998187720776e-05		54.87088327098172	2.468398957978934	0	32	0.9994955062866211	0.29322606325149536	0.0023361006751656532	0.008939125575125217	1					
33	0.2631822830792201	0.15779322922482328	0.19898930264605305	0.21525334680484512	0.2612534675281495	0.2631822830792201	0.9253217815342596	0.6998096911583916	0.1923224185396112	0.5485383928832361	77.67505645751953	-9.456851302047653e-08	4.0091902621909755e-07	2.3695951151089753e-06	0.0006779455058283744	1.6569142923743638e-05	0.006053256621379336	0.12465757186183217	1.468436963351096	4.014196486796363	8.409261638835325	0.49842794214264824	0.9907571471343606	0.9884448293912209	-0.02004238911825469	0.013911495269355128	0.00891195303243506	0.022811380767468678	0.431706974061869	0.9910880610094233	0.9964349966938213	48.40028006343518	0.549991240945913	9.95848263182389e-05	1.0215072624213352e-10	3.18816417854103e-10	6.146679827363071e-05	0.19655545055866241	1.556490182876587	0.2612534761428833	1e-06	204.5543098449707	57.3862738609314	64.8984375	0.9999990463256836	0.02432025969028473	0.0	0.9999990463256836	0.02432025969028473	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	955470	955470	955470	955470.0	955470	0	2	2.0	2	0.2232904126222589	0.3440578403793307	1128.2388120094026	423.4342897220049	955470	0.0	821.0	132.4453125	46.0	0.0	0.2890625	16384.0	7332.1640625	239.0	0.2890625	16384.0	7332.1640625	239.0	14.654048919677734	0.0007913112640380859	0.0003781347768381238	0.00036311399890109897	0.0008031452889554203	0.0006528032245114446	0.0049689412117004395	-0.0019342899322509766	1.0006535053253174	0.31998467445373535	1.58357572555542	0.32063746452331543	1.584993600845337	9.209165018175965e-05	0.3497269504548153	0.07794721042001153	0.08799080899916589	0.037337400019168854	0.008511276262652245	0.004947704961523414	324.7668482399313	106.79519150113993	1.1973144309595227	-1	-1.0	-1	0.01060654898174107	324.7668482399313	-1	88	16384	0.0	0.0	0.0	0.0	328.2246883600019	17.51882670004852	3.1833071261644363e-05		6.793602369725704e-05	423.4342897220049	5.736399907618761e-05		74.47622114000842	2.4854794590501115	0	33	0.9991866946220398	0.18098142743110657	0.002022612141445279	0.008393972180783749	1					
34	0.28860721178352833	0.13623548176838085	0.13845629899878986	0.20195834030164406	0.28196398820728064	0.28860721178352833	0.9266867483966053	0.7232272583059967	0.22500214647448047	0.6021161910612136	83.5722885131836	-1.0800933125665324e-07	5.461710440892429e-08	4.1739129764961636e-07	9.153491944147163e-05	1.967134533376047e-06	0.007564743223404946	0.14999843898692689	1.6322399511700496	4.22768135741353	8.638890258967876	0.4955578944645822	0.9955592630431056	0.9913071254268289	-0.022357550995366182	0.008357861330296146	0.004360418190572091	0.016202219601836987	0.41916988883167505	0.9956395970657468	0.9989852411672473	48.556408405303955	0.5451122345402837	8.674122446736265e-05	5.6350360116543615e-11	1.0844879541783052e-10	5.2060417667099406e-05	0.1351495236158371	1.7077834606170654	0.2819640040397644	1e-06	201.42656707763672	57.3862738609314	64.8984375	0.9999990463256836	0.025604598224163055	0.0	0.9999990463256836	0.025604598224163055	0.0	1.0	0.09375	0.0	1.0	0.09375	0.0	1034202	1034202	1034202	1034202.0	1034202	0	2	2.0	2	0.2239384157454422	0.3449472783978418	1095.0142934282521	472.2321919479873	1034202	0.0	755.0	139.2421875	45.0	0.0	0.359375	16384.0	7940.4609375	438.0	0.359375	16384.0	7940.4609375	438.0	5.395806789398193	0.0007183551788330078	0.0003759800165425986	0.00039683483191765845	0.0007838884484954178	0.0006391394417732954	0.004644453525543213	-0.001392751932144165	1.000639796257019	0.22600360214710236	1.2882455587387085	0.22664272785186768	1.289197325706482	6.195647174418099e-05	0.36278857769101513	0.07880875980328597	0.06407550699077547	0.050555192050524056	0.009103129362301843	0.004930256982333958	365.7516620780807	128.34995330332913	2.2883058390580118	-1	-1.0	-1	0.012208871077746153	365.7516620780807	-1	139	16384	0.0	0.0	0.0	0.0	368.73069180501625	19.08358559908811	2.6479014195501804e-05		6.837607361376286e-05	472.2321919479873	5.482893902808428e-05		81.50417700607795	2.240649520070292	0	34	0.9987071752548218	0.30160629749298096	0.0021227493416517973	0.0086402902379632	1					
35	0.269774601329118	0.1862747277598828	0.23024895368143916	0.23726718788966536	0.26532346854219213	0.269774601329118	0.89240344427526	0.7237914886325598	0.20690218756280956	0.5994481522589922	84.06749725341797	-1.0687012519383643e-07	2.700289454137519e-05	0.00027016918651123214	0.002896867765385025	0.0011418307324417842	0.009420601987000055	0.13893396123708043	1.510878926422447	3.996229737997055	8.020295727252961	0.5034749418497085	0.9876453787088394	0.985047560185194	-0.020364916836842894	0.017623178294161334	0.011820016671117628	0.02712353316892404	0.4224742952734232	0.9881799966096878	0.9932404018938541	48.28718791007996	0.5535253830254078	5.5513210557167624e-05	1.156399618932062e-10	1.1053863918715672e-09	3.4362376432607044e-05	0.229703888297081	1.57979416847229	0.2653234601020813	1e-06	202.18017959594727	57.3862738609314	64.8984375	0.9999990463256836	0.009719408117234707	0.0	0.9999990463256836	0.009719408117234707	0.0	1.0	0.046875	0.0	1.0	0.046875	0.0	1307442	1307442	1307442	1307442.0	1307442	0	2	2.0	2	0.22649413685757022	0.3443945653437473	1074.8558454401912	608.1941153069492	1307442	0.0	975.0	142.734375	49.0	0.0	0.4921875	16384.0	10071.65625	603.0	0.4921875	16384.0	10071.65625	603.0	0.19755542278289795	0.0007287263870239258	0.00039047267637215555	0.0004186344740446657	0.0006580763729289174	0.0005576912080869079	0.0028378963470458984	-0.001955866813659668	1.0005580186843872	0.2642146944999695	2.2466039657592773	0.2647724151611328	2.2488980293273926	4.921572659291056e-05	0.37107059932419706	0.07853709685862413	0.06434670800808817	0.08393773098941892	0.011370075582817663	0.0052952730329707265	472.2357136019273	204.29723678541905	3.3260388060007244	-1	-1.0	-1	0.010936981998383999	472.2357136019273	-1	185	16384	0.0	0.0	0.0	0.0	478.3738266719738	24.24427237396594	3.4610042348504066e-05		6.622506771236658e-05	608.1941153069492	5.636108107864857e-05		102.68269899103325	2.1601959739346057	0	35	0.9992449283599854	0.17422378063201904	0.0021049759816378355	0.008521548472344875	1					
36	0.2710662466721444	0.1367627101231225	0.14620682993267156	0.1952359697581092	0.2674557538703084	0.2710662466721444	0.880091448750677	0.7152693897862977	0.21017050983007007	0.5694867747871182	82.82218170166016	-1.0461766919434012e-07	1.1343319345314063e-08	1.050829865429869e-07	3.118866381247601e-05	6.994692164771319e-07	0.003912994698142236	0.1051886431105001	1.6087366831547851	4.15701144556456	8.42725096473211	0.5009912082666084	0.9947238481497462	0.9912953844553307	-0.020491431596912916	0.008924993334921619	0.005137800227974459	0.016284918203313327	0.420054931429368	0.9948622146739236	0.9982631266871586	48.36836377880241	0.5509886349303813	5.423742924191966e-05	2.0117068627297724e-11	4.7808678581276134e-11	3.4063231666874183e-05	0.14489486813545227	1.585351824760437	0.2674557566642761	1e-06	208.55203247070312	57.3862738609314	64.8984375	0.9999990463256836	0.014053136110305786	0.0	0.9999990463256836	0.014053136110305786	0.0	1.0	0.0546875	0.0	1.0	0.0546875	0.0	1283872	1283872	1283872	1283872.0	1283872	0	2	2.0	2	0.2269751611677123	0.3438636360546034	1049.8284719943217	611.4675083830953	1283872	0.0	454.0	128.109375	42.0	0.0	0.484375	16384.0	9902.140625	292.0	0.484375	16384.0	9902.140625	292.0	8.450586318969727	0.0007101297378540039	0.00036897987592965364	0.00038349241367541254	0.0007187358569353819	0.0005903166020289063	0.004519462585449219	-0.0018425732851028442	1.0005908012390137	0.2316853106021881	1.3926016092300415	0.2322756052017212	1.3939119577407837	6.708437055065225e-05	0.380694183388393	0.07901653062065916	0.086127744987607	0.05422819999512285	0.00985223586394568	0.005131757934577763	476.6245065869298	194.07851411266802	1.4837671959539875	-1	-1.0	-1	0.010923319961875677	476.6245065869298	-1	207	16384	0.0	0.0	0.0	0.0	482.51997939602006	23.938364016939886	2.803595270961523e-05		6.302609108388424e-05	611.4675083830953	5.25590730831027e-05		101.44711120100692	2.822068835957907	0	36	0.999329686164856	0.6215285658836365	0.0021045985631644726	0.008677652105689049	1					
37	0.2701176961929333	0.12168221057551663	0.11494898405380366	0.18043204278844158	0.2682879409985617	0.2701176961929333	0.8177190197677147	0.6806042837660488	0.2179770525819061	0.5372748774726216	82.48709869384766	-1.3078231120289274e-07	9.716408120049598e-09	1.0778053521762808e-07	1.474978690080151e-05	6.756308041597012e-07	0.0017629378300636923	0.08749584433828603	1.6281662938616626	4.261008876125987	8.574480167249353	0.5008989358093681	0.9972247524959285	0.9933057681816381	-0.021059152232937334	0.005939421177239771	0.0027482860470361007	0.012633613202857172	0.4273216302801923	0.9972517206901457	0.9995488553512387	48.37254296279535	0.5508580302319875	5.080918047258664e-05	1.1654571624244651e-11	1.096412340915995e-12	3.215628361885222e-05	0.11429941654205322	1.565001130104065	0.2682879567146301	1e-06	212.31685256958008	57.3862738609314	64.8984375	0.9999990463256836	0.016261864453554153	0.0	0.9999990463256836	0.016261864453554153	0.0	1.0	0.078125	0.0	1.0	0.078125	0.0	1340609	1340609	1340609	1340609.0	1340609	0	2	2.0	2	0.2267057032345555	0.34750948648831564	1064.351814072332	629.7771950379247	1340609	0.0	775.0	126.265625	38.0	0.0	0.484375	16384.0	10347.2421875	344.0	0.484375	16384.0	10347.2421875	344.0	2.3237972259521484	0.0006415843963623047	0.0003541828191373497	0.0003886199265252799	0.0006121026235632598	0.0005164935137145221	0.004233568906784058	-0.0016126632690429688	1.0005168914794922	0.1627119481563568	1.1856029033660889	0.16322843730449677	1.1862680912017822	6.399809939320521e-05	0.3746652045925539	0.07885929575359973	0.08579642802942544	0.06695539702195674	0.011060095171160356	0.004965830012224615	491.0784819959663	223.15675183599615	1.719921094016172	-1	-1.0	-1	0.010249732993543148	491.0784819959663	-1	88	16384	0.0	0.0	0.0	0.0	496.2242062269943	24.952759625040926	2.8635957278311253e-05		7.583294063806534e-05	629.7771950379247	5.2871997468173504e-05		105.71948162093759	2.135689467075281	0	37	0.9985721707344055	0.406282901763916	0.0020577209070324898	0.008620111271739006	1					
38	0.26451871762501783	0.1286077047002384	0.13775664366696072	0.19871945161072688	0.2600278067984618	0.26451871762501783	0.9004466817981895	0.7456061232021485	0.20204460092762688	0.5852421503728149	73.03424072265625	-1.0980582487718493e-07	2.8803804937059515e-08	1.8537520683232624e-07	6.822768628957231e-05	1.085659088697698e-06	0.008061682214895559	0.12386992637837613	1.5074505885827474	3.955473790223571	8.046312989859745	0.49884568685772773	0.9962892648817478	0.9923425392172802	-0.01925690807188037	0.007341964491482438	0.003644327421996464	0.014871292370210948	0.41499701621888696	0.9963556856944643	0.9992428983765087	48.47653465709467	0.5476082953913458	4.315842683603048e-05	1.3309151117968715e-11	1.0998549177880199e-10	3.2060485252037806e-05	0.1352435052394867	1.4402289390563965	0.26002779603004456	1e-06	208.20945739746094	57.3862738609314	64.8984375	0.9999990463256836	0.013007914647459984	0.0	0.9999990463256836	0.013007914647459984	0.0	1.0	0.0703125	0.0	1.0	0.0703125	0.0	1421965	1421965	1421965	1421965.0	1421965	0	2	2.0	2	0.22698010639389923	0.3466490168567174	1050.3369002214372	676.9089992459631	1421965	0.0	817.0	135.625	43.0	0.0	0.5625	16384.0	10973.4765625	259.0	0.5625	16384.0	10973.4765625	259.0	0.3036611080169678	0.0007665157318115234	0.000372439157217741	0.0003648285928647965	0.0006603766232728958	0.0005951669299975038	0.0032344311475753784	-0.0012410283088684082	1.0005956888198853	0.19890965521335602	1.2388972043991089	0.1995047926902771	1.2397218942642212	5.214422512238795e-05	0.3801012002619548	0.07951716900066204	0.07414726307615638	0.09345745202153921	0.010960164970128972	0.005077202920801938	525.9124365050811	236.11760858365778	1.3260889369994402	-1	-1.0	-1	0.010901898960582912	525.9124365050811	-1	227	16384	0.0	0.0	0.0	0.0	533.892046393943	26.712266949005425	2.7859932743012905e-05		6.631296128034592e-05	676.9089992459631	7.020309567451477e-05		113.07063121802639	2.4698924029944465	0	38	0.9989084005355835	0.18527942895889282	0.002121256897225976	0.008632303215563297	1					
39	0.28396539641327634	0.13208395888119243	0.1349632318109967	0.2034658964636714	0.27889906254131347	0.28396539641327634	0.9210040295539901	0.7458625553652297	0.2230025621680651	0.5911936408212018	86.12020874023438	-1.085471836859142e-07	1.308835238699354e-08	1.3140321525199862e-07	5.115741226497216e-05	8.979319710723702e-07	0.004208436363948887	0.12159770835153744	1.6680576282358446	4.187596382096756	8.389352055483085	0.501777050453563	0.9970089363497358	0.992633981760158	-0.020985393151424305	0.006501084308648959	0.0029568469197879177	0.014015460404469956	0.4185443174007327	0.9970431625843048	0.9995132116384284	48.39043559584507	0.5502988862436872	4.408357378340289e-05	4.786988395095241e-12	8.152390774320528e-13	2.872482905555547e-05	0.1325666606426239	1.5440560579299927	0.27889907360076904	1e-06	215.8974838256836	57.3862738609314	64.8984375	0.9999990463256836	0.013569953851401806	0.0	0.9999990463256836	0.013569953851401806	0.0	1.0	0.0234375	0.0	1.0	0.0234375	0.0	1397348	1397348	1397348	1397348.0	1397348	0	2	2.0	2	0.22596085947458147	0.34754487797328154	1055.0491947347216	662.2193576249992	1397348	0.0	352.0	116.8515625	51.0	0.0	0.53125	16384.0	10799.9296875	348.0	0.53125	16384.0	10799.9296875	348.0	2.206879138946533	0.0007853507995605469	0.0003913749533239752	0.00039302685763686895	0.0006433054804801941	0.0005227878573350608	0.004561185836791992	-0.002046152949333191	1.0005232095718384	0.18382644653320312	1.2131401300430298	0.18434923887252808	1.2138344049453735	5.520532608596282e-05	0.3770630905814841	0.07986601699362225	0.07714105199556798	0.05524965503718704	0.010874419480387587	0.0053322670282796025	515.9954341460252	241.60370762231378	1.7243884950876236	-1	-1.0	-1	0.011288922978565097	515.9954341460252	-1	184	16384	0.0	0.0	0.0	0.0	521.2486228520283	25.802708636038005	2.7199042961001396e-05		6.760901305824518e-05	662.2193576249992	5.6957011111080647e-05		111.60061911400408	2.83889250701759	0	39	0.9988102912902832	0.3016298711299896	0.0022616074420511723	0.008942810818552971	1					
40	0.3131174984543274	0.1559949778408433	0.17883730225730687	0.22757160322119793	0.310471034666989	0.3131174984543274	0.8386396256585916	0.7196109934399525	0.2641232447155441	0.5850959392264485	79.40423583984375	-1.0239625680696918e-07	7.169083331353946e-08	7.599977699807026e-07	0.000214774102773152	4.406614319829583e-06	0.009078902971554706	0.15393605489619708	1.8319914791112144	4.397727279613416	8.51568061610063	0.5099162751187881	0.9947736784815788	0.9909715739389261	-0.021752000393462367	0.009423307383258361	0.0051201416542123	0.01813105408170183	0.4224484795704484	0.9948798653980097	0.998301824554801	48.169666369756065	0.5571979290495316	3.2910016769925145e-05	4.2735219634316005e-12	3.468617684004828e-12	2.3438550586944175e-05	0.17799338698387146	1.8066517114639282	0.3104710578918457	1e-06	215.13922500610352	57.3862738609314	64.8984375	0.9999990463256836	0.008015698753297329	0.0	0.9999990463256836	0.008015698753297329	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	1562046	1562046	1562046	1562046.0	1562046	0	2	2.0	2	0.22711635522480209	0.3473465783294661	1037.0536678008248	753.1172438319772	1562046	0.0	395.0	122.7109375	48.0	0.0	0.6171875	16384.0	12080.7734375	465.0	0.6171875	16384.0	12080.7734375	465.0	3.725249767303467	0.0009310245513916016	0.00046808362822048366	0.0004731487133540213	0.0006009683711454272	0.0005595217226073146	0.002850472927093506	-0.0008545964956283569	1.0005598068237305	0.2054077535867691	1.277237892150879	0.2059672623872757	1.278051733970642	7.322125594861072e-05	0.3858166642903353	0.0793653326048136	0.11437496996950358	0.05180749297142029	0.011220506971767463	0.005365198012441397	594.1453146080021	303.65234319591764	2.4105975929414853	-1	-1.0	-1	0.011179779074154794	594.1453146080021	-1	395	16384	0.0	0.0	0.0	0.0	596.6033548420528	29.112411996000446	3.342493437230587e-05		6.51070149615407e-05	753.1172438319772	9.081501048058271e-05		123.97230033401866	2.580687701003626	0	40	0.9988868832588196	0.2348545789718628	0.0026421567890793085	0.009614609181880951	1					
